Name,Gen,Gen2,Description,Note,Japanese Kana,Japanese Romaji,French,German,Italian,Spanish,Korean Hangul,Korean Romanized,Chinese Hànzì,Chinese Romanized,Star
Strib Berry,3,,Pokéblock ingredient. Will become an Enigma Berry if transferred to Generation IV via Pal Park.,,,,,,,,,,,,0
Zygarde Cube,7,,Holds collected Zygarde Cores and Cells and teaches Zygarde moves.,,ジガルデキューブ,Zygarde Cube,Boîte Zygarde,Zygarde-Würfel,Teca Zygarde,Arca de Zygarde,지가르데큐브,Zygarde Cube,基格爾德多面體 / 基格尔德多面体,Jīgé'ěrdé Duōmiàntǐ / Gēigaakyíhdāk Dōmihntái,0
Machine Part,3,,Take to the Power Plant to restore power to the Magnet Train.,,"きかいのぶひん
マシンパーツ","Kikai no Buhin
Machine Part","Partie de Machine
Piece Meca.","Spule
Ersatzteil","Pezzo macch.
Meccanismo","Maquinaria
Pieza Esp.",기계부품,Gigye Bupum,機械零件 / 机械零件,Jīxiè Língjiàn / Gēihaaih Lìhnggín,0
Sapphire,3,,"To be given to Celio along with Ruby to set up the Network Machine of the Pokémon Network Center, allowing the player to trade with Ruby, Sapphire, and Emerald.",,サファイア,Sapphire,Saphir,Saphir,Zaffiro,Zafiro,,,,,0
Safety Goggles,6,,Grants the holder immunity to weather-related damage and powder moves.,,ぼうじんゴーグル,Bōjin Goggle,Lunettes Filtre,Schutzbrille,Visierantisabbia,Gafa Protectora,방진고글,Bangjin Goggle,防塵護目鏡 / 防尘护目镜,Fángchén Hù Mùjìng / Fòhngchàhn Wuh Muhkgeng,0
Dragonium Z,7,,Allows a Pokémon to upgrade their Dragon-type damaging moves to the Z-Move Devastating Drake or upgrade their Dragon-type status moves into Z-Moves. Makes Arceus a Dragon-type Pokémon.,,ドラゴンＺ,Dragon-Z,Dracozélite,Dracium Z,Draconium Z,Dracostal Z,드개곤Z,Dragon-Z,龍Ｚ / 龙Ｚ,Lóng-Z / Lùhng-Z,0
Lycanium Z,7,,Allows Lycanroc to upgrade Stone Edge to the special Z-Move Splintered Stormshards.,,ルガルガンＺ,Lugarugan-Z,Lougarozélite,Wolwerockium Z,Lycanrochium Z,Lycanrostal Z,루가루암Z,Rugaruam-Z,鬃岩狼人Ｚ,Zōngyánlángrén-Z / Jūngngàahmlòhngyàhn-Z,0
Poffin Case,4,,Stores Poffins.,,ポフィンケース,Poffin Case,Boîte Poffin,Knurspbox,Portapoffin,Pokochera,포핀케이스,Poffin Case,寶芬盒 / 宝芬盒,Bǎofēn Hé / Bǎofēn Hahp,0
Stone Plate,4,,Raises the power of Rock-type moves.,,がんせきプレート,Ganseki Purēto,Plaque Roc,Steintafel,Lastrapietra,Tabla Pétrea,암석플레이트,Amseok Plate,岩石石板,Yánshí Shíbǎn / Ngàahmsehk Sehkbáan,0
Iron,1,,Raises the Defense of a Pokémon.,,ブロムヘキシン,Bromhexine,Fer,Eisen,Ferro,Hierro,사포닌,Saponin,防禦增強劑 / 防御增强剂,Fángyù Zēngqiángjì / Fòhngyuh Jāngkèuhngjaih,0
Mega Bracelet,,,,,メガバングル,Mega Bangle,Méga-Bracelet,Mega-Armreife,Megabracciale,Megapulsera,메가뱅글,Mega Bangle,超級手鐲 / 超级手镯,Chāojí Shǒuzhuó / Chīukāp Sáujuhk,0
Cologne Case,3,,Holds Scents.,,コロンケース,Cologne Case,Boite a Parfums,Essenz-Kiste,Portaolio,Caja Aromas,,,,,0
Kebia Berry,4,,Lowers effectiveness of a super effective Poison-type move.,,ビアーのみ,Biah no Mi,Baie Kébia,Grarzbeere,Baccakebia,Baya Kebia,으름열매,Eureum Yeolmae,通通果,Tōngtōng Guǒ / Tūngtūng Gwó,0
Gold Teeth,1,,Safari Zone Warden's false teeth. Return for HM04 (Strength),,きんのいれば,Kin no Ireba,Dent D'or,Goldzähne,Denti d’Oro,Dientes Oro,금틀니,Geum Teulli,金假牙,Jīn Jǐayá / Gām Gángàh,0
Lucky Punch,3,,Raises Chansey's critical hit rate.,,ラッキーパンチ,Lucky Punch,Poing Chance,Lucky Punch,Fortunpugno,Puño Suerte,럭키펀치,Lucky Punch,吉利拳,Jílì Quán / Gātleih Kyùhn,0
Rowap Berry,4,,"If a foe's special move lands, then the foe also takes damage.",,レンブのみ,Renbu no Mi,Baie Pommo,Roselbeere,Baccaroam,Baya Magua,애터열매,Aeteo Yeolmae,霧蓮果 / 雾莲果,Wùlián Guǒ / Mouhlìhn Gwó,0
Power Herb,4,,Allows user to skip first turn of moves that require charging.,,パワフルハーブ,Powerful Herb,Herbe Pouvoir,Energiekraut,Vigorerba,Hierba Única,파워풀허브,Powerful Herb,強力香草 / 强力香草,Qiánglì Xiāngcǎo / Kèuhnglihk Hēungchóu,128
Sun Shard,3,,Allows Eevee to evolve into Espeon.,,たいようのかけら,Taiyō no Kakera,Eclat Soleil,Sonnsplitter,Coccio Solare,Ápice Sol,,,,,0
Gram 3,5,,An important letter which Wingull delivers.,,はいたつぶつ３,Haitatsubutsu 3,Courrier 3,Briefpost 3,Missiva 3,Envío 3,배달물3,Baedalmul 3,配送物品３,Pèisòng Wùpǐn 3 / Puisung Mahtbán 3,0
Common Stone,6,,Not available without cheating. Currently has no use.,,,,,,,,,,,,0
Eon Ticket,3,,Allows player to access Southern Island.,,むげんのチケット,Mugen no Ticket,Passe Éon,Äon-Ticket,Biglietto Eone,Ticket Eón,무한티켓,Muhan Ticket,無限船票 / 无限船票,Wúxiàn Chuánpiào / Mòuhhaahn Syùhnpiu,0
Eon Flute,6,,"Summons LatiasAS or LatiosOR to soar in the sky above Hoenn, and fly to any city, route, or island.",,むげんのふえ,Mugen no Fue,Flûte Éon,Äon-Flöte,Flauto Eone,Flauta Eón,무한의피리,Muhan Uipili,無限之笛 / 无限之笛,Wúxiàn-zhī Dí / Mòuhhaahn-jī Dehk,0
Mach Bike,3,,"A speedy bike that can even go up muddy slopes. It is harder to control than the Acro Bike, and cannot do tricks.",,マッハじてんしゃ,Mach Jitensha,Vélo de Course,Eilrad,Bici da corsa,Bici de Carreras,마하자전거,Mach Jajeongeo,音速自行車 / 音速自行车,Yīnsù Zìxíngchē / Yāmchūk Jihhàhngchē,176
Reveal Glass,5,,A glass that tells the truth. It is a mysterious glass that returns a Pokémon back to its original shape.,,うつしかがみ,Reflecting Mirror,Miroir Sacré,Wahrspiegel,Verispecchio,Espejo Veraz,비추는거울,Bichu-neun Geoul,現形鏡 / 现形镜,Xiànxíng Jìng / Yihnyìhng Geng,0
Full Incense,4,,Causes holder to move slower than the opponent. A Snorlax holding it can breed to produce Munchlax.,,まんぷくおこう,Manpuku Okō,Encens Plein,Lahmrauch,Gonfioaroma,Incienso lento,만복향로,Manbok Hyangno,飽腹薰香 / 饱腹薰香,Bǎofù Xūnxiāng / Báaufūk Fānhēung,16
Relic Crown,5,,Can be sold for 300000 to the villa owner in Undella Town.,,こだいのおうかん,Kodai no Ōkan,Vieux Tortil,Alte Krone,Coronantica,Corona Antigua,고대의왕관,Godae-yi Wanggwan,古代王冠,Gǔdài Wángguàn / Gúdoih Wòhnggūn,16
Starf Berry,3,,Raises a random stat when HP is below ⅓.,,スターのみ,Star no Mi,Baie Frista,Krambobeere,Baccambola,Baya Arabol,스타열매,Star Yeolmae,星桃果,Xīngtáo Guǒ / Sīngtòuh Gwó,0
Works Key,4,,Allows player access to the Valley Windworks near Floaroma Town.,,はつでんしょキー,Hatsudensho Key,Clé Centrale,K-Schlüssel,Turbinchiave,Ll. Central,발전소키,Baljeonso Key,發電廠鑰匙 / 发电厂钥匙,Fādiànchǎng Yàoshi / Faatdihnchóng Yeuhksìh,0
Makeup Bag,7,,A case for carrying lipsticks.,,コスメポーチ,Cosmetics Pouch,Trousse Beauté,Kosmetiketui,Trousse,Kit Maquillaje,코스메틱파우치,Cosmetics Pouch,化妝包 / 化妆包,Huàzhuāng Bāo / Fajōng Bāau,0
Flame Orb,4,,Inflicts a burn on the holder.,,かえんだま,Kaen Dama,Orbe Flamme,Heiß-Orb,Fiammosfera,Llamasfera,화염구슬,Hwayeom Guseul,火焰寶珠 / 火焰宝珠,Huǒyàn Bǎozhū / Fóyihm Bóujyū,0
Thunder Stone,1,,"Can be used to evolve Pikachu into Raichu, Eevee into Jolteon, and Eelektrik to Eelektross.",Formatted as Thunderstone prior to Generation VI.,かみなりのいし,Kaminari no Ishi,Pierre Foudre,Donnerstein,Pietratuono,Piedra Trueno,천둥의돌,Cheondung-ui Dol,雷之石,Léi-zhī Shí / Lèuih-jī Sehk,1168
Damp Mulch,4,,"Causes the soil to dry out more slowly, but also causes the Berry plant to grow more slowly.",,じめじめこやし,Jimejime Koyashi,Fertihumide,Feuchtmulch,Fertilidro,Abono Lento,축축이비료,Chukchug'i Biryo,濕濕肥 / 湿湿肥,Shīshī Féi / Sāpsāp Fèih,0
Voice Case 2,3,,Heals a Poochyena in Agate Village.,,こえカプセル２,Koe Capsule 2,Boite Cri 2,Stimmbox 2,Disco Verso 2,Grabación 2,,,,,0
Dragon Memory,7,,Makes Silvally a Dragon-type Pokémon and makes Multi-Attack a Dragon-type move.,,ドラゴンメモリ,Dragon Memory,ROM Dragon,Drachen-Disc,ROM Drago,Disco Dragón,드래곤메모리,Dragon Memory,"龍記憶碟*
龙存储碟","Lóng Jìyìdié / Lùhng Geiyīkdihp*
Lóng Cúnchǔdié",3
Devon Parts,3,,To be delivered to Captain Stern.,Called Devon Goods in Generation III.,デボンのにもつ,Devon no Nimotsu,Pack Devon,Devon-Waren,Merce Devon,Piezas Devon,데봉화물,Devon Hwamul,得文的物品,Déwén-de Wùpǐn / Dākmàhn-dīk Mahtbán,1024
SquirtBottle,2,,Used to bring Sudowoodo out of hiding.,,,,,,,,,,,,0
Ganlon Berry,3,,Raises Defense if HP is below ⅓ of maximum.,,リュガのみ,Ryuga no Mi,Baie Lingan,Linganbeere,Baccalongan,Baya Gonlan,용아열매,Yong'a Yeolmae,龍睛果 / 龙睛果,Lóngjīng Guǒ / Lùhngjīng Gwó,0
Flame Plate,4,,Raises the power of Fire-type moves.,,ひのたまプレート,Hi no Tama Purēto,Plaque Flam,Feuertafel,Lastrarogo,Tabla Llama,불구슬플레이트,Bulguseul Plate,火球石板,Huǒqiú Shíbǎn / Fókàuh Sehkbáan,0
Earth Plate,4,,Raises the power of Ground-type moves.,,だいちのプレート,Daichi no Purēto,Plaque Terre,Erdtafel,Lastrageo,Tabla Terrax,대지플레이트,Daeji Plate,大地石板,Dàdì Shíbǎn / Daaihdeih Sehkbáan,0
Choice Scarf,4,,"Raises user's Speed, but they can only use one move.",,こだわりスカーフ,Kodawari Scarf,Mouchoir Choix,Wahlschal,Stolascelta,Pañuelo Elegido,구애스카프,Guae Scarf,講究圍巾 / 讲究围巾,Jiǎngjiù Wéijīn / Gónggau Wàihgān,144
Pearl String,5,,Can be sold for 25000 to the ore collector,,おだんごしんじゅ,Odango Shinju,Perle Triple,Triperle,Trittiperla,Sarta Perlas,경단진주,Gyeongdan Jinju,丸子珍珠,Wánzi Zhēnzhū / Yùhnjí Jānjyū,0
Aloraichium Z,7,,Allows Alolan Raichu to upgrade Thunderbolt to the special Z-Move Stoked Sparksurfer.,,アロライＺ,Alorai-Z,Aloraïzélite,A-Raichunium Z,Aloraicium Z,Alo-Raistal Z,알로라이Z,Allorai-Z,阿羅雷Ｚ / 阿罗雷Ｚ,Āluóléi-Z / Alòhlèuih-Z,0
Black Apricorn,2,,"If taken to Kurt, he will make the player a Fast Ball. Also, Apricorn Drink ingredient.",Formatted as Blk Apricorn prior to Generation VI.,くろぼんぐり,Kuro Bonguri,Noigrume Noi,Aprikoko Swz,Ghicocca Nera,Bonguri Negro,검은규토리,Geomeun Gyutori,黑球果,Hēi Qiúguǒ / Hāak Kàuhgwó,1072
White Flute,3,,Attracts wild Pokémon to the player.RSEFRLGDPPtHGSS Can be sold for 8000.BWB2W2 Decreases the level of wild Pokémon by one to three levels.ORAS,,しろいビードロ,Shiroi Vidro,Flûte Blanche,Weisse Flöte,Flauto Bianco,Flauta Blanca,하양비드로,Hayang Vidro,白色玻璃哨,Bái-sè Bōlí Shào / Baahk-sīk Bōlèih Saau,128
Poké Ball,1,,A ball used to catch Pokémon.,,モンスターボール,Monster Ball,Poké Ball,Pokéball,Poké Ball,Poké Ball,몬스터볼,Monster Ball,精靈球 / 精灵球,Jīnglíng Qiú / Jīnglìhng Kàuh,0
Scizorite,6,,Allows Scizor to Mega Evolve into Mega Scizor.,,ハッサムナイト,Hassamnite,Cizayoxite,Scheroxnit,Scizorite,Scizorita,핫삼나이트,Hatsamnite,巨鉗螳螂進化石 / 巨钳螳螂进化石,Jùqiántángláng Jìnhuà Shí / Geuihkìhmtòhnglòhng Jeunfa Sehk,0
Tea,3,,To be given to the thirsty guards to gain entry to Saffron City.,,おちゃ,Ocha,The,Tee,Tè,Té,차,Cha,茶,Chá / Chàh,0
Luxury Ball,3,,A Pokémon caught in a Luxury Ball will gain friendship more quickly.,,ゴージャスボール,Gorgeous Ball,Luxe Ball,Luxusball,Chich Ball,Lujo Ball,럭셔리볼,Luxury Ball,豪華球 / 豪华球,Háohuá Qiú / Hòuhwàh Kàuh,0
Leaf Stone,1,,"Can be used to evolve Gloom into Vileplume, Weepinbell into Victreebel, Exeggcute into Exeggutor, Nuzleaf into Shiftry, and Pansage into Simisage.",,リーフのいし,Leaf no Ishi,Pierre Plante,Blattstein,Pietrafoglia,Piedra Hoja,리프의돌,Leaf-ui Dol,葉之石 / 叶之石,Yè-zhī Shí / Yihp-jī Sehk,128
Black Flute,3,,Repels wild Pokémon.RSEFRLGDPPtHGSS Can be sold for 8000.BWB2W2 Increases the level of wild Pokémon by one to three levels.ORAS,,くろいビードロ,Kuroi Vidro,Flûte Noire,Schw. Flöte,Flauto Nero,Flauta Negra,검정비드로,Geomjeong Vidro,黑色玻璃哨,Hēi-sè Bōlí Shào / Hāak-sīk Bōlèih Saau,0
Grassy Seed,7,,A one-time use item that raises the holder's Defense by one stage upon activation of Grassy Terrain.,,グラスシード,Grass Seed,Graine Herbe,Gras-Samen,Erbaseme,Semilla Hierba,그래스시드,Grass Seed,青草種子 / 青草种子,Qīngcǎo Zhǒngzi / Chēngchóu Júngjí,0
Big Pearl,2,,Can be sold for 3750.,,おおきなしんじゅ,Ōkina Shinju,Grande Perle,Riesenperle,Grande Perla,Perla Grande,큰진주,Keun Jinju,大珍珠,Dà Zhēnzhū / Daaih Jānjyū,0
Lemonade,1,,Restores 70 HP. (80HP before Gen. VII),,ミックスオレ,Mix au Lait,Limonade,Limonade,Lemonsucco,Limonada,후르츠밀크,Fruits Milk,果汁牛奶,Guǒzhī Niúnǎi / Gwójāp Ngàuhnáaih,0
Sweet Heart,5,,A very sugary chocolate. It restores one Pokémon's HP by 20.,,ハートスイーツ,Heart Sweets,Chococœur,Herzkonfekt,Dolcecuore,Corazón Dulce,하트스위트,Sweet Heart,心形甜點 / 心形甜点,Xīnxíng Tiándiǎn / Sāmyìhng Tìhmdím,16
Explorer Kit,4,,A Key Item which can be used to go to Sinnoh Underground.,,たんけんセット,Tanken Set,Explorakit,Forschersack,Esplorokit,Kit Explor.,탐험세트,Tamheom Set,"探險組合*
探险套装","Tànxiǎn Zǔhé / Taamhím Jóuhahp*
Tànxiǎn Tàozhuāng",3
Berry Juice,2,,Restores 20 HP.,,きのみジュース,Kinomi Juice,Jus De Baie,Beerensaft,Succo di Bacca,Zumo de Baya,나무열매쥬스,Namu Yeolmae Juice,樹果汁 / 树果汁,Shù Guǒzhī / Syuh Gwójāp,0
Devon Scope,3,,Reveals hidden Pokémon.,,デボンスコープ,Devon Scope,Devon Scope,Devon-Scope,Devonscopio,Detector Devon,데봉스코프,Devon Scope,得文偵測鏡 / 得文侦测镜,Déwén Zhēncèjìng / Dākmàhn Jīngchākgeng,0
Solganium Z,7,,Allows Solgaleo and Dusk Mane Necrozma to upgrade Sunsteel Strike to the special Z-Move Searing Sunraze Smash.,,ソルガレオＺ,Solgaleo-Z,Solgazélite,Solgalium Z,Solgaleium Z,Solgaleostal Z,솔가레오Z,Solgaleo-Z,索爾迦雷歐Ｚ / 索尔迦雷欧Ｚ,Suǒ'ěrjiāléiōu-Z / Sokyíhgālèuihāu-Z,0
Power Plant Pass,6,,Allows access to the Kalos Power Plant.,,はつでんしょパス,Hatsudensho Pass,Passe Centrale,Kraftwerks-Pass,Pass Centrale,Pase Central,발전소패스,Baljeonso Pass,發電廠通行證 / 发电厂通行证,Fādiànchǎng Tōngxíngzhèng / Faatdihnchóng Tūnghàhngjing,0
Glalitite,6,,Allows Glalie to Mega Evolve into Mega Glalie.,,オニゴーリナイト,Onigohrinite,Oniglalite,Firnontornit,Glalite,Glalita,얼음귀신나이트,Urumkisinnite,冰鬼護進化石 / 冰鬼护进化石,Bīngguǐhù Jìnhuà Shí / Bīnggwáiwuh Jeunfa Sehk,0
Draco Plate,4,,Raises the power of Dragon-type moves.,,りゅうのプレート,Ryuu no Purēto,Plaque Draco,Dracotafel,Lastradrakon,Tabla Draco,용의플레이트,Yong-ui Plate,龍之石板 / 龙之石板,Lóng-zhī Shíbǎn / Lùhng-jī Sehkbáan,0
Dawn Stone,4,,Allows Kirlia (♂) and Snorunt (♀) to evolve.,,めざめいし,Mezame Ishi,Pierre Aube,Funkelstein,Pietralbore,Piedra Alba,각성의돌,Gakseong-ui Dol,覺醒之石 / 觉醒之石,Juéxǐng-zhī Shí / Gokséng-jī Sehk,0
Steelium Z,7,,Allows a Pokémon to upgrade their Steel-type damaging moves to the Z-Move Corkscrew Crash or upgrade their Steel-type status moves into Z-Moves. Makes Arceus a Steel-type Pokémon.,,ハガネＺ,Steel-Z,Métallozélite,Metallium Z,Metallium Z,Metalostal Z,강철Z,Gangcheol-Z,鋼Ｚ / 钢Ｚ,Gāng-Z / Gong-Z,0
Amaze Mulch,6,,"Combines the effects of Boost Mulch, Rich Mulch, and Surprise Mulch: Causes an applied Berry patch's soil to dry quicker, increases final Berry harvest by 2 Berries, and makes Berry mutations more likely.",,とんでもこやし,Tondemo Koyashi,Fertiprodige,Ultramulch,Fertilprodigio,Abono Insólito,기절초풍비료,Gijeolchopung Biryo,超效肥,Chāoxiào Féi / Chīuhaauh Fèih,0
Dragon Scale,2,,A hold item that allows Seadra to evolve when traded.,,りゅうのウロコ,Ryū no Uroko,Écaille Draco,Drachenhaut,Squama Drago,Escamadragón,용의비늘,Yong-ui Bineul,龍之鱗片 / 龙之鳞片,Lóng zhī línpiàn / Lùhng-jī Lèuhnpin,128
Tropic Mail,3,,Mail with a picture of Bellossom. To be held by a Pokémon for delivery.,,トロピカルメール,Tropical Mail,Lettre Tropi,Tropenbrief,Mess. Tropic,Carta Tropical,,,,,0
RageCandyBar,2,,"In Johto, can be exchanged for TM64.",,,,,,,,,,,,0
Sparkling Stone,7,,Given to Hala to make a Z-RingSM or Z-Power RingUSUM.,,かがやくいし,Kagayaku Ishi,Gemme Lumière,Glitzerstein,Pietra lucente,Piedra Brillante,빛나는돌,Bichnaneun Dol,光輝石 / 光辉石,Guānghuī Shí / Gwōngfāi Sehk,0
PP Up,1,,Raises the PP of a move.,,ポイントアップ,Point Up,PP Plus,AP-Plus,PP-Su,Más PP,포인트 업,Point Up,ＰＰ提升劑 / ＰＰ提升剂,PP Tíshēngjì / PP Tàihsīngjaih,0
Fab Mail,3,,Mail with an extremely decorative design. To be held by a Pokémon for delivery.,,ミラクルメール,Miracle Mail,Lettre Cool,Edelbrief,Mess. Fab,Carta Fabulosa,,,,,0
Black Sludge,4,,Restores 1/16 of the Pokémon's maximum HP each turn when held by Poison-type Pokémon; damages all other types by ⅛ of maximum HP each turn.,,くろいヘドロ,Kuroi Hedoro,Boue Noire,Giftschleim,Fangopece,Lodo Negro,검은진흙,Geomeun Jinheuk,黑色污泥,Hēi-sè Wūní / Hāak-sīk Wūnàih,0
Latiosite,6,,Allows Latios to Mega Evolve into Mega Latios.,,ラティオスナイト,Latiosnite,Latiosite,Latiosnit,Latiosite,Latiosita,라티오스나이트,Latiosnite,拉帝歐斯進化石 / 拉帝欧斯进化石,Lādì'ōusī Jìnhuà Shí / Lāaidai'āusī Jeunfa Sehk,0
Meteorite,3,,Deliver to Professor CozmoRSE or Lostelle's fatherFRLG. Enables the Rayquaza featured in the Delta Episode to Mega Evolve.ORAS,,いんせき,Inseki,Météorite,Meteorit,Meteorite,Meteorito,운석,Unseok,隕石 / 陨石,Yǔnshí / Wáhnsehk,0
X Speed 2,5,,Sharply raises a Pokémon's Speed. Wonder Launcher only.,,,,,,,,,,,,0
Firium Z,7,,Allows a Pokémon to upgrade their Fire-type damaging moves to the Z-Move Inferno Overdrive or upgrade their Fire-type status moves into Z-Moves. Makes Arceus a Fire-type Pokémon.,,ホノオＺ,Flame-Z,Pyrozélite,Pyrium Z,Pirium Z,Pirostal Z,불꽃Z,Bulkkot-Z,火Ｚ,Huǒ-Z / Fó-Z,0
Gold Leaf,2,,Can be sold for 1000.,,きんのはっぱ,Kin no Happa,Feuille D'Or,Goldblatt,Fogliadoro,Hoja Dorada,금빛나뭇잎,Geumbit Namunnip,,,0
Krane Memo 2,3,,Contains information about the Aura Reader.,,クレインメモ２,Krane Memo 2,Memo Syrus 2,Klein-Memo 2,Appunti 2,Parte Cío 2,,,,,0
Eevium Z,7,,Allows Eevee to upgrade Last Resort to the special Z-Move Extreme Evoboost.,,イーブイＺ,Eievui-Z,Évolizélite,Evolium Z,Eevium Z,Eeveestal Z,이브이Z,Eevee-Z,伊布Ｚ,Yībù-Z / Yībou-Z,0
Red Chain,4,,A mythical chain linked to the legendary Pokémon of the Sinnoh region. Unobtainable without cheating.,,あかいくさり,Akai Kusari,Chaîne Rouge,Rote Kette,Rossocatena,Cadena Roja,빨강쇠사슬,Ppalgang Soesaseul,紅色鎖鏈 / 红色锁链,Hóng-sè Suǒliàn / Hùhng-sīk Sólín,0
Down St. Key,3,,Allows the player to access the basement floor of the Shadow PKMN Lab.,,ちかつうろのカギ,Chikatsūro no Kagi,Cle du Sous-Sol,Ug-Schlüssel,Chiave Sott.,Llave Sótano,,,,,0
Gold Berry,2,,Restores 30 HP.,,おうごんのみ,Ōgon no Mi,Baie Doree,Goldbeere,Bacca Oro,Baya Dorada,황금열매,Hwanggeum Yeolmae,,,0
Red Apricorn,2,,Kurt will make a Level Ball out of it.,,あかぼんぐり,Aka Bonguri,Noigrume Rge,Aprikoko Rot,Ghicocca Rossa,Bonguri Rojo,빨간규토리,Ppalgan Gyutori,紅球果 / 红球果,Hóng Qiúguǒ / Hùhng Kàuhgwó,48
Boost Mulch,6,,"When applied to a Berry patch, causes the soil to dry out in 4 hours.",,ぐんぐんこやし,Gungun Koyashi,Fertibérance,Wuchermulch,Fertilcopioso,Abono Fructífero,부쩍부쩍비료,Bujjeok-bujjeok Biryo,勁勁肥 / 劲劲肥,Jìnjìn Féi / Gihnggihng Fèih,0
Prop Case,5,,Used to hold Props for the Pokémon Musical.,,グッズケース,Goods Case,Boîte Parure,Deko-Box,Portagadget,Neceser,굿즈케이스,Goods Case,物品箱,Wùpǐn Xiāng / Mahtbán Sēung,0
Sharpedonite,6,,Allows Sharpedo to Mega Evolve into Mega Sharpedo.,,サメハダナイト,Samehadenite,Sharpedite,Tohaidonit,Sharpedite,Sharpedonita,샤크니아나이트,Sharknianite,巨牙鯊進化石 / 巨牙鲨进化石,Jùyáshā Jìnhuà Shí / Geuihngàhsā Jeunfa Sehk,0
