ID,English,Japanese_Kana,Japanese_Hepburn,Japanese_Trademarked,German,French,Korean_Hangul,Korean_Revised,Korean_McCune_Reischauer,Korean_Official,Chinese_Traditional,Chinese_Simplified,Chinese_Pinyin,Chinese_Yale,Chinese_Former_Names
738,Vikavolt,クワガノン,Kuwaganon,Kuwagannon,Donarion,Lucanon,투구뿌논,Tuguppunon,T'uguppunon,,鍬農炮蟲,锹农炮虫,Qiāonóngpàochóng,Chīunùhngpàauhchùhng,-
739,Crabrawler,マケンカニ,Makenkani,Makenkani,Krabbox,Crabagarre,오기지게,Ogijige,Ogijige,,好勝蟹,好胜蟹,Hàoshèngxiè,Housingháaih,-
740,Crabominable,ケケンカニ,Kekenkani,Kekenkani,Krawell,Crabominable,모단단게,Modandange,Modandan'ge,,好勝毛蟹,好胜毛蟹,Hàoshèngmáoxiè,Housingmòuhháaih,-
741,Oricorio,オドリドリ,Odoridori,Odoridori,Choreogel,Plumeline,춤추새,Chumchusae,Ch'umch'usae,,花舞鳥,花舞鸟,Huāwǔniǎo,Fāmóuhníuh,-
742,Cutiefly,アブリー,Aburī,Abuly,Wommel,Bombydou,에블리,Ebeulli,Ebŭlli,,萌虻,萌虻,Méngméng,Màhngmòhng,-
743,Ribombee,アブリボン,Aburibon,Aburibbon,Bandelby,Rubombelle,에리본,Eribon,Eribon,,蝶結萌虻,蝶结萌虻,Diéjiéméngméng,Dihpgitmàhngmòhng,-
744,Rockruff,イワンコ,Iwanko,Iwanko,Wuffels,Rocabot,암멍이,Ammeongi,Ammŏngi,,岩狗狗,岩狗狗,Yángǒugǒu,Ngàahmgáugáu,-
745,Lycanroc,ルガルガン,Rugarugan,Lugarugan,Wolwerock,Lougaroc,루가루암,Rugaruam,Rugaruam,,鬃岩狼人,鬃岩狼人,Zōngyánlángrén,Jūngngàahmlòhngyàhn,-
746,Wishiwashi,ヨワシ,Yowashi,Yowashi,Lusardin,Froussardine,약어리,Yageori,Yagŏri,,弱丁魚,弱丁鱼,Ruòdīngyú,Yeuhkdīngyú,-
747,Mareanie,ヒドイデ,Hidoide,Hidoide,Garstella,Vorastérie,시마사리,Simasari,Shimasari,,好壞星,好坏星,Hǎohuàixīng,Hóuwaaihsīng,-
748,Toxapex,ドヒドイデ,Dohidoide,Dohidoide,Aggrostella,Prédastérie,더시마사리,Deosimasari,Tŏshimasari,,超壞星,超坏星,Chāohuàixīng,Chīuwaaihsīng,-
749,Mudbray,ドロバンコ,Dorobanko,Dorobanko,Pampuli,Tiboudet,머드나기,Meodeunagi,Mŏdŭnagi,,泥驢仔,泥驴仔,Nílǘzǎi,Nàihlèuihjái,-
750,Mudsdale,バンバドロ,Banbadoro,Banbadoro,Pampross,Bourrinos,만마드,Manmadeu,Manmadŭ,,重泥挽馬,重泥挽马,Zhòngníwǎnmǎ,Chúhngnàihwáahnmáh,-
751,Dewpider,シズクモ,Shizukumo,Shizukumo,Araqua,Araqua,물거미,Mulgeomi,Mulgŏmi,,滴蛛,滴蛛,Dīzhū,Dīkjyū,-
752,Araquanid,オニシズクモ,Onishizukumo,Onishizukumo,Aranestro,Tarenbulle,깨비물거미,Kkaebimulgeomi,Kkaebimulgŏmi,,滴蛛霸,滴蛛霸,Dīzhūbà,Dīkjyūba,-
753,Fomantis,カリキリ,Karikiri,Karikiri,Imantis,Mimantis,짜랑랑,Jjarangnang,Tcharangnang,,偽螳草,伪螳草,Wěitángcǎo,Ngaihtòhngchóu,-
754,Lurantis,ラランテス,Rarantesu,Lalantes,Mantidea,Floramantis,라란티스,Rarantiseu,Rarant'isŭ,,蘭螳花,兰螳花,Lántánghuā,Làahntòhngfā,-
755,Morelull,ネマシュ,Nemashu,Nemasyu,Bubungus,Spododo,자마슈,Jamasyu,Chamasyu,,睡睡菇,睡睡菇,Shuìshuìgū,Seuihseuihgū,-
756,Shiinotic,マシェード,Mashēdo,Mashade,Lamellux,Lampignon,마셰이드,Masyeideu,Masyeidŭ,,燈罩夜菇,灯罩夜菇,Dēngzhàoyègū,Dāngjaauyehgū,-
757,Salandit,ヤトウモリ,Yatōmori,Yatoumori,Molunk,Tritox,야도뇽,Yadonyong,Yadonyong,,夜盜火蜥,夜盗火蜥,Yèdàohuǒxī,Yehdouhfósīk,-
758,Salazzle,エンニュート,Ennyūto,Ennewt,Amfira,Malamandre,염뉴트,Yeomnyuteu,Yŏmnyut'ŭ,,焰后蜥,焰后蜥,Yànhòuxī,Yihmhauhsīk,-
759,Stufful,ヌイコグマ,Nuikoguma,Nuikoguma,Velursi,Nounourson,포곰곰,Pogomgom,P'ogomgom,,童偶熊,童偶熊,Tóng'ǒuxióng,Tùhngngáuhhùhng,-
760,Bewear,キテルグマ,Kiteruguma,Kiteruguma,Kosturso,Chelours,이븐곰,Ibeungom,Ibŭn'gom,,穿著熊,穿着熊,Chuānzhuóxióng,Chyūnjeukhùhng,-
761,Bounsweet,アマカジ,Amakaji,Amakaji,Frubberl,Croquine,달콤아,Dalkoma,Talk'oma,,甜竹竹,甜竹竹,Tiánzhúzhú,Tìhmjūkjūk,-
762,Steenee,アママイコ,Amamaiko,Amamaiko,Frubaila,Candine,달무리나,Dalmurina,Talmurina,,甜舞妮,甜舞妮,"Tiánwǔní
Tiánwǔnī",Tìhmmóuhnèih,-
763,Tsareena,アマージョ,Amājo,Amajo,Fruyal,Sucreine,달코퀸,Dalkokwin,Talk'ok'win,,甜冷美后,甜冷美后,Tiánlěngměihòu,Tìhmláahngméihhauh,-
764,Comfey,キュワワー,Kyuwawā,Cuwawa,Curelei,Guérilande,큐아링,Kyuaring,K'yuaring,,花療環環,花疗环环,Huāliáohuánhuán,Fālìuhwàahnwàahn,-
765,Oranguru,ヤレユータン,Yareyūtan,Yareyuutan,Kommandutan,Gouroutan,하랑우탄,Harang-utan,Harang-ut'an,,智揮猩,智挥猩,Zhìhuīxīng,Jifāisīng,-
766,Passimian,ナゲツケサル,Nagetsukesaru,Nagetukesaru,Quartermak,Quartermac,내던숭이,Naedeonsung-i,Naedŏnsung-i,,投擲猴,投掷猴,"Tóuzhíhóu
Tóuzhìhóu",Tàuhjaahkhàuh,-
767,Wimpod,コソクムシ,Kosokumushi,Kosokumushi,Reißlaus,Sovkipou,꼬시레,Kkosire,Kkosire,,膽小蟲,胆小虫,Dǎnxiǎochóng,Dáamsíuchùhng,-
768,Golisopod,グソクムシャ,Gusokumusha,Gusokumusha,Tectass,Sarmuraï,갑주무사,Gapjumusa,Kapchumusa,,具甲武者,具甲武者,Jùjiǎwǔzhě,Geuihgaapmóuhjé,-
769,Sandygast,スナバァ,Sunabā,Sunaba,Sankabuh,Bacabouh,모래꿍,Moraekkung,Moraekkung,,沙丘娃,沙丘娃,Shāqiūwá,Sāyāuwā,-
770,Palossand,シロデスナ,Shirodesuna,Sirodethna,Colossand,Trépassable,모래성이당,Moraeseongidang,Moraesŏngidang,,噬沙堡爺,噬沙堡爷,Shìshābǎoyé,Saihsābóuyèh,-
771,Pyukumuku,ナマコブシ,Namakobushi,Namakobushi,Gufa,Concombaffe,해무기,Haemugi,Haemugi,,拳海參,拳海参,Quánhǎishēn,Kyùhnhóisām,-
772,Type: Null,タイプ：ヌル,Taipu:Nuru,Type: Null,Typ:Null,Type:0,타입:널,Taip:Neol,T'aip:Nŏl,,屬性：空,属性：空,Shǔxìng: Kōng,Suhksing: Hūng,-
773,Silvally,シルヴァディ,Shiruvadi,Silvady,Amigento,Silvallié,실버디,Silbeodi,Shilbŏdi,,銀伴戰獸,银伴战兽,Yínbànzhànshòu,Ngàhnbuhnjinsau,-
774,Minior,メテノ,Meteno,Meteno,Meteno,Météno,메테노,Meteno,Met'eno,,小隕星,小陨星,Xiǎoyǔnxīng,Síuwáhnsīng,-
775,Komala,ネッコアラ,Nekkoara,Nekkoara,Koalelu,Dodoala,자말라,Jamalla,Chamalla,,樹枕尾熊,树枕尾熊,Shùzhěnwěixióng,Syuhjámméihhùhng,-
776,Turtonator,バクガメス,Bakugamesu,Bakugames,Tortunator,Boumata,폭거북스,Pokgeobukseu,P'okkŏbuksŭ,,爆焰龜獸,爆焰龟兽,Bàoyànguīshòu,Baauyihmgwāisau,-
777,Togedemaru,トゲデマル,Togedemaru,Togedemaru,Togedemaru,Togedemaru,토게데마루,Togedemaru,T'ogedemaru,,托戈德瑪爾,托戈德玛尔,Tuōgēdémǎ'ěr,Tokgōdākmáhyíh,-
778,Mimikyu,ミミッキュ,Mimikkyu,Mimikkyu,Mimigma,Mimiqui,따라큐,Ttarakyu,Ttarak'yu,Ttarakyu,謎擬Ｑ,谜拟Ｑ,Mínǐ-Q,Màihyíh-Q,-
779,Bruxish,ハギギシリ,Hagigishiri,Hagigishiri,Knirfish,Denticrisse,치갈기,Chigalgi,Ch'igalgi,,磨牙彩皮魚,磨牙彩皮鱼,Móyácǎipíyú,Mòhngàhchóipèihyú,-
780,Drampa,ジジーロン,Jijīron,Jijilong,Sen-Long,Draïeul,할비롱,Halbirong,Halbirong,,老翁龍,老翁龙,Lǎowēnglóng,Lóuhyūnglùhng,-
781,Dhelmise,ダダリン,Dadarin,Dadarin,Moruda,Sinistrail,타타륜,Tataryun,T'at'aryun,,破破舵輪,破破舵轮,Pòpòduòlún,Popotòhlèuhn,-
782,Jangmo-o,ジャラコ,Jarako,Jyarako,Miniras,Bébécaille,짜랑꼬,Jjarangkko,Tcharangkko,,心鱗寶,心鳞宝,Xīnlínbǎo,Sāmlèuhnbóu,-
783,Hakamo-o,ジャランゴ,Jarango,Jyarango,Mediras,Écaïd,짜랑고우,Jjaranggou,Tcharanggou,,鱗甲龍,鳞甲龙,Línjiǎlóng,Lèuhngaaplùhng,-
784,Kommo-o,ジャラランガ,Jararanga,Jyararanga,Grandiras,Ékaïser,짜랑고우거,Jjaranggougeo,Tcharanggougŏ,,杖尾鱗甲龍,杖尾鳞甲龙,Zhàngwěilínjiǎlóng,Jeuhngméihlèuhngaaplùhng,-
785,Tapu Koko,カプ・コケコ,Kapu Kokeko,Kapu-Kokeko,Kapu-Riki,Tokorico,카푸꼬꼬꼭,Kapukkokkokkok,K'ap'ukkokkokkok,Kapukkokkokkok,卡璞・鳴鳴,卡璞・鸣鸣,Kǎpú Míngmíng,Kāpok Mìhngmìhng,-
786,Tapu Lele,カプ・テテフ,Kapu Tetefu,Kapu-Tetefu,Kapu-Fala,Tokopiyon,카푸나비나,Kapunabina,K'ap'unabina,Kapunabina,卡璞・蝶蝶,卡璞・蝶蝶,Kǎpú Diédié,Kāpok Dihpdihp,-
787,Tapu Bulu,カプ・ブルル,Kapu Bururu,Kapu-Bulul,Kapu-Toro,Tokotoro,카푸브루루,Kapubeururu,K'ap'ubŭruru,Kapubueruru,卡璞・哞哞,卡璞・哞哞,Kǎpú Mōumōu,Kāpok Màuhmàuh,-
788,Tapu Fini,カプ・レヒレ,Kapu Rehire,Kapu-Rehire,Kapu-Kime,Tokopisco,카푸느지느,Kapuneujineu,K'ap'unŭjinŭ,Kapuneujineu,卡璞・鰭鰭,卡璞・鳍鳍,Kǎpú Qíqí,Kāpok Kèihkèih,-
789,Cosmog,コスモッグ,Kosumoggu,Cosmog,Cosmog,Cosmog,코스모그,Koseumogeu,K'osŭmogŭ,,科斯莫古,科斯莫古,Kēsīmògǔ,Fōsīmohkgú,-
790,Cosmoem,コスモウム,Kosumoumu,Cosmovum,Cosmovum,Cosmovum,코스모움,Koseumoum,K'osŭmoum,,科斯莫姆,科斯莫姆,Kēsīmòmǔ,Fōsīmohkmóuh,-
791,Solgaleo,ソルガレオ,Sorugareo,Solgaleo,Solgaleo,Solgaleo,솔가레오,Solgareo,Solgareo,Solgaleo,索爾迦雷歐,索尔迦雷欧,Suǒ'ěrjiāléi'ōu,Sok'yíhgālèuih'āu,-
792,Lunala,ルナアーラ,Runaāra,Lunala,Lunala,Lunala,루나아라,Runaara,Runaara,Lunala,露奈雅拉,露奈雅拉,Lùnàiyǎlā,Louhnoihngáhlāai,-
793,Nihilego,ウツロイド,Utsuroido,Uturoid,Anego,Zéroïd,텅비드,Teongbideu,T'ŏngbidŭ,,虛吾伊德,虚吾伊德,Xūwúyīdé,Hēui'nghyīdāk,-
794,Buzzwole,マッシブーン,Masshibūn,Massivoon,Masskito,Mouscoto,매시붕,Maesibung,Maeshibung,,爆肌蚊,爆肌蚊,Bàojīwén,Baaugēimān,-
795,Pheromosa,フェローチェ,Ferōche,Pheroache,Schabelle,Cancrelove,페로코체,Perokoche,P'erok'och'e,,費洛美螂,费洛美螂,Fèiluòměiláng,Failokméihlòhng,-
796,Xurkitree,デンジュモク,Denjumoku,Denjyumoku,Voltriant,Câblifère,전수목,Jeonsumok,Chŏnsumong,,電束木,电束木,Diànshùmù,Dihnchūkmuhk,-
797,Celesteela,テッカグヤ,Tekkaguya,Tekkaguya,Kaguron,Bamboiselle,철화구야,Cheolhwaguya,Ch'ŏrhwaguya,,鐵火輝夜,铁火辉夜,Tiěhuǒhuīyè,Titfófāiyeh,-
798,Kartana,カミツルギ,Kamitsurugi,Kamiturugi,Katagami,Katagami,종이신도,Jong-isindo,Chongishindo,,紙御劍,纸御剑,Zhǐyùjiàn,Jíyuhgim,-
799,Guzzlord,アクジキング,Akujikingu,Akuziking,Schlingking,Engloutyran,악식킹,Aksikking,Akshikk'ing,,惡食大王,恶食大王,Èshídàwáng,Oksihkdaaihwòhng,-
800,Necrozma,ネクロズマ,Nekurozuma,Necrozma,Necrozma,Necrozma,네크로즈마,Nekeurojeuma,Nek'ŭrojŭma,,奈克洛茲瑪,奈克洛兹玛,Nàikèluòzīmǎ,Noihhāklokjīmá,-
801,Magearna,マギアナ,Magiana,Magearna,Magearna,Magearna,마기아나,Magiana,Magiana,,瑪機雅娜,玛机雅娜,Mǎjīyǎnà,Máhgēingáhnàh,-
802,Marshadow,マーシャドー,Māshadō,Marshadow,Marshadow,Marshadow,마샤도,Masyado,Masyado,,瑪夏多,玛夏多,Mǎxiàduō,Máhahdō,-
803,Poipole,ベベノム,Bebenomu,Bevenom,Venicro,Vémini,베베놈,Bebenom,Pebenom,Vevenom,毒貝比,毒贝比,Dúbèibǐ,Duhkbuibéi,-
804,Naganadel,アーゴヨン,Āgoyon,Agoyon,Agoyon,Mandrillon,아고용,Agoyong,Agoyong,,四顎針龍,四颚针龙,Sì'èzhēnlóng,Sei'ngohkjāmlùhng,-
805,Stakataka,ツンデツンデ,Tsundetsunde,Tundetunde,Muramura,Ama-Ama,차곡차곡,Chagokchagok,Ch'agokch'agok,,壘磊石,垒磊石,Lěilěishí,Léuihléuihsehk,-
806,Blacephalon,ズガドーン,Zugadōn,Zugadoon,Kopplosio,Pierroteknik,두파팡,Dupapang,Tup'ap'ang,,砰頭小丑,砰头小丑,Pēngtóuxiǎochǒu,Pīngtàuhsíucháu,-
807,Zeraora,ゼラオラ,Zeraora,Zeraora,Zeraora,Zeraora,제라오라,Jeraora,Cheraora,Zeraora,捷拉奧拉,捷拉奥拉,Jiélā'àolā,Jihtlāai'oulāai,-
808,Meltan,メルタン,Merutan,Meltan,Meltan,Meltan,멜탄,Meltan,Melt'an,,美錄坦,美录坦,Měilùtǎn,Méihluhktáan,-
809,Melmetal,メルメタル,Merumetaru,Melmetal,Melmetal,Melmetal,멜메탈,Melmetal,Melmet'al,,美錄梅塔,美录梅塔,Měilùméitǎ,Méihluhkmùihtaap,-
