Ldex,ID,ID_Ext,Name,Type,Type2,Female,Male,ID,Name,Unbreedable,ID,Name,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,ID_Ext,Name,WeightLbs,WeightKg,ID,Name,Experience type,Body,ID,ID_Ext,Name,Type1,Type2,Color,Name,ID,ID,ID_Ext,Name,Ability 1,Ability 2,Hidden,EvolutionLevel,ID,Name,ID,Name,Base friendship,ID,Name,Call_Rate_SM,Call_Rate_USUM,Habitat,Page,Ndex,Name,Type,Type2,Group,ID,Name,Type,Type2
#057,#419,419,Floatzel,Water,,1,1,457,Lumineon,,422,Shellos,Water 1,Amorphous,20,—,—,5355,5140,5120,676,Furfrou,61.7 lbs.,28.0 kg,496,Servine,Medium Slow," Pokémon with a bipedal, tailed form",#286,286,Breloom,Grass,Fighting,Black,Pyukumuku,771,359,359,Absol,Pressure,Super Luck*,Justified,,,,450,Hippowdon,70,,,,,,,,,,,Group G,#351,Castform,Normal,
#058,#420,420,Cherubi,Grass,,1,1,459,Snover,,423,Gastrodon,Water 1,Amorphous,20,—,—,5355,5140,5120,428M,Mega Lopunny,62.4 lbs.,28.3 kg,498,Tepig,Medium Slow," Pokémon with a bipedal, tailed form",#288,288,Vigoroth,Normal,,Black,Xurkitree,796,359,359M,Mega Absol,Magic Bounce,,,,,,451,Skorupi,70,,,,,,,,,,,Group G,#352,Kecleon,Normal,
#059,#421,421,Cherrim,Grass,,1,1,460,Abomasnow,,425,Drifloon,Amorphous,—,30,—,—,7905,7710,7680,267,Beautifly,62.6 lbs.,28.4 kg,499,Pignite,Medium Slow," Pokémon with a bipedal, tailed form",#293,293,Whismur,Normal,,Black,Guzzlord,799,361,361,Snorunt,Inner Focus,Ice Body*,Moody,,,,452,Drapion,70,,,,,,,,,,,Group G,#401,Kricketot,Bug,
#060,#422,422,Shellos,Water,,1,1,461,Weavile,,426,Drifblim,Amorphous,—,30,—,—,7905,7710,7680,184,Azumarill,62.8 lbs.,28.5 kg,500,Emboar,Medium Slow," Pokémon with a bipedal, tailed form",#294,294,Loudred,Normal,,Black,Necrozma,800,362,362,Glalie,Inner Focus,Ice Body*,Moody,,,,453,Croagunk,100,,,,,,,,,,,Group G,#402,Kricketune,Bug,
#060,#422,422E,Shellos,Water,,1,1,463,Lickilicky,,427,Buneary,Field,Human-Like,20,—,—,5355,5140,5120,202,Wobbuffet,62.8 lbs.,28.5 kg,502,Dewott,Medium Slow," Pokémon with a bipedal, tailed form",#295,295,Exploud,Normal,,Black,,,362,362M,Mega Glalie,Refrigerate,,,,,,454,Toxicroak,70,,,,,,,,,,,Group G,#412,Burmy,Bug,
#061,#423,423,Gastrodon,Water,Ground,1,1,464,Rhyperior,,428,Lopunny,Field,Human-Like,20,—,—,5355,5140,5120,224,Octillery,62.8 lbs.,28.5 kg,503,Samurott,Medium Slow," Pokémon with a bipedal, tailed form",#306,306,Aggron,Steel,Rock,Black,,,478,478,Froslass,Snow Cloak,,Cursed Body,,,,455,Carnivine,70,,,,,,,,,,,Group G,#413,Wormadam,Bug,
#061,#423,423E,Gastrodon,Water,Ground,1,1,465,Tangrowth,,431,Glameow,Field,—,20,—,—,5355,5140,5120,636,Larvesta,63.5 lbs.,28.8 kg,504,Patrat,Medium Fast," Pokémon with a bipedal, tailed form",#311,311,Plusle,Electric,,Black,,,363,363,Spheal,Thick Fat,Ice Body*,Oblivious,,,,456,Finneon,70,,,,,,,,,,,Group G,#414,Mothim,Bug,Flying
#064,#424,424,Ambipom,Normal,,1,1,469,Yanmega,,432,Purugly,Field,—,20,—,—,5355,5140,5120,134,Vaporeon,63.9 lbs.,29.0 kg,505,Watchog,Medium Fast," Pokémon with a bipedal, tailed form",#312,312,Minun,Electric,,Brown,Weedle,13,364,364,Sealeo,Thick Fat,Ice Body*,Oblivious,,,,457,Lumineon,70,,,,,,,,,,,Group G,#425,Drifloon,Ghost,Flying
#065,#425,425,Drifloon,Ghost,Flying,1,1,472,Gliscor,,434,Stunky,Field,—,20,—,—,5355,5140,5120,516,Simipour,63.9 lbs.,29.0 kg,506,Lillipup,Medium Slow," Pokémon with a bipedal, tailed form",#313,313,Volbeat,Bug,,Brown,Pidgey,16,365,365,Walrein,Thick Fat,Ice Body*,Oblivious,,,,458,Mantyke,70,,,,,,,,,,,Group G,#426,Drifblim,Ghost,Flying
#066,#426,426,Drifblim,Ghost,Flying,1,1,473,Mamoswine,,435,Skuntank,Field,—,20,—,—,5355,5140,5120,651,Quilladin,63.9 lbs.,29.0 kg,507,Herdier,Medium Slow," Pokémon with a bipedal, tailed form",#326,326,Grumpig,Psychic,,Brown,Pidgeotto,17,366,366,Clamperl,Shell Armor,,Rattled,,,,459,Snover,70,,,,,,,,,,,Group G,#429,Mismagius,Ghost,
#067,#427,427,Buneary,Normal,,1,1,476,Probopass,,436,Bronzor,Mineral,—,20,—,—,5355,5140,5120,521,Unfezant,63.9 lbs.,29.0 kg,508,Stoutland,Medium Slow," Pokémon with a bipedal, tailed form",#327,327,Spinda,Normal,,Brown,"Pidgeot
All forms",18,367,367,Huntail,Swift Swim,,Water Veil,,,,460,Abomasnow,70,,,,,,,,,,,Group G,#431,Glameow,Normal,
#068,#428,428,Lopunny,Normal,,1,1,477,Dusknoir,,437,Bronzong,Mineral,—,20,—,—,5355,5140,5120,15,Beedrill,65.0 lbs.,29.5 kg,509,Purrloin,Medium Fast," Pokémon with a bipedal, tailed form",#335,335,Zangoose,Normal,,Brown,"Raticate
Normal",20,368,368,Gorebyss,Swift Swim,,Hydration,,,,461,Weavile,35,,,,,,,,,,,Group G,#432,Purugly,Normal,
#073,#429,429,Mismagius,Ghost,,1,1,504,Patrat,,441,Chatot,Flying,—,20,—,—,5355,5140,5120,28,Sandslash,65.0 lbs.,29.5 kg,510,Liepard,Medium Fast," Pokémon with a bipedal, tailed form",#348,348,Armaldo,Rock,Bug,Brown,Spearow,21,369,369,Relicanth,Swift Swim,Rock Head,Sturdy,,,,462,Magnezone,70,,,,,,,,,,,Group G,#434,Stunky,Poison,Dark
#075,#430,430,Honchkrow,Dark,Flying,1,1,505,Watchog,,442,Spiritomb,Amorphous,—,30,—,—,7905,7710,7680,47,Parasect,65.0 lbs.,29.5 kg,511,Pansage,Medium Fast," Pokémon with a bipedal, tailed form",#352,352,Kecleon,Normal,,Brown,Fearow,22,370,370,Luvdisc,Swift Swim,,Hydration,,,,463,Lickilicky,70,,,,,,,,,,,Group G,#435,Skuntank,Poison,Dark
#076,#431,431,Glameow,Normal,,1,1,506,Lillipup,,443,Gible,Monster,Dragon,40,—,—,10455,10280,10240,418,Buizel,65.0 lbs.,29.5 kg,512,Simisage,Medium Fast," Pokémon with a bipedal, tailed form",#354,354,Banette,Ghost,,Brown,"Raichu
Alola Form",026A,371,371,Bagon,Rock Head,,Sheer Force,,,,464,Rhyperior,70,,,,,,,,,,,Group G,#442,Spiritomb,Ghost,Dark
#077,#432,432,Purugly,Normal,,1,1,507,Herdier,,444,Gabite,Monster,Dragon,40,—,—,10455,10280,10240,782,Jangmo-o,65.5 lbs.,29.7 kg,513,Pansear,Medium Fast," Pokémon with a bipedal, tailed form",#360,360,Wynaut,Psychic,,Brown,"Vulpix
Normal",37,372,372,Shelgon,Rock Head,,Overcoat,,,,465,Tangrowth,70,,,,,,,,,,,Group G,#463,Lickilicky,Normal,
#082,#433,433,Chingling,Psychic,,1,1,508,Stoutland,,445,Garchomp,Monster,Dragon,40,—,—,10455,10280,10240,522,Blitzle,65.7 lbs.,29.8 kg,515,Panpour,Medium Fast," Pokémon with a bipedal, tailed form",#383,383,Groudon,Ground,,Brown,"Diglett
All forms",50,373,373,Salamence,Intimidate,,Moxie,,,,466,Electivire,70,,,,,,,,,,,Group G,#465,Tangrowth,Grass,
#084,#434,434,Stunky,Poison,Dark,1,1,509,Purrloin,,447,Riolu,Undiscovered,—,25,—,—,6630,6425,6400,423E,Gastrodon,65.9 lbs.,29.9 kg,516,Simipour,Medium Fast," Pokémon with a bipedal, tailed form",#390,390,Chimchar,Fire,,Brown,"Dugtrio
All forms",51,373,373M,Mega Salamence,Aerilate,,,,,,467,Magmortar,70,,,,,,,,,,,Group G,#479,Rotom,Electric,Ghost
#085,#435,435,Skuntank,Poison,Dark,1,1,510,Liepard,,448,Lucario,Field,Human-Like,25,—,—,6630,6425,6400,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",517,Munna,Fast," Pokémon with a bipedal, tailed form",#391,391,Monferno,Fire,Fighting,Brown,Mankey,56,374,374,Beldum,Clear Body,,Light Metal,,,,468,Togekiss,70,,,,,,,,,,,Group G,#480,Uxie,Psychic,
#088,#436,436,Bronzor,Steel,Psychic,1,1,517,Munna,,449,Hippopotas,Field,—,30,—,—,7905,7710,7680,17,Pidgeotto,66.1 lbs.,30.0 kg,518,Musharna,Fast," Pokémon with a bipedal, tailed form",#392,392,Infernape,Fire,Fighting,Brown,Primeape,57,375,375,Metang,Clear Body,,Light Metal,,,,469,Yanmega,70,,,,,,,,,,,Group G,#481,Mesprit,Psychic,
#089,#437,437,Bronzong,Steel,Psychic,1,1,518,Musharna,,450,Hippowdon,Field,—,30,—,—,7905,7710,7680,26,Raichu,66.1 lbs.,30.0 kg,519,Pidove,Medium Slow," Pokémon with a bipedal, tailed form",#394,394,Prinplup,Water,,Brown,Growlithe,58,376,376,Metagross,Clear Body,,Light Metal,,,,470,Leafeon,35,,,,,,,,,,,Group G,#482,Azelf,Psychic,
#092,#438,438,Bonsly,Rock,,1,1,519,Pidove,,451,Skorupi,Bug,Water 3,20,—,—,5355,5140,5120,48,Venonat,66.1 lbs.,30.0 kg,520,Tranquill,Medium Slow," Pokémon with a bipedal, tailed form",#395,395,Empoleon,Water,Steel,Brown,Arcanine,59,376,376M,Mega Metagross,Tough Claws,,,,,,471,Glaceon,35,,,,,,,,,,,Group H,,,,
#094,#439,439,Mime Jr.,Psychic,Fairy,1,1,520,Tranquill,,452,Drapion,Bug,Water 3,20,—,—,5355,5140,5120,77,Ponyta,66.1 lbs.,30.0 kg,521,Unfezant,Medium Slow," Pokémon with a bipedal, tailed form",#400,400,Bibarel,Normal,Water,Brown,Abra,63,377,377,Regirock,Clear Body,,Sturdy,,,,472,Gliscor,70,,,,,,,,,,,Group H,#086,Seel,Water,
#096,#440,440,Happiny,Normal,,1,1,521,Unfezant,,453,Croagunk,Human-Like,—,10,—,—,2805,2570,2560,88,Grimer,66.1 lbs.,30.0 kg,522,Blitzle,Medium Fast," Pokémon with a bipedal, tailed form",#408,408,Cranidos,Rock,,Brown,Kadabra,64,378,378,Regice,Clear Body,,Ice Body,,,,473,Mamoswine,70,,,,,,,,,,,Group H,#087,Dewgong,Water,Ice
#102,#441,441,Chatot,Normal,Flying,1,1,522,Blitzle,,454,Toxicroak,Human-Like,—,20,—,—,5355,5140,5120,89,Muk,66.1 lbs.,30.0 kg,523,Zebstrika,Medium Fast," Pokémon with a bipedal, tailed form",#409,409,Rampardos,Rock,,Brown,"Alakazam
All forms",65,379,379,Registeel,Clear Body,,Light Metal,,,,474,Porygon-Z,70,,,,,,,,,,,Group H,#113,Chansey,Normal,
#108,#442,442,Spiritomb,Ghost,Dark,1,1,523,Zebstrika,,455,Carnivine,Grass,—,25,—,—,6630,6425,6400,125,Electabuzz,66.1 lbs.,30.0 kg,524,Roggenrola,Medium Slow," Pokémon with a bipedal, tailed form",#424,424,Ambipom,Normal,,Brown,"Geodude
Normal",74,380,380,Latias,Levitate,,,,,,475,Gallade,35,,,,,,,,,,,Group H,#151,Mew,Psychic,
#109,#443,443,Gible,Dragon,Ground,1,1,524,Roggenrola,,456,Finneon,Water 2,—,20,—,—,5355,5140,5120,560,Scrafty,66.1 lbs.,30.0 kg,525,Boldore,Medium Slow," Pokémon with a bipedal, tailed form",#427,427,Buneary,Normal,,Brown,"Graveler
Normal",75,380,380M,Mega Latias,Levitate,,,,,,476,Probopass,70,,,,,,,,,,,Group H,#152,Chikorita,Grass,
#110,#444,444,Gabite,Dragon,Ground,1,1,525,Boldore,,457,Lumineon,Water 2,—,20,—,—,5355,5140,5120,404,Luxio,67.2 lbs.,30.5 kg,526,Gigalith,Medium Slow," Pokémon with a bipedal, tailed form",#428,428,Lopunny,Normal,,Brown,"Golem
Normal",76,381,381,Latios,Levitate,,,,,,477,Dusknoir,35,,,,,,,,,,,Group H,#153,Bayleef,Grass,
#111,#445,445,Garchomp,Dragon,Ground,1,1,526,Gigalith,,459,Snover,Monster,Grass,20,—,—,5355,5140,5120,512,Simisage,67.2 lbs.,30.5 kg,527,Woobat,Medium Fast," Pokémon with a bipedal, tailed form",#443,443,Gible,Dragon,Ground,Brown,Farfetch'd,83,381,381M,Mega Latios,Levitate,,,,,,478,Froslass,70,,,,,,,,,,,Group H,#154,Meganium,Grass,
#112,#446,446,Munchlax,Normal,,1,1,527,Woobat,,460,Abomasnow,Monster,Grass,20,—,—,5355,5140,5120,325,Spoink,67.5 lbs.,30.6 kg,528,Swoobat,Medium Fast," Pokémon with a bipedal, tailed form",#444,444,Gabite,Dragon,Ground,Brown,Doduo,84,382,382,Kyogre,Drizzle,,,,,,479,Rotom,70,,,,,,,,,,,Group H,#175,Togepi,Normal,
#115,#447,447,Riolu,Fighting,,1,1,528,Swoobat,,479,Rotom,Amorphous,—,20,—,—,5355,5140,5120,356,Dusclops,67.5 lbs.,30.6 kg,529,Drilbur,Medium Fast," Pokémon with a bipedal, tailed form",#445,445,Garchomp,Dragon,Ground,Brown,Dodrio,85,382,382P,Primal Kyogre,Primordial Sea,,,,,,480,Uxie,140,,,,,,,,,,,Group H,#176,Togetic,Normal,Flying
#116,#448,448,Lucario,Fighting,Steel,1,1,529,Drilbur,,480,Uxie,Undiscovered,—,80,—,—,20655,20560,20480,531,Audino,68.3 lbs.,31.0 kg,531,Audino,Fast," Pokémon with a bipedal, tailed form",#447,447,Riolu,Fighting,,Brown,Cubone,104,383,383,Groudon,Drought,,,,,,481,Mesprit,140,,,,,,,,,,,Group H,#187,Hoppip,Grass,Flying
#122,#449,449,Hippopotas,Ground,,1,1,530,Excadrill,,481,Mesprit,Undiscovered,—,80,—,—,20655,20560,20480,568,Trubbish,68.3 lbs.,31.0 kg,532,Timburr,Medium Slow," Pokémon with a bipedal, tailed form",#448,448,Lucario,Fighting,Steel,Brown,"Marowak
Normal",105,383,383P,Primal Groudon,Desolate Land,,,,,,482,Azelf,140,,,,,,,,,,,Group H,#188,Skiploom,Grass,Flying
#123,#450,450,Hippowdon,Ground,,1,1,531,Audino,,482,Azelf,Undiscovered,—,80,—,—,20655,20560,20480,672,Skiddo,68.3 lbs.,31.0 kg,533,Gurdurr,Medium Slow," Pokémon with a bipedal, tailed form",#459,459,Snover,Grass,Ice,Brown,Hitmonlee,106,384,384,Rayquaza,Air Lock,,,,,,483,Dialga,0,,,,,,,,,,,Group H,#189,Jumpluff,Grass,Flying
#127,#451,451,Skorupi,Poison,Bug,1,1,535,Tympole,,483,Dialga,Undiscovered,—,120,—,—,30855,30840,30720,688,Binacle,68.3 lbs.,31.0 kg,534,Conkeldurr,Medium Slow," Pokémon with a bipedal, tailed form",#460,460,Abomasnow,Grass,Ice,Brown,Hitmonchan,107,384,384M,Mega Rayquaza,Delta Stream,,,,,,484,Palkia,0,,,,,,,,,,,Group H,#226,Mantine,Water,Flying
#128,#452,452,Drapion,Poison,Dark,1,1,536,Palpitoad,,484,Palkia,Undiscovered,—,120,—,—,30855,30840,30720,308,Medicham,69.4 lbs.,31.5 kg,535,Tympole,Medium Slow," Pokémon with a bipedal, tailed form",#461,461,Weavile,Dark,Ice,Brown,"Kangaskhan
All forms",115,385,385,Jirachi,Serene Grace,,,,,,485,Heatran,100,,,,,,,,,,,Group H,#241,Miltank,Normal,
#129,#453,453,Croagunk,Poison,Fighting,1,1,537,Seismitoad,,485,Heatran,Undiscovered,—,10,—,—,2805,2570,2560,400,Bibarel,69.4 lbs.,31.5 kg,536,Palpitoad,Medium Slow," Pokémon with a bipedal, tailed form",#464,464,Rhyperior,Ground,Rock,Brown,Staryu,120,386,386,Deoxys,Pressure,,,,,,486,Regigigas,0,,,,,,,,,,,Group H,#242,Blissey,Normal,
#130,#454,454,Toxicroak,Poison,Fighting,1,1,540,Sewaddle,,486,Regigigas,Undiscovered,—,120,—,—,30855,30840,30720,408,Cranidos,69.4 lbs.,31.5 kg,537,Seismitoad,Medium Slow," Pokémon with a bipedal, tailed form",#466,466,Electivire,Electric,,Brown,"Pinsir
All forms",127,386,386A,Deoxys,Pressure,,,,,,487,Giratina,0,,,,,,,,,,,Group H,#315,Roselia,Grass,Poison
#131,#455,455,Carnivine,Grass,,1,1,541,Swadloon,,487,Giratina,Undiscovered,—,120,—,—,30855,30840,30720,269,Dustox,69.7 lbs.,31.6 kg,538,Throh,Medium Fast," Pokémon with a bipedal, tailed form",#467,467,Magmortar,Fire,,Brown,Tauros,128,386,386D,Deoxys,Pressure,,,,,,488,Cresselia,100,,,,,,,,,,,Group H,#333,Swablu,Normal,Flying
#134,#456,456,Finneon,Water,,1,1,542,Leavanny,,488,Cresselia,Undiscovered,—,120,—,—,30855,30840,30720,594,Alomomola,69.7 lbs.,31.6 kg,539,Sawk,Medium Fast," Pokémon with a bipedal, tailed form",#480,480,Uxie,Psychic,,Brown,Eevee,133,386,386S,Deoxys,Pressure,,,,,,489,Phione,70,,,,,,,,,,,Group H,#334,Altaria,Dragon,Flying
#135,#457,457,Lumineon,Water,,1,1,543,Venipede,,489,Phione,Water 1,Fairy,40,—,—,10455,10280,10240,12,Butterfree,70.5 lbs.,32.0 kg,540,Sewaddle,Medium Slow," Pokémon with a bipedal, tailed form",#481,481,Mesprit,Psychic,,Brown,Kabuto,140,,,,,,,,,,490,Manaphy,70,,,,,,,,,,,Group H,#349,Feebas,Water,
#140,#458,458,Mantyke,Water,Flying,1,1,544,Whirlipede,,490,Manaphy,Water 1,Fairy,10,—,—,2805,2570,2560,53,Persian,70.5 lbs.,32.0 kg,541,Swadloon,Medium Slow," Pokémon with a bipedal, tailed form",#482,482,Azelf,Psychic,,Brown,Kabutops,141,387,387,Turtwig,Overgrow,,Shell Armor,,,,491,Darkrai,0,,,,,,,,,,,Group H,#350,Milotic,Water,
#142,#459,459,Snover,Grass,Ice,1,1,545,Scolipede,,491,Darkrai,Undiscovered,—,120,—,—,30855,30840,30720,57,Primeape,70.5 lbs.,32.0 kg,542,Leavanny,Medium Slow," Pokémon with a bipedal, tailed form",#484,484,Palkia,Water,Dragon,Brown,Dragonite,149,388,388,Grotle,Overgrow,,Shell Armor,,,,492,Shaymin,100,,,,,,,,,,,Group H,#406,Budew,Grass,Poison
#143,#460,460,Abomasnow,Grass,Ice,1,1,546,Cottonee,,492,Shaymin,Undiscovered,—,120,—,—,30855,30840,30720,531M,Mega Audino,70.5 lbs.,32.0 kg,543,Venipede,Medium Slow," Pokémon with a bipedal, tailed form",#495,495,Snivy,Grass,,Brown,Sentret,161,389,389,Torterra,Overgrow,,Shell Armor,,,,493,Arceus,0,,,,,,,,,,,Group H,#407,Roserade,Grass,Poison
#145,#461,461,Weavile,Dark,Ice,1,1,547,Whimsicott,,493,Arceus,Undiscovered,—,120,—,—,30855,30840,30720,567,Archeops,70.5 lbs.,32.0 kg,544,Whirlipede,Medium Slow," Pokémon with a bipedal, tailed form",#496,496,Servine,Grass,,Brown,Furret,162,390,390,Chimchar,Blaze,,Iron Fist,,,,494,Victini,100,,,,,,,,,,,Group H,#440,Happiny,Normal,
#180,#462,462,Magnezone,Electric,Steel,1,1,550,Basculin,,494,Victini,Undiscovered,—,120,—,—,—,30840,30720,96,Drowzee,71.4 lbs.,32.4 kg,545,Scolipede,Medium Slow," Pokémon with a bipedal, tailed form",#499,499,Pignite,Fire,Fighting,Brown,Hoothoot,163,391,391,Monferno,Blaze,,Iron Fist,,,,495,Snivy,70,,,,,,,,,,,Group H,#458,Mantyke,Water,Flying
#162,#463,463,Lickilicky,Normal,,1,1,551,Sandile,,495,Snivy,Field,Grass,20,—,—,—,5140,5120,162,Furret,71.6 lbs.,32.5 kg,546,Cottonee,Medium Fast," Pokémon with a bipedal, tailed form",#500,500,Emboar,Fire,Fighting,Brown,Noctowl,164,392,392,Infernape,Blaze,,Iron Fist,,,,496,Servine,70,,,,,,,,,,,Group H,#468,Togekiss,Normal,Flying
#188,#464,464,Rhyperior,Ground,Rock,1,1,552,Krokorok,,496,Servine,Field,Grass,20,—,—,—,5140,5120,233,Porygon2,71.6 lbs.,32.5 kg,547,Whimsicott,Medium Fast," Pokémon with a bipedal, tailed form",#501,501,Oshawott,Water,,Brown,Sudowoodo,185,393,393,Piplup,Torrent,,Defiant,,,,497,Serperior,70,,,,,,,,,,,Group H,#488,Cresselia,Psychic,
#182,#465,465,Tangrowth,Grass,,1,1,553,Krookodile,,497,Serperior,Field,Grass,20,—,—,—,5140,5120,264,Linoone,71.6 lbs.,32.5 kg,548,Petilil,Medium Fast," Pokémon with a bipedal, tailed form",#502,502,Dewott,Water,,Brown,Teddiursa,216,394,394,Prinplup,Torrent,,Defiant,,,,498,Tepig,70,,,,,,,,,,,Group I,,,,
#199,#466,466,Electivire,Electric,,1,1,554,Darumaka,,498,Tepig,Field,—,20,—,—,—,5140,5120,271,Lombre,71.6 lbs.,32.5 kg,549,Lilligant,Medium Fast," Pokémon with a bipedal, tailed form",#505,505,Watchog,Normal,,Brown,Ursaring,217,395,395,Empoleon,Torrent,,Defiant,,,,499,Pignite,70,,,,,,,,,,,Group I,#483,Dialga,Steel,Dragon
#202,#467,467,Magmortar,Fire,,1,1,555,Darmanitan,,499,Pignite,Field,—,20,—,—,—,5140,5120,301,Delcatty,71.9 lbs.,32.6 kg,550,Basculin,Medium Fast," Pokémon with a bipedal, tailed form",#511,511,Pansage,Grass,,Brown,Swinub,220,396,396,Starly,Keen Eye,,Reckless*,,,,500,Emboar,70,,,,,,,,,,,Group I,#491,Darkrai,Dark,
#175,#468,468,Togekiss,Fairy,Flying,1,1,556,Maractus,,500,Emboar,Field,—,20,—,—,—,5140,5120,342,Crawdaunt,72.3 lbs.,32.8 kg,551,Sandile,Medium Slow," Pokémon with a bipedal, tailed form",#512,512,Simisage,Grass,,Brown,Piloswine,221,397,397,Staravia,Intimidate,,Reckless,,,,501,Oshawott,70,,,,,,,,,,,Group J,,,,
#184,#469,469,Yanmega,Bug,Flying,1,1,557,Dwebble,,501,Oshawott,Field,—,20,—,—,—,5140,5120,150MY,Mega Mewtwo Y,72.8 lbs.,33.0 kg,552,Krokorok,Medium Slow," Pokémon with a bipedal, tailed form",#513,513,Pansear,Fire,,Brown,Stantler,234,398,398,Staraptor,Intimidate,,Reckless,,,,502,Dewott,70,,,,,,,,,,,Group J,#484,Palkia,Water,Dragon
#169,#470,470,Leafeon,Grass,,1,1,558,Crustle,,502,Dewott,Field,—,20,—,—,—,5140,5120,589,Escavalier,72.8 lbs.,33.0 kg,553,Krookodile,Medium Slow," Pokémon with a bipedal, tailed form",#514,514,Simisear,Fire,,Brown,Hitmontop,237,399,399,Bidoof,Simple,Unaware,Moody,,,,503,Samurott,70,,,,,,,,,,,,,,,
#170,#471,471,Glaceon,Ice,,1,1,559,Scraggy,,503,Samurott,Field,—,20,—,—,—,5140,5120,592,Frillish,72.8 lbs.,33.0 kg,554,Darumaka,Medium Slow," Pokémon with a bipedal, tailed form",#515,515,Panpour,Water,,Brown,Entei,244,400,400,Bibarel,Simple,Unaware,Moody,,,,504,Patrat,70,,,,,,,,,,,,,,,
#154,#472,472,Gliscor,Ground,Flying,1,1,560,Scrafty,,504,Patrat,Field,—,15,—,—,—,3855,3840,632,Durant,72.8 lbs.,33.0 kg,555,Darmanitan,Medium Slow," Pokémon with a bipedal, tailed form",#516,516,Simipour,Water,,Brown,Zigzagoon,263,401,401,Kricketot,Shed Skin,,Run Away,,,,505,Watchog,70,,,,,,,,,,,,,,,
#205,#473,473,Mamoswine,Ice,Ground,1,1,561,Sigilyph,,505,Watchog,Field,—,20,—,—,—,5140,5120,053A,Alolan Persian,72.8 lbs.,33.0 kg,556,Maractus,Medium Fast," Pokémon with a bipedal, tailed form",#529,529,Drilbur,Ground,,Brown,Seedot,273,402,402,Kricketune,Swarm,,Technician,,,,506,Lillipup,70,,,,,,,,,,,,,,,
#194,#474,474,Porygon-Z,Normal,,1,1,562,Yamask,,506,Lillipup,Field,—,15,—,—,—,3855,3840,51,Dugtrio,73.4 lbs.,33.3 kg,557,Dwebble,Medium Fast," Pokémon with a bipedal, tailed form",#531,531,Audino,Normal,,Brown,Nuzleaf,274,403,403,Shinx,Rivalry,Intimidate,Guts,,,,507,Herdier,70,,,,,,,,,,,,,,,
#160,#475,475,Gallade,Psychic,Fighting,1,1,563,Cofagrigus,,507,Herdier,Field,—,15,—,—,—,3855,3840,428,Lopunny,73.4 lbs.,33.3 kg,558,Crustle,Medium Fast," Pokémon with a bipedal, tailed form",#536,536,Palpitoad,Water,Ground,Brown,Shiftry,275,404,404,Luxio,Rivalry,Intimidate,Guts,,,,508,Stoutland,70,,,,,,,,,,,,,,,
#156,#476,476,Probopass,Rock,Steel,1,1,568,Trubbish,,508,Stoutland,Field,—,15,—,—,—,3855,3840,552,Krokorok,73.6 lbs.,33.4 kg,559,Scraggy,Medium Fast," Pokémon with a bipedal, tailed form",#553,553,Krookodile,Ground,Dark,Brown,Shroomish,285,405,405,Luxray,Rivalry,Intimidate,Guts,,,,509,Purrloin,70,,,,,,,,,,,,,,,
#191,#477,477,Dusknoir,Ghost,,1,1,569,Garbodor,,509,Purrloin,Field,—,20,—,—,—,5140,5120,168,Ariados,73.9 lbs.,33.5 kg,560,Scrafty,Medium Fast," Pokémon with a bipedal, tailed form",#559,559,Scraggy,Dark,Fighting,Brown,Slakoth,287,408,408,Cranidos,Mold Breaker,,Sheer Force,,,,510,Liepard,70,,,,,,,,,,,,,,,
#208,#478,478,Froslass,Ice,Ghost,1,1,577,Solosis,,510,Liepard,Field,—,20,—,—,—,5140,5120,231,Phanpy,73.9 lbs.,33.5 kg,561,Sigilyph,Medium Fast," Pokémon with a bipedal, tailed form",#560,560,Scrafty,Dark,Fighting,Brown,Slaking,289,409,409,Rampardos,Mold Breaker,,Sheer Force,,,,511,Pansage,70,,,,,,,,,,,,,,,
#152,#479,479,Rotom,Electric,Ghost,1,1,578,Duosion,,511,Pansage,Field,—,20,—,—,—,5140,5120,419,Floatzel,73.9 lbs.,33.5 kg,562,Yamask,Medium Fast," Pokémon with a bipedal, tailed form",#565,565,Carracosta,Water,Rock,Brown,Shedinja,292,410,410,Shieldon,Sturdy,,Soundproof,,,,512,Simisage,70,,,,,,,,,,,,,,,
#152,#479,479O,Rotom,Electric,Fire,1,1,579,Reuniclus,,512,Simisage,Field,—,20,—,—,—,5140,5120,718T,"Zygarde
10% Forme",73.9 lbs.,33.5 kg,563,Cofagrigus,Medium Fast," Pokémon with a bipedal, tailed form",#571,571,Zoroark,Dark,,Brown,Hariyama,297,411,411,Bastiodon,Sturdy,,Soundproof,,,,513,Pansear,70,,,,,,,,,,,,,,,
#152,#479,479W,Rotom,Electric,Water,1,1,580,Ducklett,,513,Pansear,Field,—,20,—,—,—,5140,5120,186,Politoed,74.7 lbs.,33.9 kg,564,Tirtouga,Medium Fast," Pokémon with a bipedal, tailed form",#605,605,Elgyem,Psychic,,Brown,Torkoal,324,412,412,Burmy,Shed Skin,,Overcoat,,,,514,Simisear,70,,,,,,,,,,,,,,,
