Name,Gen,Description,English,Japanese Kana,Japanese Rōmaji,French,German,Italian,Spanish,Korean Hangul,Korean Romanized,Chinese Hànzì,Chinese Romanized
Oval Stone,IV,"When held, allows Happiny to evolve.",HM,ひでんマシン,Hiden Machine,CS,VM,MN,MO,비전머신,Bijeon Machine,秘傳學習器 / 秘传学习器,Mìchuán Xuéxíqì / Beichyùhn Hohkjaahphei
,,,,,,,,,,,,,
,,,Berry,きのみ,Kino Mi,Baie,Beere,Bacca,Baya,나무열매,Namu Yeolmae,,
Pair of Tickets,VI,Allows entry for two to the Mossdeep Space Center for the Litleonid star show.,Gold Berry,おうごんのみ,Ōgon no Mi,Baie Doree,Goldbeere,Bacca Oro,Baya Dorada,황금열매,Hwanggeum Yeolmae,,
Pal Pad,IV,Used to record friends on Nintendo Wi-Fi Connection and register Friend Codes.,PSNCureBerry,どくけしのみ,Dokukeshi no Mi,Baie Antidot,Ggngiftbeere,Baccantivel.,Bayantídoto,해독열매,Haedok Yeolmae,,
Pamtre Berry,III,Pokéblock and Poffin ingredient.,PRZCureBerry,まひなおしのみ,Mahinaoshi no Mi,Baie AntiPAR,AntiPARBeere,Baccantipar.,Antiparabaya,마비치료열매,Mabi Chiryo Yeolmae,,
Paralyze Heal,I,"Heals paralysis.
Note: Called Parlyz Heal prior to Generation VI.",Mint Berry,はっかのみ,Hakka no Mi,Baie Menthe,Minzbeere,Bacca Menta,Baya Menta,박하열매,Bakha Yeolmae,,
Parcel,IV,To be delivered to rival. Contains two Town Maps.,Burnt Berry,やけたきのみ,Yaketa Kino Mi,Baie Brulure,Brandbeere,Bacca Bruc.,Antiquembaya,불탄나무열매,Bultan Namu Yeolmae,,
Park Ball,IV,A type of Poké Ball that is used to recapture Generation III Pokémon in the Pal Park.,Ice Berry,こおったきのみ,Kōtta Kino Mi,Baie Gel,Eisbeere,Bacca Ghiac.,Baya Hielo,얼은나무열매,Eoreun Namu Yeolmae,,
Pass,II,"Allows the player to ride the Magnet Train between Saffron City, Kanto; and Goldenrod City, Johto.",Bitter Berry,にがいきのみ,Nigai Kino Mi,Baie Amere,Bitterbeere,Bacca Amara,Bayamarga,쓴맛나무열매,Sseunmat Namu Yeolmae,,
Pass Orb,V,Used for purchasing Pass Powers at the Entralink.,MysteryBerry,ふしぎなきのみ,Fushigina Kino Mi,Baie Mystere,Rätselbeere,Bacca Mist.,Bayamisterio,이상한나무열매,Isanghan Namu Yeolmae,,
Passho Berry,IV,Reduces damage from a super effective Water-type move.,MiracleBerry,きせきのみ,Kiseki no Mi,Baie Miracle,Wunderbeere,Bacca Mirac.,Baya Milagro,기적의열매,Gijeogui Yeolmae,,
Payapa Berry,IV,Reduces damage from a super effective Psychic-type move.,,,,,,,,,,,
Pearl,II,Can be sold for 3750.,Cheri Berry,クラボのみ,Kurabo no Mi,Baie Ceriz,Amrenabeere,Baccaliegia,Baya Zreza,버치열매,Beochi Yeolmae,櫻子果 / 樱子果,Yīngzi Guǒ / Yīngjí Gwó
Pearl String,V,Can be sold for 25000 to the ore collector,Chesto Berry,カゴのみ,Kago no Mi,Baie Maron,Maronbeere,Baccastagna,Baya Atania,유루열매,Yuru Yeolmae,零餘果 / 零余果,Língyú Guǒ / Lìhngyùh Gwó
Pecha Berry,III,Cures poison.,Pecha Berry,モモンのみ,Momon no Mi,Baie Pecha,Pirsifbeere,Baccapesca,Baya Meloc,복슝열매,Boksyung Yeolmae,桃桃果,Táotáo Guǒ / Tòuhtòuh Gwó
Permit,V,A permit needed to enter the Nature Preserve. Only a few know about this place.,Rawst Berry,チーゴのみ,Chīgo no Mi,Baie Fraive,Fragiabeere,Baccafrago,Baya Safre,복분열매,Bokbun Yeolmae,莓莓果,Méiméi Guǒ / Mùihmùih Gwó
Persim Berry,III,Cures confusion.,Aspear Berry,ナナシのみ,Nanashi no Mi,Baie Willia,Wilbirbeere,Baccaperina,Baya Perasi,배리열매,Baeri Yeolmae,利木果,Lìmù Guǒ / Leihmuhk Gwó
Petaya Berry,III,Raises Special Attack if HP is below ⅓ of maximum.,Leppa Berry,ヒメリのみ,Himeri no Mi,Baie Mepo,Jonagobeere,Baccamela,Baya Zanama,과사열매,Gwasa Yeolmae,蘋野果 / 苹野果,Píngyě Guǒ / Pìhngyéh Gwó
Pidgeotite,VI,Allows Pidgeot to Mega Evolve into Mega Pidgeot.,Oran Berry,オレンのみ,Oren no Mi,Baie Oran,Sinelbeere,Baccarancia,Baya Aranja,오랭열매,Oraeng Yeolmae,橙橙果,Chéngchéng Guǒ / Chàahngchàahng Gwó
Pikanium Z,VII,Allows Pikachu to upgrade Volt Tackle to the special Z-Move Catastropika.,Persim Berry,キーのみ,Kī no Mi,Baie Kika,Persimbeere,Baccaki,Baya Caquic,시몬열매,Simmon Yeolmae,柿仔果,Shìzǐ Guǒ / Chíhjái Gwó
Pikashunium Z,VII,"Allows Pikachu in a cap to upgrade Thunderbolt to the special Z-Move 10,000,000 Volt Thunderbolt.",Lum Berry,ラムのみ,Ramu no Mi,Baie Prine,Prunusbeere,Baccaprugna,Baya Ziuela,리샘열매,Risaem Yeolmae,木子果,Mùzi Guǒ / Muhkjí Gwó
Pinap Berry,III,Pokéblock and Poffin ingredient.,Sitrus Berry,オボンのみ,Obon no Mi,Baie Sitrus,Tsitrubeere,Baccacedro,Baya Zidra,자뭉열매,Jamung Yeolmae,文柚果,Wényòu Guǒ / Màhnyauh Gwó
Pink Apricorn,II,"Kurt will make a Love Ball out of it.
Note: Formatted as Pnk Apricorn prior to Generation VI.",Figy Berry,フィラのみ,Fira no Mi,Baie Figuy,Giefebeere,Baccafico,Baya Higog,무화열매,Muhwa Yeolmae,勿花果,Wùhuā Guǒ / Mahtfā Gwó
Pink Bow,II,Raises the power of Normal-type moves.,Wiki Berry,ウイのみ,Wi no Mi,Baie Wiki,Wikibeere,Baccakiwi,Baya Wiki,위키열매,Wiki Yeolmae,異奇果 / 异奇果,Yìqí Guǒ / Yihkèih Gwó
Pink Nectar,VII,Changes Oricorio to its Pa'u Style.,Mago Berry,マゴのみ,Mago no Mi,Baie Mago,Magobeere,Baccamango,Baya Ango,마고열매,Mago Yeolmae,芒芒果,Mángmáng Guǒ / Mòhngmòhng Gwó
Pink Petal,VII,A pink petal required to complete Mina's Trial.,Aguav Berry,バンジのみ,Banji no Mi,Baie Gowav,Gauvebeere,Baccaguava,Baya Guaya,아바열매,Ava Yeolmae,樂芭果 / 乐芭果,Lèbā Guǒ / Lohkbā Gwó
Pink Scarf,III,Raises the Cute condition.,Iapapa Berry,イアのみ,Ia no Mi,Baie Papaya,Yapabeere,Baccapaia,Baya Pabaya,파야열매,Paya Yeolmae,芭亞果 / 芭亚果,Bāyà Guǒ / Bā'a Gwó
Pinsirite,VI,Allows Pinsir to Mega Evolve into Mega Pinsir.,Razz Berry,ズリのみ,Zuri no Mi,Baie Framby,Himmihbeere,Baccalampon,Baya Frambu,라즈열매,Ras Yeolmae,蔓莓果,Mànméi Guǒ / Màahnmùih Gwó
Pixie Plate,VI,Raises the power of Fairy-type moves.,Bluk Berry,ブリーのみ,Burī no Mi,Baie Remu,Morbbeere,Baccamora,Baya Oram,블리열매,Beulli Yeolmae,墨莓果,Mòméi Guǒ / Mahkmùih Gwó
Plasma Card,V,A card key needed to enter the password inside the Plasma Frigate.,Nanab Berry,ナナのみ,Nana no Mi,Baie Nanab,Nanabbeere,Baccabana,Baya Latano,나나열매,Nana Yeolmae,蕉香果,Jiāoxiāng Guǒ / Jīuhēung Gwó
Plume Fossil,V,A Fossil from which an Archen can be resurrected.,Wepear Berry,セシナのみ,Seshina no Mi,Baie Repoi,Nirbebeere,Baccapera,Baya Peragu,서배열매,Seobae Yeolmae,西梨果,Xīlí Guǒ / Sāilèih Gwó
Poffin Case,IV,Stores Poffins.,Pinap Berry,パイルのみ,Pairu no Mi,Baie Nanana,Sananabeere,Baccananas,Baya Pinia,파인열매,Pine Yeolmae,凰梨果,Huánglí Guǒ / Wòhnglèih Gwó
Point Card,IV,Stores Battle Points (BP) earned at the Battle Tower or Battle Frontier.,Pomeg Berry,ザロクのみ,Zaroku no Mi,Baie Grena,Granabeere,Baccagrana,Baya Grana,유석열매,Yuseok Yeolmae,榴石果,Liúshí Guǒ / Làuhsehk Gwó
Poison Barb,II,Raises the power of Poison-type moves.,Kelpsy Berry,ネコブのみ,Nekobu no Mi,Baie Alga,Setangbeere,Baccalga,Baya Algama,시마열매,Sima Yeolmae,藻根果,Zǎogēn Guǒ / Jóugān Gwó
Poison Gem,V,"Increases the power of the holder's first Poison-type move by 50%, and is consumed after use.",Qualot Berry,タポルのみ,Tapol no Mi,Baie Qualot,Qualotbeere,Baccaloquat,Baya Ispero,파비열매,Pabi Yeolmae,比巴果,Bǐbā Guǒ / Béibā Gwó
Poison Memory,VII,Makes Silvally a Poison-type Pokémon and makes Multi-Attack a Poison-type move.,Hondew Berry,ロメのみ,Rome no Mi,Baie Lonme,Honmelbeere,Baccamelon,Baya Meluce,로매열매,Lome Yeolmae,哈密果,Hāmì Guǒ / Hāmaht Gwó
Poisonium Z,VII,Allows a Pokémon to upgrade their Poison-type damaging moves to the Z-Move Acid Downpour or upgrade their Poison-type status moves into Z-Moves. Makes Arceus a Poison-type Pokémon.,Grepa Berry,ウブのみ,Ubu no Mi,Baie Resin,Labrusbeere,Baccauva,Baya Uvav,또뽀열매,Ttoppo Yeolmae,萄葡果,Táopú Guǒ / Tòuhpòuh Gwó
Polkadot Bow,II,Raises the power of Normal-type moves.,Tamato Berry,マトマのみ,Matoma no Mi,Baie Tamato,Tamotbeere,Baccamodoro,Baya Tamate,토망열매,Tomang Yeolmae,茄番果,Qiéfān Guǒ / Kéfāan Gwó
Poké Ball,I,A ball used to catch Pokémon.,Cornn Berry,モコシのみ,Mokoshi no Mi,Baie Siam,Saimbeere,Baccavena,Baya Mais,수숙열매,Susuk Yeolmae,玉黍果,Yùshǔ Guǒ / Yuhksyú Gwó
Pokéblock Case,III,Stores Pokéblocks.,Magost Berry,ゴスのみ,Gosu no Mi,Baie Mangou,Magostbeere,Baccagostan,Baya Aostan,고스티열매,Gostee Yeolmae,岳竹果,Yuèzhú Guǒ / Ngohkjūk Gwó
Pokéblock Kit,VI,Allows the player to make and store Pokéblocks.,Rabuta Berry,ラブタのみ,Rabuta no Mi,Baie Rabuta,Rabutabeere,Baccambutan,Baya Rautan,라부탐열매,Rabutam Yeolmae,茸丹果,Rōngdān Guǒ / Yùhngdāan Gwó
Pokédex*,I,Stores info about Pokémon that have been seen/caught.,Nomel Berry,ノメルのみ,Nomel no Mi,Baie Tronci,Tronzibeere,Baccalemon,Baya Monli,노멜열매,Nomel Yeolmae,檬檸果 / 檬柠果,Méngníng Guǒ / Mūngnìhng Gwó
Poké Doll,I,Allows the player to flee from any battle with a wild Pokémon.,Spelon Berry,ノワキのみ,Nowaki no Mi,Baie Kiwan,Kiwanbeere,Baccamelos,Baya Wikano,메호키열매,Mehoki Yeolmae,刺角果,Cìjiǎo Guǒ / Chigok Gwó
Poké Flute,I,Awakens sleeping Pokémon.,Pamtre Berry,シーヤのみ,Shīya no Mi,Baie Palma,Pallmbeere,Baccapalma,Baya Plama,자야열매,Jaya Yeolmae,椰木果,Yēmù Guǒ / Yèhmuhk Gwó
Poké Toy,V,Allows the player to flee from any battle with a wild Pokémon.,Watmel Berry,カイスのみ,Kaisu no Mi,Baie Stekpa,Wasmelbeere,Baccacomero,Baya Sambia,슈박열매,Syubak Yeolmae,瓜西果,Guāxī Guǒ / Gwāsāi Gwó
Poké Radar,IV,Allows player to encounter wild Pokémon not usually seen in the area. Obtained after receiving National Pokédex.,Durin Berry,ドリのみ,Dori no Mi,Baie Durin,Durinbeere,Baccadurian,Baya Rudion,두리열매,Duri Yeolmae,金枕果,Jīnzhěn Guǒ / Gāmjám Gwó
Pomeg Berry,III,"Makes a Pokémon more happy, but lowers EVs for HP.",Belue Berry,ベリブのみ,Beribu no Mi,Baie Myrte,Myrtilbeere,Baccartillo,Baya Andano,루베열매,Luebe Yeolmae,靛莓果,Diànméi Guǒ / Dihnmùih Gwó
Portraitmail,II,Mail that contains a silhouette of the Pokémon holding it. To be held by a Pokémon for delivery.,Liechi Berry,チイラのみ,Chyla no Mi,Baie Lichii,Lydzibeere,Baccalici,Baya Lichi,치리열매,Cheely Yeolmae,枝荔果,Zhīlì Guǒ / Jīlaih Gwó
Potion,I,Restores 20 HP.,Ganlon Berry,リュガのみ,Ryuga no Mi,Baie Lingan,Linganbeere,Baccalongan,Baya Gonlan,용아열매,Yong'a Yeolmae,龍睛果 / 龙睛果,Lóngjīng Guǒ / Lùhngjīng Gwó
Powder Jar,III,Stores Berry Powder made from Berry Crush.,Salac Berry,カムラのみ,Camula no Mi,Baie Sailak,Salkabeere,Baccasalak,Baya Aslac,캄라열매,Kamra Yeolmae,沙鱗果 / 沙鳞果,Shālín Guǒ / Sālèuhn Gwó
Power Anklet,IV,"Promotes Speed EVs, but lowers Speed in battle.",Petaya Berry,ヤタピのみ,Yatapi no Mi,Baie Pitaye,Tahaybeere,Baccapitaya,Baya Yapati,야타비열매,Yatabi Yeolmae,龍火果 / 龙火果,Lónghuǒ Guǒ / Lùhngfó Gwó
Power Band,IV,"Promotes Special Defense EVs, but lowers Speed in battle.",Apicot Berry,ズアのみ,Zua no Mi,Baie Abriko,Apikobeere,Baccacocca,Baya Aricoc,규살열매,Gyusal Yeolmae,杏仔果,Xìngzǐ Guǒ / Hahngjái Gwó
Power Belt,IV,"Promotes Defense EVs, but lowers Speed in battle.",Lansat Berry,サンのみ,San no Mi,Baie Lansat,Lansatbeere,Baccalangsa,Baya Zonlan,랑사열매,Langsa Yeolmae,蘭薩果 / 兰萨果,Lánsà Guǒ / Làahnsaat Gwó
Power Bracer,IV,"Promotes Attack EVs, but lowers Speed in battle.",Starf Berry,スターのみ,Star no Mi,Baie Frista,Krambobeere,Baccambola,Baya Arabol,스타열매,Star Yeolmae,星桃果,Xīngtáo Guǒ / Sīngtòuh Gwó
Power Herb,IV,Allows user to skip first turn of moves that require charging.,Enigma Berry,ナゾのみ,Nazo no Mi,Baie Enigma,Enigmabeere,Baccaenigma,Baya Enigma,의문열매,Uimun Yeolmae,謎芝果 / 谜芝果,Mízhī Guǒ / Màihjī Gwó
Power Lens,IV,"Promotes Special Attack EVs, but lowers Speed in battle.",,,,,,,,,,,
Power Plant Pass,VI,Allows access to the Kalos Power Plant.,Occa Berry,オッカのみ,Occa no Mi,Baie Chocco,Koakobeere,Baccacao,Baya Caoca,오카열매,Oca Yeolmae,巧可果,Qiǎokě Guǒ / HáauhóGwó
Power Weight,IV,"Promotes HP EVs, but lowers Speed in battle.",Passho Berry,イトケのみ,Itoke no Mi,Baie Pocpoc,Foepasbeere,Baccapasflo,Baya Pasio,꼬시개열매,Kkosigae Yeolmae,千香果,Qiānxiāng Guǒ / Chīnhēung Gwó
Powerup Part,III,Used to fix the Kids Grid system.,Wacan Berry,ソクノのみ,Sokuno no Mi,Baie Parma,Kerzalberre,Baccaparmen,Baya Gualot,초나열매,Chona Yeolmae,獨木果 / 独木果,Zhúmù Guǒ / Jūkmuhk Gwó
PP Max,III,Raises the PP of a move to the maximum.,Rindo Berry,リンドのみ,Rindo no Mi,Baie Ratam,Grindobeere,Baccarindo,Baya Tamar,린드열매,Rind Yeolmae,羅子果 / 罗子果,Luózi Guǒ / Lòhjí Gwó
PP Up,I,Raises the PP of a move.,Yache Berry,ヤチェのみ,Yache no Mi,Baie Nanone,Kiroyabeere,Baccamoya,Baya Rimoya,플카열매,Peulka Yeolmae,番荔果,Fānlì Guǒ / Fāanlaih Gwó
Premier Ball,III,A Poké Ball with special coloring. The Poké Mart cashier will give one to the player for free if ten or more standard Poké Balls are purchased.,Chople Berry,ヨプのみ,Yop no Mi,Baie Pomroz,Rospelbeere,Baccarosmel,Baya Pomaro,로플열매,Ropeul Yeolmae,蓮蒲果 / 莲蒲果,Liánpú Guǒ / Lìhnpòuh Gwó
Pretty Wing,V,An item that does absolutely nothing.,Kebia Berry,ビアーのみ,Biah no Mi,Baie Kébia,Grarzbeere,Baccakebia,Baya Kebia,으름열매,Eureum Yeolmae,通通果,Tōngtōng Guǒ / Tūngtūng Gwó
Primarium Z,VII,Allows Primarina to upgrade Sparkling Aria to the special Z-Move Oceanic Operetta.,Shuca Berry,シュカのみ,Shuca no Mi,Baie Jouca,Schukebeere,Baccanaca,Baya Acardo,슈캐열매,Shewca Yeolmae,腰木果,Yāomù Guǒ / Yīumuhk Gwó
Prism Scale,V,A hold item that allows Feebas to evolve when traded.,Coba Berry,バコウのみ,Baco no Mi,Baie Cobaba,Kobabeere,Baccababa,Baya Kouba,바코열매,Baco Yeolmae,棱瓜果,Léngguā Guǒ / Lìhnggwā Gwó
Prison Bottle,VI,Used to transform Hoopa Confined to Hoopa Unbound.,Payapa Berry,ウタンのみ,Utan no Mi,Baie Yapap,Pyapabeere,Baccapayapa,Baya Payapa,야파열매,Yapa Yeolmae,福祿果 / 福禄果,Fúlù Guǒ / Fūkluhk Gwó
Professor's Mask,VII,Returned to Professor Kukui at Malie Garden.,Tanga Berry,タンガのみ,Tanga no Mi,Baie Panga,Tanigabeere,Baccaitan,Baya Yecana,리체열매,Riche Yeolmae,扁櫻果 / 扁樱果,Biǎnyīng Guǒ / Bínyīng Gwó
Prof's Letter,VI,Given to the player's mother in exchange for a Town Map and a Potion.,Charti Berry,ヨロギのみ,Yorogi no Mi,Baie Charti,Chiaribeere,Baccaciofo,Baya Alcho,루미열매,Rumi Yeolmae,草蠶果 / 草蚕果,Cǎocán Guǒ / Chóuchàahm Gwó
Prop Case,V,Used to hold Props for the Pokémon Musical.,Kasib Berry,カシブのみ,Kasib no Mi,Baie Sédra,Zitarzbeere,Baccacitrus,Baya Drasi,수불열매,Subul Yeolmae,佛柑果,Fógān Guǒ / Fahtgām Gwó
Protective Pads,VII,Protects the holder from effects caused by using moves that make contact with the target.,Haban Berry,ハバンのみ,Haban no Mi,Baie Fraigo,Terirobeere,Baccahaban,Baya Anjiro,하반열매,Haban Yeolmae,莓榴果,Méiliú Guǒ / Mùihlàuh Gwó
Protein,I,Raises the Attack of a Pokémon.,Colbur Berry,ナモのみ,Namo no Mi,Baie Lampou,Burleobeere,Baccaxan,Baya Dillo,마코열매,Mako Yeolmae,刺耳果,Cì'ěr Guǒ / Chiyíh Gwó
Protector,IV,A held item that allows Rhydon to evolve when traded.,Babiri Berry,リリバのみ,Ririba no Mi,Baie Babiri,Babiribeere,Baccababiri,Baya Baribá,바리비열매,Baribi Yeolmae,霹霹果,Pīpī Guǒ / Pīkpīk Gwó
PRZCureBerry,II,Cures paralysis.,Chilan Berry,ホズのみ,Hozu no Mi,Baie Zalis,Latchibeere,Baccacinlan,Baya Chilan,카리열매,Kari Yeolmae,燈漿果 / 燈漿果,Dēngjiāng Guǒ / Dāngjēung Gwó
PSNCureBerry,II,Cures poison.,Micle Berry,ミクルのみ,Micle no Mi,Baie Micle,Wunfrubeere,Baccaracolo,Baya Lagro,미클열매,Micle Yeolmae,奇秘果,Qímì Guǒ / Kèihbīt Gwó
Psychic Gem,V,"Increases the power of the holder's first Psychic-type move by 50%, and is consumed after use.",Custap Berry,イバンのみ,Iban no Mi,Baie Chérim,Eipfelbeere,Baccacrela,Baya Chiri,애슈열매,Aesyu Yeolmae,釋陀果 / 释陀果,Shìtuó Guǒ / Sīktòh Gwó
Psychic Memory,VII,Makes Silvally a Psychic-type Pokémon and makes Multi-Attack a Psychic-type move.,Jaboca Berry,ジャポのみ,Japo no Mi,Baie Jacoba,Jabocabeere,Baccajaba,Baya Jaboca,자보열매,Jabo Yeolmae,嘉珍果,Jiāzhēn Guǒ / Gājān Gwó
Psychic Seed,VII,A one-time use item that raises the holder's Sp. Defense by one stage upon activation of Psychic Terrain.,Rowap Berry,レンブのみ,Renbu no Mi,Baie Pommo,Roselbeere,Baccaroam,Baya Magua,애터열매,Aeteo Yeolmae,霧蓮果 / 雾莲果,Wùlián Guǒ / Mouhlìhn Gwó
Psychium Z,VII,Allows a Pokémon to upgrade their Psychic-type damaging moves to the Z-Move Shattered Psyche or upgrade their Psychic-type status moves into Z-Moves. Makes Arceus a Psychic-type Pokémon.,,,,,,,,,,,
Pumkin Berry,III,"Cures a frozen Pokémon. If transferred to Generation IV via Pal Park, it will turn into an Enigma Berry.",Roseli Berry,ロゼルのみ,Rozelle no Mi,Baie Selro,Hibisbeere,Baccarcadè,Baya Hibis,로셀열매,Rosel Yeolmae,洛玫果,Luòméi Guǒ / Lokmùih Gwó
Pure Incense,IV,Causes Chimecho to produce a Chingling Egg at the Pokémon Day Care. Also lowers wild Pokémon encounter rate.,Kee Berry,アッキのみ,Akki no Mi,Baie Éka,Akibeere,Baccalighia,Baya Biglia,악키열매,Akki Yeolmae,亞開果 / 亚开果,Yàkāi Guǒ / Ahōi Gwó
Purple Nectar,VII,Changes Oricorio to its Sensu Style.,Maranga Berry,タラプのみ,Tarapu no Mi,Baie Rangma,Tarabeere,Baccapane,Baya Maranga,타라프열매,Tarapeu Yeolmae,香羅果 / 香罗果,Xiāngluó Guǒ / Hēunglòh Gwó
Purple Petal,VII,A purple petal required to complete Mina's Trial.,,,,,,,,,,,
,,,Coin Case,コインケース,Coin Case,Boite Jetons,Münzkorb,Salvadanaio,Monedero,동전케이스,Dongjeon Case,代幣盒 / 代币盒,Dàibì Hé / Doihbaih Hahp
,,,Dowsing Machine*,ダウジングマシン,Dowsing Machine,Cherch'Objet,Itemradar*,Ricerca Strumenti*,Zahorí*,다우징머신,Dowsing Machine,探寶器 / 探宝器,Tànbǎo Qì / Taambóu Hei
Qualot Berry,III,"Raises friendship, but lowers Defense EVs.",Old Rod,ボロのつりざお,Boro no Tsurizao,Canne,Angel,Amo Vecchio,Caña Vieja,낡은낚싯대,Nalgeun Naksitdae,破舊釣竿 / 破旧钓竿,Pòjiù Diàogān / Pogauh Diugōn
Quick Ball,IV,A type of Poké Ball that works better the earlier in battle it is used.,Good Rod,いいつりざお,Ii Tsurizao,Super Canne,Profiangel,Amo Buono,Caña Buena,좋은낚싯대,Jo-eun Naksitdae,好釣竿 / 好钓竿,Hǎo Diàogān / Hóu Diugōn
Quick Claw,II,May allow the user to move first.,Super Rod,すごいつりざお,Sugoi Tsurizao,Mega Canne,Superangel,Super Amo,Supercaña*,대단한낚싯대,Daedanhan Naksitdae,厲害釣竿 / 厉害钓竿,Lìhài Diàogān / Laihhoih Diugōn
Quick Powder,IV,Raises Ditto's speed.,S.S. Ticket,ふねのチケット,Fune no Ticket,Passe Bateau,Bootsticket,Biglietto Nave,Ticket Barco,승선티켓,Seungseon Ticket,船票,Chuánpiào / Syùhnpiu
,,,Parcel*,おとどけもの,Otodoke Mono,Colis*,Paket*,Pacco*,Paquete*,전해줄물건,Jeonhaejul Mulgeon,包裹,Bāoguǒ / Bāaugwó
,,,Poké Flute,ポケモンのふえ,Pokémon no Fue,Pokéflute,Pokéflöte,Pokéflauto,Poké Flauta,포켓몬피리,Pocketmon Piri,寶可夢之笛 / 宝可梦之笛,Bǎokěmèng-zhī Dí / Bóuhómuhng-jī Dehk
Rabuta Berry,III,Pokéblock and Poffin ingredient.,Secret Key,ひみつのカギ,Himitsu no Kagi,Clé Secrète, ?-Öffner,Chiave Segreta,Ll. Secreta,비밀의열쇠,Bimirui Yeolsoe,秘密鑰匙 / 秘密钥匙,Mìmì Yàoshi / Beimaht Yeuhksìh
RageCandyBar,II,"In Johto, can be exchanged for TM64.",Bike Voucher,ひきかえけん,Hikikaeken,Bon Commande,Rad Coupon,Buono Bici,Bono Bici,—,—,—,—
Rainbow Pass,III,Allows the player access to all of the Sevii Islands.,Gold Teeth,きんのいれば,Kin no Ireba,Dent D'or,Goldzähne,Denti d’Oro,Dientes Oro,금틀니,Geum Teulli,金假牙,Jīn Jǐayá / Gām Gángàh
