Name,Gen,Gen2,Description,Note,NameStar,Japanese Kana,Japanese Romaji,French,German,Italian,Spanish,Korean Hangul,Korean Romanized,Chinese Hànzì,Chinese Romanized,Star
Full Restore,1,,Fully restores all HP and cures all status problems of a Pokémon.,,FALSE,かいふくのくすり,Kaifuku no Kusuri,Guerison,Top-Genesung,Ricarica Totale,Restaurar Todo,회복약,Hoebok Yak,全復藥 / 全复药,Quánfùyào / Chyùhnfuhkyeuhk,16
Fightinium Z,7,,Allows a Pokémon to upgrade their Fighting-type damaging moves to the Z-Move All-Out Pummeling or upgrade their Fighting-type status moves into Z-Moves. Makes Arceus a Fighting-type Pokémon.,,FALSE,カクトウＺ,Fighting-Z,Combazélite,Battalium Z,Luctium Z,Lizastal Z,격투Z,Gyeoktu-Z,格鬥Ｚ / 格斗Ｚ,Gédòu-Z / Gaakdau-Z,0
Diancite,6,,Allows Diancie to Mega Evolve into Mega Diancie.,,FALSE,ディアンシナイト,Diancinite,Diancite,Diancienit,Diancite,Diancita,디안시나이트,Diancienite,蒂安希進化石 / 蒂安希进化石,Dì'ānxī Jìnhuà Shí / Dai'ōnhēi Jeunfa Sehk,0
Sacred Ash,2,,Revives all fainted Pokémon in the party to full HP.,,FALSE,せいなるはい,Seinaru Hai,Cendres Sacrées,Zauberasche,Magicenere,Ceniza Sagrada,성스러운분말,Seongseureoun Bunmal,聖灰 / 圣灰,Shènghuī / Singfūi,128
Dire Hit 3,5,,Raises critical hit ratio by 3 levels in battle. Wonder Launcher only.,,FALSE,,,,,,,,,,,
Choice Scarf,4,,"Raises user's Speed, but they can only use one move.",,FALSE,こだわりスカーフ,Kodawari Scarf,Mouchoir Choix,Wahlschal,Stolascelta,Pañuelo Elegido,구애스카프,Guae Scarf,講究圍巾 / 讲究围巾,Jiǎngjiù Wéijīn / Gónggau Wàihgān,144
Steel Mail,4,,Mail with a metallic design. To be held by a Pokémon for delivery.,,FALSE,スチールメール,Steel Mail,Lettre Acier,Stahlbrief,Mess. Lega,Carta Acero,스틸메일,Steel Mail,,,0
Max Revive,1,,Revives a Pokémon to full health.,,FALSE,げんきのかたまり,Genki no Katamari,Rappel Max,Top-Beleber,Revitalizz. Max,Revivir Máximo,기력의덩어리,Giryeog-ui Deong-eori,活力塊 / 活力块,Huólì Kuài / Wuhtlihk Faai,48
Dome Fossil,3,,A Fossil from which a Kabuto can be resurrected.,,FALSE,こうらのカセキ,Kōra no Kaseki,Fossile Dôme,Domfossil,Domofossile,Fósil Domo,껍질화석,Kkeopjil Hwaseok,甲殼化石 / 甲壳化石,Jiǎké Huàshí / Gaaphok Fasehk,128
Fluffy Tail,3,,Allows the player to flee from any wild Pokémon battle.,,FALSE,エネコのシッポ,Eneco no Shippo,Queue Skitty,Eneco-Rute,Coda Skitty,Cola Skitty,에나비꼬리,Enabi Kkori,向尾喵的尾巴,Xiàngwěimiāo-de Wěibā/Xiàngwěimiāo-de Yǐba / Heungméihmīu-dīk Méihbā,0
Lucarionite,6,,Allows Lucario to Mega Evolve into Mega Lucario.,,FALSE,ルカリオナイト,Lucarionite,Lucarite,Lucarionit,Lucarite,Lucarita,루카리오나이트,Lucarionite,路卡利歐進化石 / 路卡利欧进化石,Lùkǎlì'ōu Jìnhuà Shí / Louhkāleih'āu Jeunfa Sehk,0
Pass,2,,"Allows the player to ride the Magnet Train between Saffron City, Kanto; and Goldenrod City, Johto.",,FALSE,リニアパス,Linear Pass,Passe Train,Fahrschein,Superpass,Magnetopase,리니어패스,Linear Pass,定期月票,Dìngqī Yuèpiào / Dihngkèih Yuhtpiu,956
Mind Plate,4,,Raises the power of Psychic-type moves.,,FALSE,ふしぎのプレート,Fushigi no Purēto,Plaque Esprit,Hirntafel,Lastramente,Tabla Mental,이상한플레이트,Isanghan Plate,神奇石板,Shénqí Shíbǎn / Sàhnkèih Sehkbáan,0
Harbor Mail,3,,Mail with a nautical design. To be held by a Pokémon for delivery.,,FALSE,ハーバーメール,Harbor Mail,Lettre Port,Hafenbrief,Mess. Porto,Carta Puerto,,,,,0
Flame Plate,4,,Raises the power of Fire-type moves.,,FALSE,ひのたまプレート,Hi no Tama Purēto,Plaque Flam,Feuertafel,Lastrarogo,Tabla Llama,불구슬플레이트,Bulguseul Plate,火球石板,Huǒqiú Shíbǎn / Fókàuh Sehkbáan,0
Green Apricorn,2,,Kurt will make the player a Friend Ball out of it.,Formatted as Grn Apricorn prior to Generation VI.,FALSE,みどぼんぐり,Mido Bonguri,Noigrume Ver,Aprikoko Grn,Ghicocca Verde,Bonguri Verde,초록규토리,Chorok Gyutori,綠球果 / 绿球果,Lǜ Qiúguǒ / Luhk Kàuhgwó,1072
L-Disk,3,,Moves the UFO in The Under to the Amulet Coin.,,FALSE,Ｌ－ディスク,L-Disk,Disque-G,L-Disc,Disco Sx,Disco I,,,,,0
Magma Emblem,3,,Allows entrance into the Team Magma Hideout.,,FALSE,マグマのしるし,Magma no Shirushi,Emblème Magma,Magmaemblem,Stemma Magma,Signo Magma,,,,,0
Pretty Wing,5,,An item that does absolutely nothing.,,FALSE,きれいなハネ,Kireina Hane,Jolie Aile,Prachtfeder,Piumabella,Pluma Bella,고운날개,Goun Nalgae,美麗之羽 / 美丽之羽,Měilì-zhī Yǔ / Méihlaih-jī Yúh,16
Assault Vest,6,,Raises Sp. Def but prevents the use of status moves.,,FALSE,とつげきチョッキ,Totsugeki Chokki,Veste de Combat,Offensivweste,Corpetto Assalto,Chaleco Asalto,돌격조끼,Dolgyeok Jokki,突擊背心 / 突击背心,Tújí Bèixīn / Dahtgīk Buisām,0
Reaper Cloth,4,,A held item that allows Dusclops to evolve into Dusknoir when traded.,,FALSE,れいかいのぬの,Reikai no Nuno,Tissu Fauche,Düsterumhang,Terrorpanno,Tela Terrible,영계의천,Yeonggye-ui Cheon,靈界之布 / 灵界之布,Língjiè-zhī Bù / Lìhnggaai-jī Bou,16
Contest Costume,6,,Worn during Pokémon Contest Spectacular performances.,,FALSE,"ライブスーツ
ライブドレス","Live Suit
Live Dress","Costume Live
Robe Live","Live-Anzug
Live-Kleid","Costume Live
Vestito Live","Traje de Gala
Vestido de Gala","라이브슈트
라이브드레스","Live Suit
Live Dress","演出禮服 / 演出礼服
演出禮裙 / 演出礼裙","Yǎnchū Lǐfú / Yínchēut Láihfuhk
Yǎnchū Lǐqún / Yínchēut Láihkwàhn",0
Member Card,4,,Allows access to the Canalave City hotel to face Darkrai.,,FALSE,メンバーズカード,Member's Card,Carte Membre,Mitgl.Karte,Scheda Soci,Carné Socio,멤버스카드,Membership Card,會員卡 / 会员卡,Huìyuán Kǎ / Wúiyùhn Kāat,0
Ampharosite,6,,Allows Ampharos to Mega Evolve into Mega Ampharos.,,FALSE,デンリュウナイト,Denryunite,Pharampite,Ampharosnit,Ampharosite,Ampharosita,전룡나이트,Jeonryongnite,電龍進化石 / 电龙进化石,Diànlóng Jìnhuà Shí / Dihnlùhng Jeunfa Sehk,0
Amaze Mulch,6,,"Combines the effects of Boost Mulch, Rich Mulch, and Surprise Mulch: Causes an applied Berry patch's soil to dry quicker, increases final Berry harvest by 2 Berries, and makes Berry mutations more likely.",,FALSE,とんでもこやし,Tondemo Koyashi,Fertiprodige,Ultramulch,Fertilprodigio,Abono Insólito,기절초풍비료,Gijeolchopung Biryo,超效肥,Chāoxiào Féi / Chīuhaauh Fèih,0
Gold Leaf,2,,Can be sold for 1000.,,FALSE,きんのはっぱ,Kin no Happa,Feuille D'Or,Goldblatt,Fogliadoro,Hoja Dorada,금빛나뭇잎,Geumbit Namunnip,,,0
Spell Tag,2,,Raises the power of Ghost-type moves.,,FALSE,のろいのおふだ,Noroi no Ofuda,Rune Sort,Bannsticker,Spettrotarga,Hechizo,저주의부적,Jeojuui Bujeok,詛咒之符 / 诅咒之符,Zǔzhòu-zhī Fú / Jojau-jī Fùh,0
Tri-Pass,3,,Allows the player to travel to the first three Sevii Islands.,,FALSE,トライパス,Tri Pass,Tri-Pass,Tri-Pass,Tri-Pass,Tri-Ticket,,,,,0
Gengarite,6,,Allows Gengar to Mega Evolve into Mega Gengar.,,FALSE,ゲンガナイト,Ganganite,Ectoplasmite,Gengarnit,Gengarite,Gengarita,팬텀나이트,Penteomnite,耿鬼進化石 / 耿鬼进化石,Gěngguǐ Jìnhuà Shí / Gánggwái Jeunfa Sehk,0
Common Stone,6,,Not available without cheating. Currently has no use.,,FALSE,,,,,,,,,,,
Reply Mail,5,,Stationary for writing a reply. To be held by a Pokémon for delivery.,,FALSE,おかえしメール,Okaeshi Mail,Let. Réponse,Rückbrief,Mess. Risp.,C. Respuesta,답장메일,Dapjang Mail,回覆郵件 / 回复邮件,Huífù Yóujiàn / Wùihfūk Yàuhgín,0
Psychic Memory,7,,Makes Silvally a Psychic-type Pokémon and makes Multi-Attack a Psychic-type move.,,FALSE,サイキックメモリ,Psychic Memory,ROM Psy,Psycho-Disc,ROM Psico,Disco Psíquico,사이킥메모리,Psychic Memory,"精神記憶碟*
精神存储碟","Jīngshén Jìyìdié / Jīngsàhn Geiyīkdihp*
Jīngshén Cúnchǔdié",3
Sun Shard,3,,Allows Eevee to evolve into Espeon.,,FALSE,たいようのかけら,Taiyō no Kakera,Eclat Soleil,Sonnsplitter,Coccio Solare,Ápice Sol,,,,,0
Potion,1,,Restores 20 HP.,,FALSE,キズぐすり,Kizu Gusuri,Potion,Trank,Pozione,Poción,상처약,Sangcheo Yak,傷藥 / 伤药,Shāngyào / Sēungyeuhk,0
Beedrillite,6,,Allows Beedrill to Mega Evolve into Mega Beedrill.,,FALSE,スピアナイト,Speanite,Dardargnite,Bibornit,Beedrillite,Beedrillita,독침붕나이트,Tokchimbungnite,大針蜂進化石 / 大针蜂进化石,Dàzhēnfēng Jìnhuà Shí / Daaihjāmfūng Jeunfa Sehk,0
Ground Gem,5,,"Increases the power of the holder's first Ground-type move by 50%, and is consumed after use.",,FALSE,じめんのジュエル,Jimen no Jewel,Joyau Sol,Bodenjuwel,Bijouterra,Gema Tierra,땅주얼,Ttang Jewel,地面寶石 / 地面宝石,Dìmiàn Bǎoshí / Deihmín Bóusehk,16
Power Plant Pass,6,,Allows access to the Kalos Power Plant.,,FALSE,はつでんしょパス,Hatsudensho Pass,Passe Centrale,Kraftwerks-Pass,Pass Centrale,Pase Central,발전소패스,Baljeonso Pass,發電廠通行證 / 发电厂通行证,Fādiànchǎng Tōngxíngzhèng / Faatdihnchóng Tūnghàhngjing,0
Bluk Berry,3,,Poffin and Pokéblock ingredient.,,FALSE,ブリーのみ,Burī no Mi,Baie Remu,Morbbeere,Baccamora,Baya Oram,블리열매,Beulli Yeolmae,墨莓果,Mòméi Guǒ / Mahkmùih Gwó,0
TMs (50-100 different),1,,One-time use items that can teach moves to Pokémon.,,FALSE,,,,,,,,,,,
Mago Berry,3,,"When HP falls below 25%, restores 50% HP, but confuses Pokémon that dislike spicy food (12.5% when below 50% before Gen. VII).",,FALSE,マゴのみ,Mago no Mi,Baie Mago,Magobeere,Baccamango,Baya Ango,마고열매,Mago Yeolmae,芒芒果,Mángmáng Guǒ / Mòhngmòhng Gwó,0
Grn ID Badge,3,,One of four keys needed to unlock the north door of Realgam Tower.,,FALSE,ＩＤバッジみどり,ID Badge Midori,Passe Vert,Grüne ID-Marke,Pass Verde,Pase Verde,,,,,0
Egg Ticket,2,,Can be exchanged for the Odd Egg.,,FALSE,タマゴけん,Tamago Ken,Ticket Oeuf,Ei-Ticket,Bigl.Uovo,Ticket Huevo,,,,,0
Dusk Ball,4,,A type of Poké Ball that works especially well in dark places such as caves or at night.,,FALSE,ダークボール,Dark Ball,Sombre Ball,Finsterball,Scuro Ball,Ocaso Ball,다크볼,Dark Ball,黑暗球,Hēi'àn Qiú / Hākam Kàuh,0
Sapphire,3,,"To be given to Celio along with Ruby to set up the Network Machine of the Pokémon Network Center, allowing the player to trade with Ruby, Sapphire, and Emerald.",,FALSE,サファイア,Sapphire,Saphir,Saphir,Zaffiro,Zafiro,,,,,0
Houndoominite,6,,Allows Houndoom to Mega Evolve into Mega Houndoom.,,FALSE,ヘルガナイト,Hellganite,Démolossite,Hundemonit,Houndoomite,Houndoomita,헬가나이트,Helganite,黑魯加進化石 / 黑鲁加进化石,Hēilǔjiā Jìnhuà Shí / Hāklóuhgā Jeunfa Sehk,0
Spooky Plate,4,,Raises the power of Ghost-type moves.,,FALSE,もののけプレート,Mononoke Purēto,Plaque Fantô,Spuktafel,Lastratetra,Tabla Terror,원령플레이트,Wollyeong Plate,妖怪石板,Yāoguài Shíbǎn / Yīugwaai Sehkbáan,0
Steel Memory,7,,Makes Silvally a Steel-type Pokémon and makes Multi-Attack a Steel-type move.,,FALSE,スチールメモリ,Steel Memory,ROM Acier,Stahl-Disc,ROM Acciaio,Disco Acero,스틸메모리,Steel Memory,"鋼鐵記憶碟*
钢铁存储碟","Gāngtiě Jìyìdié / Gōngtit Geiyīkdihp*
Gāngtiě Cúnchǔdié",3
Max Elixir,1,,Restores all of a Pokémon's PP.,,FALSE,ピーピーマックス,PP Max,Max Elixir,Top-Elixier,Elisir Max,Elixir Máximo,PP맥스,PP Max,ＰＰ多項全補劑 / ＰＰ多项全补剂,PP Duōxiàng Quánbǔjì / PP Dōhohng Chyùhnbóujaih,1024
Ice Berry,2,,Heals a burn.,,FALSE,こおったきのみ,Kōtta Kino Mi,Baie Gel,Eisbeere,Bacca Ghiac.,Baya Hielo,얼은나무열매,Eoreun Namu Yeolmae,,,0
Black Glasses,2,,Raises the power of Dark-type moves.,Formatted as BlackGlasses prior to Generation VI.,FALSE,くろいメガネ,Kuroi Megane,Lunettes Noires,Schattenglas,Occhialineri,Gafas de Sol,검은안경,Geomeun An-gyeong,黑色眼鏡 / 黑色眼镜,Hēi-sè Yǎnjìng / Hāak-sīk Ngáahngeng,1152
Item Urge,5,,Causes an ally to use its held item. Wonder Launcher only.,,FALSE,アイテムコール,Item Call,Appel Objet,Itemappell,Chiamoggetto,Activaobjeto,아이템콜,Item Call,,,0
Pink Scarf,3,,Raises the Cute condition.,,FALSE,ピンクのバンダナ,Pink no Bandana,Foul. Rose,Rosa Schal,Fascia Rosa,Pañuelo Rosa,분홍밴드,Bunhong Band,粉紅頭巾 / 粉红头巾,Fěnhóng Tóujīn / Fánhùhng Tàuhgān,0
Thanks Mail,5,,Stationary designed for a thank you note. To be held by a Pokémon for delivery.,,FALSE,かんしゃメール,Kansha Mail,Lettre Merci,Dankesbrief,Mess. Grazie,C. Gracias,감사메일,Gamsa Mail,感謝郵件 / 感谢邮件,Gǎnxiè Yóujiàn / Gámjeh Yàuhgín,0
Heart Scale,3,,Exchangeable for a variety of services.,,FALSE,ハートのウロコ,Heart no Uroko,Écaille Cœur,Herzschuppe,Squama Cuore,Escama Corazón,하트비늘,Heart Bineul,心之鱗片 / 心之鳞片,Xīn-zhī Línpiàn / Sām-jī Lèuhnpin,144
Colress Machine,5,,A special device that wrings out the potential of Pokémon. It is an imperfect prototype.,Formatted as Colress MCHN prior to Generation VI.,FALSE,アクロママシーン,Achroma Machine,Nikodule,Achromat,Acrocongegno,Acromáquina,아크로마머신,Achroma Machine,阿克羅瑪機器 / 阿克罗玛机器,Ākèluómǎ Jīqì / Ahāklòhmáh Gēihei,1024
Moon Stone,1,,"Can be used to evolve Clefairy, Jigglypuff, Nidorino, Nidorina, and Skitty.",,FALSE,つきのいし,Tsuki no Ishi,Pierre Lune,Mondstein,Pietralunare,Piedra Lunar,달의돌,Dar-ui Dol,月之石,Yuè-zhī Shí / Yuht-jī Sehk,0
Devon Scuba Gear,6,,Worn while underwater.,,FALSE,デボンボンベ,Devon Bombe,Plongeur Devon,Devon-Atemgerät,Maschera Devon,Bombona Devon,데봉봄베,Devon Bombe,得文潛水裝備 / 得文潜水装备,Déwén Qiánshuǐ Zhuāngbèi / Dākmàhn Chìhmséui Jōngbeih,0
Chilan Berry,3,,Pokéblock ingredient.,,FALSE,ホズのみ,Hozu no Mi,Baie Zalis,Latchibeere,Baccacinlan,Baya Chilan,카리열매,Kari Yeolmae,燈漿果 / 燈漿果,Dēngjiāng Guǒ / Dāngjēung Gwó,0
Focus Sash,4,,Prevents a one-hit knockout.,,FALSE,きあいのタスキ,Kiai no Tasuki,Ceinture Force,Fokusgurt,Focalnastro,Banda Focus,기합의띠,Gihabui Tti,氣勢披帶 / 气势披带,Qìshì Pīdài / Heisai Pēidaai,128
Clear Bell,2,,Summons SuicuneC or Ho-OhHGOR.,,FALSE,とうめいなスズ,Tōmei-na Suzu,Glas Transparent,Klarglocke,Campana Chiara,Campana Clara,크리스탈방울,Crystal Bang-ul,透明鈴鐺 / 透明铃铛,Tòumíng Língdāng / Taumìhng Lìhngdōng,0
Sparkling Stone,7,,Given to Hala to make a Z-RingSM or Z-Power RingUSUM.,,FALSE,かがやくいし,Kagayaku Ishi,Gemme Lumière,Glitzerstein,Pietra lucente,Piedra Brillante,빛나는돌,Bichnaneun Dol,光輝石 / 光辉石,Guānghuī Shí / Gwōngfāi Sehk,0
Moon Ball,2,,A type of Poké Ball that works better on Pokémon that evolve using the Moon Stone.,,FALSE,ムーンボール,Moon Ball,Lune Ball,Mondball,Luna Ball,Luna Ball,문볼,Moon Ball,月亮球,Yuèliàng Qiú / Yuhtleuhng Kàuh,0
ID Card,3,,Permits access to a restricted elevator at the Cipher Lab.,,FALSE,ＩＤカード,ID Card,Badge,ID-Karte,Tessera,Tarjeta ID,,,,,0
Galactic Key,4,,Allows player to access the Galactic HQ in Veilstone City.,,FALSE,ギンガだんのカギ,Ginga-dan no Kagi,Clé Galaxie,G-Schlüssel,Galachiave,Ll. Galaxia,갤럭시단의 열쇠,Galaxy Dan-ui Yeolsoe,銀河隊鑰匙 / 银河队钥匙,Yínhé Duì Yàoshi / Ngàhnhòh Déui Yeuhksìh,0
God Stone,5,,Not available without cheating. Currently has no use.,,FALSE,ゴッドストーン,God Stone,,,,,,,神石,Shénshí / Sàhnsehk,1024
Coupon 3,4,,Used to obtain the Pokétch in Jubilife City.,,FALSE,ひきかえけん３,Hikikaeken 3,Bon 3,Kupon 3,Coupon 3,Cupón 3,교환권 3,Gyohwangwon 3,兌換券３ / 兑换券３,Duìhuàn Quàn 3 / Deuiwuhn Hyun 3,0
Absorb Bulb,5,,Raises the holder's Special Attack after being hit by a Water-type attack. Consumed after use.,,FALSE,きゅうこん,Kyūkon,Bulbe,Knolle,Bulbo,Tubérculo,구근,Gugeun,球根,Qiúgēn / Kàuhgān,0
Moomoo Milk,2,,Restores 100 HP.,,FALSE,モーモーミルク,Mō Mō Milk,Lait Meumeu,Kuhmuh-Milch,Latte Mumu,Leche Mu-Mu,튼튼밀크,Teunteun Milk,哞哞鮮奶 / 哞哞鲜奶,Mōumōu Xiānnǎi / Māumāu Sīnnáaih,0
Draco Plate,4,,Raises the power of Dragon-type moves.,,FALSE,りゅうのプレート,Ryuu no Purēto,Plaque Draco,Dracotafel,Lastradrakon,Tabla Draco,용의플레이트,Yong-ui Plate,龍之石板 / 龙之石板,Lóng-zhī Shíbǎn / Lùhng-jī Sehkbáan,0
Snow Mail,4,,Mail with a snow print. To be held by a Pokémon for delivery.,,FALSE,ブリザードメール,Blizzard Mail,Lettre Neige,Schneebrief,Mess. Neve,Carta Nieve,블리자드메일,Blizzard Mail,,,0
Babiri Berry,4,,Reduces damage from a super effective Steel-type move by 50%.,,FALSE,リリバのみ,Ririba no Mi,Baie Babiri,Babiribeere,Baccababiri,Baya Baribá,바리비열매,Baribi Yeolmae,霹霹果,Pīpī Guǒ / Pīkpīk Gwó,0
Polkadot Bow,2,,Raises the power of Normal-type moves.,,FALSE,みずたまりボン,Mizutama Ribbon,Ruban à Pois,Punkt-Band,Fiocco Pois,Cintalunares,물방울리본,Mulbang-ul Ribon,,,0
Gear,3,,Keeps the Pyrite Town generators going.,,FALSE,はぐるま,Haguruma,Roue Dentee,Zahnrad,Ingranaggio,Rueda,,,,,0
Voice Case 3,3,,Heals a Taillow in Agate Village.,,FALSE,こえカプセル３,Koe Capsule 3,Boite Cri 3,Stimmbox 3,Disco Verso 3,Grabación 3,,,,,0
Insect Plate,4,,Raises the power of Bug-type moves.,,FALSE,たまむしプレート,Tamamushi Purēto,Plaquinsect,Käfertafel,Lastrabaco,Tabla Bicho,비단벌레플레이트,Bidanbeolle Plate,玉蟲石板 / 玉虫石板,Yùchóng Shíbǎn / Yuhkchùhng Sehkbáan,0
Ability Urge,5,,Activates the Ability of an ally Pokémon. Wonder Launcher only.,,FALSE,スキルコール,Skill Call,Appel CapSpé,Fäh.-Appell,Chiamabilità,Habilitador,스킬콜,Skill Call,,,0
Mint Berry,2,,Awakens a sleeping Pokémon.,,FALSE,はっかのみ,Hakka no Mi,Baie Menthe,Minzbeere,Bacca Menta,Baya Menta,박하열매,Bakha Yeolmae,,,0
Coin Case,1,4,A Key Item that stores the coins collected at the local Game Corner.,,FALSE,コインケース,Coin Case,Boite Jetons,Münzkorb,Salvadanaio,Monedero,동전케이스,Dongjeon Case,代幣盒 / 代币盒,Dàibì Hé / Doihbaih Hahp,0
Coba Berry,4,,Reduces damage from a super effective Flying-type move by 50%.,,FALSE,バコウのみ,Baco no Mi,Baie Cobaba,Kobabeere,Baccababa,Baya Kouba,바코열매,Baco Yeolmae,棱瓜果,Léngguā Guǒ / Lìhnggwā Gwó,0
Choice Specs,4,,"Raises user's Special Attack, but they can only use one move.",,FALSE,こだわりメガネ,Kodawari Megane,Lunettes Choix,Wahlglas,Lentiscelta,Gafas Elegid,구애안경,Guae An-gyeong,講究眼鏡 / 讲究眼镜,Jiǎngjiù Yǎnjìng / Gónggau Ngáahngeng,128
Primarium Z,7,,Allows Primarina to upgrade Sparkling Aria to the special Z-Move Oceanic Operetta.,,FALSE,アシレーヌＺ,Ashirene-Z,Oratozélite,Primarenium Z,Primarinium Z,Primastal Z,누리레느Z,Nurireneu-Z,西獅海壬Ｚ / 西狮海壬Ｚ,Xīshīhǎirén-Z / Sāisīhóiyàhm-Z,0
Miror Radar,3,,Keeps track of Miror B.,,FALSE,ミラーボレーダー,Mirorbo Radar,Radar Disco,Queen-Radar,Discoradar,Radar Discal,,,,,0
Dragon Skull,5,,Stolen from the Nacrene Museum by a Team Plasma Grunt.,,FALSE,ドラゴンのホネ,Dragon no Hone,Crâne Dragon,Drakoschädel,Teschio,Crán. Dragón,드래곤의뼈,Dragon-yi Ppyeo,龍之骨 / 龙之骨,Lóng-zhī Gǔ / Lùhng-jī Gwāt,0
Down St. Key,3,,Allows the player to access the basement floor of the Shadow PKMN Lab.,,FALSE,ちかつうろのカギ,Chikatsūro no Kagi,Cle du Sous-Sol,Ug-Schlüssel,Chiave Sott.,Llave Sótano,,,,,0
Roto Prize Money,,,,,,おこづかいポン,Okozukai Pon,Moti-Magot,Preisgeldbon,Soldi'n'roll,Cupón Botín, ???, ???,零花錢碰碰 / 零花钱碰碰,Líng Huāqián Pèngpèng / Lìhng Fāchín Pungpung,0
Enigma Stone,4,,Allows for the capture of either Latias or Latios.,,FALSE,なぞのすいしょう,Nazo no Suishō,Mystécristal,Mytokristall,Misticristal,Misticristal,수수께끼의수정,Susukkekki-ui Sujeong,謎之水晶 / 谜之水晶,Mí-zhī Shuǐjīng / Màih-jī Séuijīng,0
Kasib Berry,4,,Lowers effectiveness of a super effective Ghost-type move.,,FALSE,カシブのみ,Kasib no Mi,Baie Sédra,Zitarzbeere,Baccacitrus,Baya Drasi,수불열매,Subul Yeolmae,佛柑果,Fógān Guǒ / Fahtgām Gwó,0
Snowball,6,,Raises the holder's Attack by one stage after being hit by an Ice-type attack. Consumed after use.,,FALSE,ゆきだま,Yukidama,Boule de Neige,Schneeball,Palla di Neve,Bola de Nieve,눈덩이,Nundeong-i,雪球,Xuěqiú / Syutkàuh,0
Rockium Z,7,,Allows a Pokémon to upgrade their Rock-type damaging moves to the Z-Move Continental Crush or upgrade their Rock-type status moves into Z-Moves. Makes Arceus a Rock-type Pokémon.,,FALSE,イワＺ,Rock-Z,Rocazélite,Petrium Z,Petrium Z,Litostal Z,바위Z,Bawi-Z,岩石Ｚ,Yánshí-Z / Ngàahmsehk-Z,0
