ID,Name,English,Japanese,Romaji,French,German,Italian,Spanish,Korean,Chinese,ID,Name,Cat_EN,Cat_JP,CAT_JP_T
679,Honedge,Sword,とうけん,Tōken,Glaive,Klingenkraft,Armabianca,Tizona,도검 Dogeom,刀劍 / 刀剑 Dāojiàn / Dōugim,679,Honedge,Sword Pokémon,とうけんポケモン,Sword Pokémon
680,Doublade,Sword,とうけん,Tōken,Glaive,Klingenkraft,Armabianca,Tizona,도검 Dogeom,刀劍 / 刀剑 Dāojiàn / Dōugim,680,Doublade,Sword Pokémon,とうけんポケモン,Sword Pokémon
681,Aegislash,Royal Sword,おうけん,Ō Ken,Noble Lame,Königsklinge,Spadareale,Espada Real,왕검 Wanggeom,王劍 / 王剑 Wángjiàn / Wòhnggim,681,Aegislash,Royal Sword Pokémon,おうけんポケモン,Royal Authority Pokémon
682,Spritzee,Perfume,こうすい,Kōsui,Fragrance,Parfüm,Profumo,Aroma,향수 Hyangsu,香水 Xiāngshuǐ / Hēungséui,682,Spritzee,Perfume Pokémon,こうすいポケモン,Perfume Pokémon
683,Aromatisse,Fragrance,ほうこう,Hōkō,Parfum,Duft,Fragranza,Fragancia,방향 Banghyang,芳香 Fāngxiāng / Fōnghēung,683,Aromatisse,Fragrance Pokémon,ほうこうポケモン,Fragrance Pokémon
684,Swirlix,Cotton Candy,わたあめ,Watāme,Confiserie,Zuckerwatte,Zuccherino,Chuchería,솜사탕 Somsatang,棉花糖 Miánhuātáng / Mìhnfātóng,684,Swirlix,Cotton Candy Pokémon,わたあめポケモン,Cotton Candy Pokémon
685,Slurpuff,Meringue,ホイップ,Hoippu,Mousseline,Schlagsahne,Panna,Nata,휩 Whip,泡沫奶油 Pàomònǎiyóu / Pāaumutnāaiyàuh,685,Slurpuff,Meringue Pokémon,ホイップポケモン,Whipped Cream Pokémon
686,Inkay,Revolving,かいてん,Kaiten,Rotation,Rotation,Volteggio,Rotación,회전 Hoejeon,回轉 / 回转 Huízhuǎn / Wùihjyún,686,Inkay,Revolving Pokémon,かいてんポケモン,Rotation Pokémon
687,Malamar,Overturning,ぎゃくてん,Gyakuten,Révolution,Inversion,Giravolta,Revolución,역전 Yeokjeon,倒轉 / 倒转 Dàozhuǎn / Dóujyún,687,Malamar,Overturning Pokémon,ぎゃくてんポケモン,Reversal Pokémon
688,Binacle,Two-Handed,ふたて,Futate,Bimane,Krallenduo,Bimano,Dos Manos,두손 Du Son,雙手 / 双手 Shuāngshǒu / Sēungsáu,688,Binacle,Two-Handed Pokémon,ふたてポケモン,Two Groups Pokémon
689,Barbaracle,Collective,しゅうごう,Shūgō,Assemblage,Ballung,Aggregato,Combinación,집합 Jiphap,集合 Jíhé / Jaahpgap,689,Barbaracle,Collective Pokémon,しゅうごうポケモン,Gathering Pokémon
690,Skrelp,Mock Kelp,クサモドキ,Kusamodoki,Simulalgue,Tangmimikry,Similalga,Pseudoalga,풀모방 Pulmobang,似草 Sìcǎo / Chíhchóu,690,Skrelp,Mock Kelp Pokémon,クサモドキポケモン,Pseudo Grass Pokémon
691,Dragalge,Mock Kelp,クサモドキ,Kusamodoki,Simulalgue,Tangmimikry,Similalga,Pseudoalga,풀모방 Pulmobang,似草 Sìcǎo / Chíhchóu,691,Dragalge,Mock Kelp Pokémon,クサモドキポケモン,Pseudo Grass Pokémon
692,Clauncher,Water Gun,みずでっぽう,Mizudeppō,Lance à Eau,Aquapistole,Zampillo,Proyectagua,물대포 Mul Daepo,水槍 / 水枪 Shuǐqiāng / Séuichēung,692,Clauncher,Water Gun Pokémon,みずでっぽうポケモン,Water Gun Pokémon
693,Clawitzer,Howitzer,ランチャー,Ranchā,Blaster,Aquawumme,Acqualancio,Lanzachorro,런처 Launcher,發射器 / 发射器 Fāshèqì / Faatyehhei,693,Clawitzer,Howitzer Pokémon,ランチャーポケモン,Launcher Pokémon
694,Helioptile,Generator,はつでん,Hatsuden,Générateur,Generator,Generatore,Generador,발전 Baljeon,發電 / 发电 Fādiàn / Faatdihn,694,Helioptile,Generator Pokémon,はつでんポケモン,Generator Pokémon
695,Heliolisk,Generator,はつでん,Hatsuden,Générateur,Generator,Generatore,Generador,발전 Baljeon,發電 / 发电 Fādiàn / Faatdihn,695,Heliolisk,Generator Pokémon,はつでんポケモン,Generator Pokémon
696,Tyrunt,Royal Heir,ようくん,Yōkun,Prince,Kronprinz,Principino,Heredero,유군 Yugun,幼君 Yòujūn / Yaugwān,696,Tyrunt,Royal Heir Pokémon,ようくんポケモン,Young Lord Pokémon
697,Tyrantrum,Despot,ぼうくん,Bōkun,Tyran,Tyrann,Tiranno,Tirano,폭군 Pokgun,暴君 Bàojūn / Bouhgwān,697,Tyrantrum,Despot Pokémon,ぼうくんポケモン,Tyrant Pokémon
698,Amaura,Tundra,ツンドラ,Tsundora,Toundra,Tundra,Tundra,Tundra,툰드라 Tundra,凍原 / 冻原 Dòngyuán / Dūngyùhn,698,Amaura,Tundra Pokémon,ツンドラポケモン,Tundra Pokémon
699,Aurorus,Tundra,ツンドラ,Tsundora,Toundra,Tundra,Tundra,Tundra,툰드라 Tundra,凍原 / 冻原 Dòngyuán / Dūngyùhn,699,Aurorus,Tundra Pokémon,ツンドラポケモン,Tundra Pokémon
700,Sylveon,Intertwining,むすびつき,Musubitsuki,Attachant,Bindung,Legame,Vínculo,연결 Yeon-gyeol,連結 / 连结 Liánjié / Lìhngit,700,Sylveon,Intertwining Pokémon,むすびつきポケモン,Association Pokémon
701,Hawlucha,Wrestling,レスリング,Resuringu,Catcheur,Wrestling,Lottalibera,Lucha Libre,레슬링 Wrestling,摔角 Shuāijiǎo / Sēuigok,701,Hawlucha,Wrestling Pokémon,レスリングポケモン,Wrestling Pokémon
702,Dedenne,Antenna,アンテナ,Antena,Antenne,Antennen,Antenna,Antenas,안테나 Antenna,天線 / 天线 Tiānxiàn / Tīnsin,702,Dedenne,Antenna Pokémon,アンテナポケモン,Antenna Pokémon
703,Carbink,Jewel,ほうせき,Hōseki,Joyau,Edelstein,Gemma,Joya,보석 Boseok,寶石 / 宝石 Bǎoshí / Bóudaam,703,Carbink,Jewel Pokémon,ほうせきポケモン,Jewel Pokémon
704,Goomy,Soft Tissue,なんたい,Nantai,Mollusque,Schneckedei,Mollusco,Molusco,연체 Yeonche,軟體生物 / 软体生物 Ruǎntǐshēngwù / Yúhntáisāangmaht,704,Goomy,Soft Tissue Pokémon,なんたいポケモン,Soft Body Pokémon
705,Sliggoo,Soft Tissue,なんたい,Nantai,Mollusque,Schneckedei,Mollusco,Molusco,연체 Yeonche,軟體生物 / 软体生物 Ruǎntǐshēngwù / Yúhntáisāangmaht,705,Sliggoo,Soft Tissue Pokémon,なんたいポケモン,Soft Body Pokémon
706,Goodra,Dragon,ドラゴン,Doragon,Dragon,Drache,Drago,Dragón,드래곤 Dragon,龍 / 龙 Lóng / Lùhng,706,Goodra,Dragon Pokémon,ドラゴンポケモン,Dragon Pokémon
707,Klefki,Key Ring,かぎたば,Kagitaba,Trousseau,Schlüssel,Glitch,Llavero,열쇠꾸러미 Yeolsoe Kkureomi,鑰匙串 / 钥匙串 Yàoshichuàn / Yeuhkchìhchyun,707,Klefki,Key Ring Pokémon,かぎたばポケモン,Key Ring Pokémon
708,Phantump,Stump,きりかぶ,Kirikabu,Souche,Baumstumpf,Ceppo,Tocón,그루터기 Geuruteogi,樹樁 / 树桩 Shùzhuāng / Syuhjōng,708,Phantump,Stump Pokémon,きりかぶポケモン,Stump Pokémon
709,Trevenant,Elder Tree,ろうぼく,Rōboku,Vieillarbre,Urgehölz,Alberantico,Árbol Viejo,고목 Gomok,老樹 / 老树 Lǎoshù / Lóuhsyuh,709,Trevenant,Elder Tree Pokémon,ろうぼくポケモン,Old Tree Pokémon
710,Pumpkaboo,Pumpkin,かぼちゃ,Kabocha,Citrouille,Kürbis,Zucca,Calabaza,호박 Hobak,南瓜 Nánguā / Nàahmgwā,710,Pumpkaboo,Pumpkin Pokémon,かぼちゃポケモン,Pumpkin Pokémon
711,Gourgeist,Pumpkin,かぼちゃ,Kabocha,Citrouille,Kürbis,Zucca,Calabaza,호박 Hobak,南瓜 Nánguā / Nàahmgwā,711,Gourgeist,Pumpkin Pokémon,かぼちゃポケモン,Pumpkin Pokémon
712,Bergmite,Ice Chunk,ひょうかい,Hyō Kai,Glaçon,Eisklumpen,Ghiacciolo,Témpano,얼음덩이 Eoreum Deong-i,冰塊 / 冰块 Bīngkuài / Bīngfaai,712,Bergmite,Ice Chunk Pokémon,ひょうかいポケモン,Ice Floe Pokémon
713,Avalugg,Iceberg,ひょうざん,Hyōzan,Iceberg,Eisberg,Iceberg,Iceberg,빙산 Bingsan,冰山 Bīngshān / Bīngsāan,713,Avalugg,Iceberg Pokémon,ひょうざんポケモン,Iceberg Pokémon
714,Noibat,Sound Wave,おんぱ,Onpa,Ondes,Schallwellen,Ondasonora,Onda Sónica,음파 Eumpa,音波 Yīnbō / Yāmbō,714,Noibat,Sound Wave Pokémon,おんぱポケモン,Sound Wave Pokémon
715,Noivern,Sound Wave,おんぱ,Onpa,Ondes,Schallwellen,Ondasonora,Onda Sónica,음파 Eumpa,音波 Yīnbō / Yāmbō,715,Noivern,Sound Wave Pokémon,おんぱポケモン,Sound Wave Pokémon
716,Xerneas,Life,せいめい,Seimei,Existence,Leben,Creazione,Creación,생명 Saengmyeong,生命 Shēngmìng / Sāangmehng,716,Xerneas,Life Pokémon,せいめいポケモン,Life Pokémon
717,Yveltal,Destruction,はかい,Hakai,Annihilation,Zerstörung,Distruzione,Destrucción,파괴 Pagoe,破壞 / 破坏 Pòhuài / Powaaih,717,Yveltal,Destruction Pokémon,はかいポケモン,Destruction Pokémon
718,Zygarde,Order,ちつじょ,Chitsujo,Équilibre,Ordnung,Equilibrio,Equilibrio,질서 Jilseo,秩序 Zhìxù / Dihtjeuih,718,Zygarde,Order Pokémon,ちつじょポケモン,Order Pokémon
719,Diancie,Jewel,ほうせき,Hōseki,Joyau,Edelstein,Gemma,Joya,보석 Boseok,寶石 / 宝石 Bǎoshí / Bóudaam,719,Diancie,Jewel Pokémon,ほうせきポケモン,Jewel Pokémon
720,Hoopa Confined,Mischief,いたずら,Itazura,Chenapan,Schabernack,Birba,Travesura,장난 Jangnan,頑童 / 顽童 Wántóng / Wàahntùhng,720,Hoopa Confined,Mischief Pokémon,いたずらポケモン,Mischief Pokémon
720,Hoopa Unbound,Djinn,まじん,Majin,Djinn,Plagegeist,Genio,Genio Burlón,마신 Masin,魔神 Móshén / Mōsān,720,Hoopa Unbound,Djinn Pokémon,まじんポケモン,Majin Pokémon
721,Volcanion,Steam,スチーム,Suchīmu,Vapeur,Dampf,Vapore,Vapor,스팀 Steam,蒸汽 Zhēngqì / Jīnghei,721,Volcanion,Steam Pokémon,スチームポケモン,Steam Pokémon
722,Rowlet,Grass Quill,くさばね,Kusabane,Plumefeuille,Laubflügel,Aliderba,Pluma Hoja,풀깃 Pulgit,草羽 Cǎoyǔ / Chóuyúh,722,Rowlet,Grass Quill Pokémon,くさばねポケモン,Grass Feather Pokémon
723,Dartrix,Blade Quill,はばね,Habane,Plum'acérée,Flügelklinge,Piumaffilata,Pluma Filo,칼날깃 Kallalgit,刃羽 Rènyǔ / Yahnyúh,723,Dartrix,Blade Quill Pokémon,はばねポケモン,Blade Feather Pokémon
724,Decidueye,Arrow Quill,やばね,Yabane,Plumeflèche,Pfeilflügel,Alifreccia,Pluma Flecha,화살깃 Hwasalgit,箭羽 Jiànyǔ / Jinyúh,724,Decidueye,Arrow Quill Pokémon,やばねポケモン,Arrow Feather Pokémon
725,Litten,Fire Cat,ひねこ,Hineko,Chat Feu,Feuerkatze,Pirofelino,Gato Fuego,불고양이 Bulgoyang-i,火貓 / 火猫 Huǒmāo / Fómāau,725,Litten,Fire Cat Pokémon,ひねこポケモン,Fire Cat Pokémon
726,Torracat,Fire Cat,ひねこ,Hineko,Chat Feu,Feuerkatze,Pirofelino,Gato Fuego,불고양이 Bulgoyang-i,火貓 / 火猫 Huǒmāo / Fómāau,726,Torracat,Fire Cat Pokémon,ひねこポケモン,Fire Cat Pokémon
727,Incineroar,Heel,ヒール,Hīru,Catcheur,Fiesling,Colpibassi,Rudo,힐 Hil,反派 Fǎnpài / Fāanpāai,727,Incineroar,Heel Pokémon,ヒールポケモン,Heel Pokémon
728,Popplio,Sea Lion,あしか,Ashika,Otarie,Seehund,Otaria,León Marino,강치 Gangchi,海獅 / 海狮 Hǎishī / Hóisī,728,Popplio,Sea Lion Pokémon,あしかポケモン,Sea Lion Pokémon
729,Brionne,Pop Star,アイドル,Idol,Starlette,Popsternchen,Pop Star,Fama,아이돌 Idol,偶像 Ǒuxiàng / Ngáuhjeuhng,729,Brionne,Pop Star Pokémon,アイドルポケモン,Idol Pokémon
730,Primarina,Soloist,ソリスト,Sorisuto,Soliste,Solist,Solista,Solista,솔리스트 Solliseuteu,獨唱者 / 独唱者 Dúchàngzhě / Duhkcheungjé,730,Primarina,Soloist Pokémon,ソリストポケモン,Soloist Pokémon
731,Pikipek,Woodpecker,きつつき,Kitsutsuki,Pivert,Specht,Picchio,Carpintero,딱따구리 Ttakttaguri,啄木鳥 / 啄木鸟 Zhuómùniǎo / Deukmuhkníuh,731,Pikipek,Woodpecker Pokémon,きつつきポケモン,Woodpecker Pokémon
732,Trumbeak,Bugle Beak,ラッパぐち,Rappa Guchi,Bec Clairon,Trompete,Trombecco,Trompeta,나팔입 Naparip,喇叭喙 Lǎbāhuì / Lābāfui,732,Trumbeak,Bugle Beak Pokémon,ラッパぐちポケモン,Bugle Beak Pokémon
733,Toucannon,Cannon,おおづつ,Ōzutsu,Canon,Kanone,Cannone,Cañón,대포 Daepo,銃炮 / 铳炮 Chòngpào / Chungbāau,733,Toucannon,Cannon Pokémon,おおづつポケモン,Cannon Pokémon
734,Yungoos,Loitering,うろつき,Urotsuki,Patrouille,Patrouille,Pattuglia,Patrulla,순회 Sunhoe,巡迴 / 巡回 Xúnhuí / Chèuhnwùih,734,Yungoos,Loitering Pokémon,うろつきポケモン,Prowling Pokémon
735,Gumshoos,Stakeout,はりこみ,Harikomi,Filature,Beschattung,Sorveglianza,Vigilante,잠복 Jambok,監視 / 蹲守 Jiānshì / Dūnshǒu / Gāamsih,735,Gumshoos,Stakeout Pokémon,はりこみポケモン,Stakeout Pokémon
736,Grubbin,Larva,ようちゅう,Yōchū,Larve,Larve,Coleolarva,Pupa,유충 Yuchung,幼蟲 / 幼虫 Yòuchóng / Yauchùhng,736,Grubbin,Larva Pokémon,ようちゅうポケモン,Larva Pokémon
737,Charjabug,Battery,バッテリー,Battery,Batterie,Batterie,Batteria,Batería,배터리 Battery,蓄電池 / 蓄电池 Xùdiànchí / Chūkdihnchìh,737,Charjabug,Battery Pokémon,バッテリーポケモン,Battery Pokémon
738,Vikavolt,Stag Beetle,くわがた,Kuwagata,Scarabée,Kneifkäfer,Cervolante,Escarabajo,뿔집게 Ppuljipge,鍬形蟲 / 锹形虫 Qiāoxíng Chóng / Chīuyìhng Chùhng,738,Vikavolt,Stag Beetle Pokémon,くわがたポケモン,Stag Beetle Pokémon
739,Crabrawler,Boxing,けんとう,Kentō,Boxeur,Boxkampf,Pugile,Púgil,권투 Gwontu,拳鬥 / 拳斗 Quándòu / Kyùhndau,739,Crabrawler,Boxing Pokémon,けんとうポケモン,Boxing Pokémon
740,Crabominable,Woolly Crab,けがに,Kegani,Crabe Velu,Fellkrabbe,Peligranchio,Cangrejopelo,털게 Teolge,毛蟹 Máoxiè / Mòuhháaih,740,Crabominable,Woolly Crab Pokémon,けがにポケモン,Horsehair Crab Pokémon
741,Oricorio,Dancing,ダンス,Dance,Danse,Tanz,Danza,Danza,댄스 Dance,舞蹈 Wǔdào / Wǔdǎo / Móuhdouh,741,Oricorio,Dancing Pokémon,ダンスポケモン,Dance Pokémon
742,Cutiefly,Bee Fly,ツリアブ,Tsuriabu,Bombyle,Hummelfliege,Bombilide,Mosca Abeja,재니등에 Jaenideung-e,蜂虻 Fēngméng / Fūngmòhng,742,Cutiefly,Bee Fly Pokémon,ツリアブポケモン,Bee Fly Pokémon
743,Ribombee,Bee Fly,ツリアブ,Tsuriabu,Bombyle,Hummelfliege,Bombilide,Mosca Abeja,재니등에 Jaenideung-e,蜂虻 Fēngméng / Fūngmòhng,743,Ribombee,Bee Fly Pokémon,ツリアブポケモン,Bee Fly Pokémon
744,Rockruff,Puppy,こいぬ,Koinu,Chiot,Hund,Cagnolino,Perrito,강아지 Gang-aji,小狗 Xiǎogǒu / Síugáu,744,Rockruff,Puppy Pokémon,こいぬポケモン,Puppy Pokémon
745,Lycanroc,Wolf,オオカミ,Ōkami,Loup,Wolf,Lupo,Lobo,늑대 Neukdae,狼 Láng / Lòhng,745,Lycanroc,Wolf Pokémon,オオカミポケモン,Wolf Pokémon
746,Wishiwashi,Small Fry,こざかな,Kozakana,Minipoisson,Kleinfisch,Pesciolino,Pececillo,잔물고기 Janmulgogi,小魚 / 小鱼 Xiǎoyú / Síuyú,746,Wishiwashi,Small Fry Pokémon,こざかなポケモン,Small Fish Pokémon
747,Mareanie,Brutal Star,ヒトデナシ,Hitodenashi,Cruel,Quäl-Stern,Stellatroce,Estrellatroz,깨비사리 Kkaebisari,非星 Fēixīng / Fēisēng,747,Mareanie,Brutal Star Pokémon,ヒトデナシポケモン,Brutal Pokémon
748,Toxapex,Brutal Star,ヒトデナシ,Hitodenashi,Cruel,Quäl-Stern,Stellatroce,Estrellatroz,깨비사리 Kkaebisari,非星 Fēixīng / Fēisēng,748,Toxapex,Brutal Star Pokémon,ヒトデナシポケモン,Brutal Pokémon
749,Mudbray,Donkey,うさぎうま,Usagiuma,Âne,Packesel,Ciuconiglio,Asno,당나귀 Dangnagwi,驢 / 驴 Lǘ / Lèuih,749,Mudbray,Donkey Pokémon,うさぎうまポケモン,Donkey Pokémon
750,Mudsdale,Draft Horse,ばんば,Banba,Cheval Trait,Zugpferd,Fortequino,Caballo Tiro,만마 Manma,挽馬 / 挽马 Wǎnmǎ / Wáahnmáh,750,Mudsdale,Draft Horse Pokémon,ばんばポケモン,Draft Horse Pokémon
751,Dewpider,Water Bubble,すいほう,Suihō,Aquabulle,Wasserblase,Bolladacqua,Pompa,수포 Supo,水泡 Shuǐpào / Séuipāau,751,Dewpider,Water Bubble Pokémon,すいほうポケモン,Water Bubble Pokémon
752,Araquanid,Water Bubble,すいほう,Suihō,Aquabulle,Wasserblase,Bolladacqua,Pompa,수포 Supo,水泡 Shuǐpào / Séuipāau,752,Araquanid,Water Bubble Pokémon,すいほうポケモン,Water Bubble Pokémon
753,Fomantis,Sickle Grass,かまくさ,Kama Kusa,Fauch'Herbe,Grassichel,Mantiderba,Filo Hoja,풀사마귀 Pul Samagwi,鐮草 / 镰草 Liáncǎo / Lìhmchóu,753,Fomantis,Sickle Grass Pokémon,かまくさポケモン,Sickle Grass Pokémon
754,Lurantis,Bloom Sickle,はなかま,Hana Kama,Fauch'Fleur,Blumensichel,Mantifiore,Filo Flor,꽃사마귀 Kkot Samagwi,花鐮 / 花镰 Huālián / Fālìhm,754,Lurantis,Bloom Sickle Pokémon,はなかまポケモン,Flower Sickle Pokémon
755,Morelull,Illuminating,はっこう,Hakkō,Luminescent,Lumineszenz,Luminescenza,Luminiscente,발광 Balgwang,發光 / 发光 Fāguāng / Faatgwōng,755,Morelull,Illuminating Pokémon,はっこうポケモン,Luminescence Pokémon
756,Shiinotic,Illuminating,はっこう,Hakkō,Luminescent,Lumineszenz,Luminescenza,Luminiscente,발광 Balgwang,發光 / 发光 Fāguāng / Faatgwōng,756,Shiinotic,Illuminating Pokémon,はっこうポケモン,Luminescence Pokémon
757,Salandit,Toxic Lizard,どくトカゲ,Doku Tokage,Toxilézard,Giftechse,Lucertossina,Lagartoxina,독도마뱀 Dokdo Mabaem,毒蜥 Dúxī / Duhksīk,757,Salandit,Toxic Lizard Pokémon,どくトカゲポケモン,Poison Lizard Pokémon
758,Salazzle,Toxic Lizard,どくトカゲ,Doku Tokage,Toxilézard,Giftechse,Lucertossina,Lagartoxina,독도마뱀 Dokdo Mabaem,毒蜥 Dúxī / Duhksīk,758,Salazzle,Toxic Lizard Pokémon,どくトカゲポケモン,Poison Lizard Pokémon
759,Stufful,Flailing,じたばた,Jitabata,Gigoteur,Wildfang,Bizzoso,Rabieta,바둥바둥 Badungbadung,抓狂 Zhuākuáng / Jáaukwòhng,759,Stufful,Flailing Pokémon,じたばたポケモン,Flailing Pokémon
760,Bewear,Strong Arm,ごうわん,Gōwan,Biscoteaux,Kraftarme,Fortebraccio,Brazo Fuerte,강한완력 Ganghanwanryeok,強臂 / 强臂 Qiángbì / Kéuhngbei,760,Bewear,Strong Arm Pokémon,ごうわんポケモン,Strong Arm Pokémon
761,Bounsweet,Fruit,フルーツ,Furūtsu,Fruit,Obst,Frutto,Fruto,후르츠 Hureucheu,水果 Shuǐguǒ / Séuigwó,761,Bounsweet,Fruit Pokémon,フルーツポケモン,Fruit Pokémon
762,Steenee,Fruit,フルーツ,Furūtsu,Fruit,Obst,Frutto,Fruto,후르츠 Hureucheu,水果 Shuǐguǒ / Séuigwó,762,Steenee,Fruit Pokémon,フルーツポケモン,Fruit Pokémon
763,Tsareena,Fruit,フルーツ,Furūtsu,Fruit,Obst,Frutto,Fruto,후르츠 Hureucheu,水果 Shuǐguǒ / Séuigwó,763,Tsareena,Fruit Pokémon,フルーツポケモン,Fruit Pokémon
764,Comfey,Posy Picker,はなつみ,Hanatsumi,Tressefleur,Blumenkranz,Ghirlanda,Recogeflores,꽃따기 Kkot Ttagi,摘花 Zhāihuā / Jaahkfā,764,Comfey,Posy Picker Pokémon,はなつみポケモン,Flower Picker Pokémon
765,Oranguru,Sage,けんじゃ,Kenja,Grand Sage,Weisheit,Saggio,Sabio,현자 Hyeonja,賢者 / 贤者 Xiánzhě / Yìhnjé,765,Oranguru,Sage Pokémon,けんじゃポケモン,Sage Pokémon
766,Passimian,Teamwork,れんけい,Renkei,Coopération,Teamwork,Giocosquadra,Cooperación,연게 Yeongye,配合 Pèihé / Puihahp,766,Passimian,Teamwork Pokémon,れんけいポケモン,Cooperation Pokémon
767,Wimpod,Turn Tail,そうこう,Sōkō,Cavaleur,Laufschritt,Lestopode,Huidizo,주행 Juhaeng,疾行 Jíxíng / Jaahthàhng,767,Wimpod,Turn Tail Pokémon,そうこうポケモン,Bustling Pokémon
768,Golisopod,Hard Scale,そうこう,Sōkō,Blindé,Rüstung,Blindato,Blindaje,장갑 Janggap,裝甲 / 装甲 Zhuāngjiǎ / Jōnggaap,768,Golisopod,Hard Scale Pokémon,そうこうポケモン,Armored Pokémon
769,Sandygast,Sand Heap,すなやま,Suna Yama,Pâtéd'Sable,Sandhaufen,Montesabbia,Montearena,모래산 Moraesan,沙丘 Shāqiū / Sāyāu,769,Sandygast,Sand Heap Pokémon,すなやまポケモン,Sand Pile Pokémon
770,Palossand,Sand Castle,すなのしろ,Suna no Shiro,Châtod'Sable,Sandschloss,Castelsabbia,Castiarena,모래성 Moraeseong,沙堡 Shābǎo / Sābóu,770,Palossand,Sand Castle Pokémon,すなのしろポケモン,Sand Castle Pokémon
771,Pyukumuku,Sea Cucumber,なまこ,Namako,Holothurie,Seegurke,Oloturia,Pepino Mar,해삼 Haesam,海參 / 海参 Hǎishēn / Hóisām,771,Pyukumuku,Sea Cucumber Pokémon,なまこポケモン,Sea Cucumber Pokémon
772,Type: Null,Synthetic,じんこう,Jinkō,Multigénome,Modifikation,Multigene,Multigénico,인공 In-gong,人工 Réngōng / Yàhngūng,772,Type: Null,Synthetic Pokémon,じんこうポケモン,Man-made Pokémon
773,Silvally,Synthetic,じんこう,Jinkō,Multigénome,Modifikation,Multigene,Multigénico,인공 In-gong,人工 Réngōng / Yàhngūng,773,Silvally,Synthetic Pokémon,じんこうポケモン,Man-made Pokémon
774,Minior,Meteor,ながれぼし,Nagareboshi,Météore,Meteor,Meteora,Meteoro,유성 Yuseong,流星 Liúxīng / Làuhsīng,774,Minior,Meteor Pokémon,ながれぼしポケモン,Meteor Pokémon
775,Komala,Drowsing,ゆめうつつ,Yumeutsutsu,Rêveur,Halbschlaf,Dormiveglia,Duermevela,꿈결 Kkumgyeol,半夢半醒 / 半梦半醒 Bànmèngbànxǐng / Bunmuhngbunsíng,775,Komala,Drowsing Pokémon,ゆめうつつポケモン,Trance Pokémon
776,Turtonator,Blast Turtle,ばくはつがめ,Bakuhatsu Game,Tortue Boum,Knallkröte,Tartabomba,Tortugabomba,폭발거북 Pokbalgeobuk,爆炸龜 / 爆炸龟 Bàozhàguī / Baaujagwāi,776,Turtonator,Blast Turtle Pokémon,ばくはつがめポケモン,Explosion Turtle Pokémon
777,Togedemaru,Roly-Poly,まるまり,Maru Mari,Roulenboule,Einigler,Ricciopalla,Bolita,동글동글 Donggeuldonggeul,蜷縮 / 蜷缩 Quánsuō / Kyùhnsūk,777,Togedemaru,Roly-Poly Pokémon,まるまりポケモン,Circle Ball Pokémon
778,Mimikyu,Disguise,ばけのかわ,Bakenokawa,Fantômasque,Kostümspuk,Fantasmanto,Disfraz,탈 Tal,畫皮 / 画皮 Huàpí / Wápèih,778,Mimikyu,Disguise Pokémon,ばけのかわポケモン,Disguise Pokémon
779,Bruxish,Gnash Teeth,はぎしり,Hagishiri,Grincedent,Knirschzahn,Sfregadenti,Rechinante,이갈기 Igalgi,磨牙 Móyá / Mòh'ngàh,779,Bruxish,Gnash Teeth Pokémon,はぎしりポケモン,Bruxism Pokémon
780,Drampa,Placid,ゆうゆう,Yūyū,Nonchalant,Gelassenheit,Tuttacalma,Sosiego,느긋누긋 Neugeunnugeut,悠遊 Yōuyóu / Yāuyàuh,780,Drampa,Placid Pokémon,ゆうゆうポケモン,Calm Pokémon
781,Dhelmise,Sea Creeper,もくず,Mokuzu,Varech,Seetang,Brandellalga,Alga Ancla,해초조각 Haechojogak,碎藻 Suìzǎo / Seuijóu,781,Dhelmise,Sea Creeper Pokémon,もくずポケモン,Seaweed Pokémon
782,Jangmo-o,Scaly,うろこ,Uroko,Écailles,Schuppentier,Squama,Escamas,비늘 Bineul,鱗片 / 鳞片 Línpiàn / Lèuhnpín,782,Jangmo-o,Scaly Pokémon,うろこポケモン,Scale Pokémon
783,Hakamo-o,Scaly,うろこ,Uroko,Écailles,Schuppentier,Squama,Escamas,비늘 Bineul,鱗片 / 鳞片 Línpiàn / Lèuhnpín,783,Hakamo-o,Scaly Pokémon,うろこポケモン,Scale Pokémon
784,Kommo-o,Scaly,うろこ,Uroko,Écailles,Schuppentier,Squama,Escamas,비늘 Bineul,鱗片 / 鳞片 Línpiàn / Lèuhnpín,784,Kommo-o,Scaly Pokémon,うろこポケモン,Scale Pokémon
785,Tapu Koko,Land Spirit,とちがみ,Tochi Gami,Tutélaire,Schutzpatron,Nume Locale,Dios Nativo,토속신 Tosoksin,土地神 Tǔdì Shén / Tóudeih Sàhn,785,Tapu Koko,Land Spirit Pokémon,とちがみポケモン,Land Spirit Pokémon
786,Tapu Lele,Land Spirit,とちがみ,Tochi Gami,Tutélaire,Schutzpatron,Nume Locale,Dios Nativo,토속신 Tosoksin,土地神 Tǔdì Shén / Tóudeih Sàhn,786,Tapu Lele,Land Spirit Pokémon,とちがみポケモン,Land Spirit Pokémon
787,Tapu Bulu,Land Spirit,とちがみ,Tochi Gami,Tutélaire,Schutzpatron,Nume Locale,Dios Nativo,토속신 Tosoksin,土地神 Tǔdì Shén / Tóudeih Sàhn,787,Tapu Bulu,Land Spirit Pokémon,とちがみポケモン,Land Spirit Pokémon
