Name,Dex,Dex_Suffix,Alt,Item,Class,LDex,LDex_Suffix,Type,Type2,Gender_Ratio,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,WeightLbs,WeightKg,Experience type,Body,Type1,Gen,Color,Group,Base friendship,EvolutionLevel,Call_Rate_SM,Call_Rate_USUM,Ability 1,Ability 2,Hidden,Star,Habitat,Page,Ft,In,HeightM
Darkrai,491,,,,,,,Dark,,GU,Undiscovered,—,120,,,30855,30840,30720,111.3,50.5,Slow,"Pokémon with a bipedal, tailless form",Dark,4,Black,I,0,,,,Bad Dreams,,,0,,,4,11,1.5
Pikachu,25,,,,Partner Cap,25,,Electric,,1:1,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,Pokémon with a quadruped body,Electric,1,Yellow,D,70,,,,Static,,Lightning Rod,0,Forest,7,1,4,0.4
Hydreigon,635,,,,,141,,Dark,Dragon,1:1,Dragon,—,40,,,,10280,10240,352.7,160,Slow,"Pokémon with a bipedal, tailed form",Dark,5,Blue,,35,,,,Levitate,,,0,,,5,11,1.8
Maractus,556,,,,,62,,Grass,,1:1,Grass,—,20,,,,5140,5120,61.7,28,Medium Fast,Pokémon consisting of a head and a base,Grass,5,Green,,70,,,,Water Absorb,Chlorophyll,Storm Drain,0,,,3,3,1
Lillipup,506,,,,,12,,Normal,,1:1,Field,—,15,,,,3855,3840,9,4.1,Medium Slow,Pokémon with a quadruped body,Normal,5,Brown,,70,16,,,Vital Spirit,Pickup,Run Away,0,,,1,4,0.4
Gallade,475,,,,,160,,Psychic,Fighting,0:1,Amorphous,—,20,,,5355,5140,5120,114.6,52,Slow,"Pokémon with a bipedal, tailless form",Psychic,4,White,F,35,,,,Steadfast,,Justified,0,,,5,3,1.6
Servine,496,,,,,2,,Grass,,1:7,Field,Grass,20,,,,5140,5120,35.3,16,Medium Slow,"Pokémon with a bipedal, tailed form",Grass,5,Green,,70,36,,,Overgrow,,Contrary,0,,,2,7,0.8
Toxicroak,454,,,,,130,,Poison,Fighting,1:1,Human-Like,—,20,,,5355,5140,5120,97.9,44.4,Medium Fast,"Pokémon with a bipedal, tailless form",Poison,4,Blue,F,70,,,,Anticipation,Dry Skin,Poison Touch,0,,,4,3,1.3
Qwilfish,211,,,,,163,,Water,Poison,1:1,Water 2,—,20,5120,5376,5355,5140,5120,8.6,3.9,Medium Fast,Pokémon with fins,Water,2,Gray,C,70,,,,Poison Point,Swift Swim,Intimidate,0,Sea,7,1,8,0.5
Mareep,179,,,,,53,,Electric,,1:1,Monster,Field,20,5120,5376,5355,5140,5120,17.2,7.8,Medium Slow,Pokémon with a quadruped body,Electric,2,White,F,70,15,,,Static,,Plus,0,Grassland,11,2,0,0.6
Arceus,493,,,,Type: Poison,,,Normal,,GU,Undiscovered,—,120,,,30855,30840,30720,705.5,320,Slow,Pokémon with a quadruped body,Normal,4,White,,0,,,,Multitype,,,0,,,10,6,3.2
Tapu Fini,788,,,,,288,,Water,Fairy,GU,Undiscovered,—,15,,,,,3840,46.7,21.2,Slow,Pokémon consisting of a head and arms,Water,7,Purple,,70,,,,Misty Surge,,Telepathy,0,,,4,3,1.3
Minior,774,Y,,,Meteor Form,213,,Rock,Flying,G,Mineral,—,25,,,,,6400,88.2,40,Medium Slow,Pokémon consisting of only a head,Rock,7,Yellow,,70,,,,Shields Down,,,0,,,1,0,0.3
Keldeo,647,,,,Ordinary Form,153,,Water,Fighting,GU,Undiscovered,—,80,,,,20560,20480,106.9,48.5,Slow,Pokémon with a quadruped body,Water,5,Yellow,,35,,,,Justified,,,0,,,4,7,1.4
Tapu Koko,785,,,,,285,,Electric,Fairy,GU,Undiscovered,—,15,,,,,3840,45.2,20.5,Slow,Pokémon consisting of a head and arms,Electric,7,Yellow,,70,,,,Electric Surge,,Telepathy,0,,,5,11,1.8
Grubbin,736,,,,,27,,Bug,,1:1,Bug,—,15,,,,,3840,9.7,4.4,Medium Fast,Pokémon with an insectoid body,Bug,7,Gray,,70,20,,,Swarm,,,0,,,1,4,0.4
Corsola,222,,,,,173,,Water,Rock,3:1,Water 1,Water 3,20,5120,5376,5355,5140,5120,11,5,Fast,Pokémon with an insectoid body,Water,2,Pink,E,70,,,,Hustle,Natural Cure,Regenerator,0,Sea,7,2,0,0.6
Palkia,484,,,,,150,,Water,Dragon,GU,Undiscovered,—,120,,,30855,30840,30720,740.8,336,Slow,"Pokémon with a bipedal, tailed form",Water,4,Purple,J,0,,,,Pressure,,Telepathy,0,,,13,9,4.2
Kricketune,402,,,,,16,,Bug,,1:1,Bug,—,15,,,4080,3855,3840,56.2,25.5,Medium Slow,Pokémon with two or more pairs of wings,Bug,4,Red,G,70,,,,Swarm,,Technician,0,,,3,3,1
Pikachu,25,,,,Alola Cap,25,,Electric,,1:1,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,Pokémon with a quadruped body,Electric,1,Yellow,D,70,,,,Static,,Lightning Rod,0,Forest,7,1,4,0.4
Squirtle,7,,,,,7,,Water,,1:7,Monster,Water 1,20,5120,5376,5355,5140,5120,19.8,9,Medium Slow,"Pokémon with a bipedal, tailed form",Water,1,Blue,E,70,16,,,Torrent,,Rain Dish,0,Water's-edge,13,1,8,0.5
Snover,459,,,,,142,,Grass,Ice,1:1,Monster,Grass,20,,,5355,5140,5120,111.3,50.5,Slow,"Pokémon with a bipedal, tailed form",Grass,4,White,E,70,40,,,Snow Warning,,Soundproof,0,,,3,3,1
Carnivine,455,,,,,131,,Grass,,1:1,Grass,—,25,,,6630,6425,6400,59.5,27,Slow,Pokémon with tentacles or a multiped body,Grass,4,Green,A,70,,,,Levitate,,,0,,,4,7,1.4
Houndoom,229,,,,,215,,Dark,Fire,1:1,Field,—,20,5120,5376,5355,5140,5120,77.2,35,Slow,Pokémon with a quadruped body,Dark,2,Black,C,35,,,,Early Bird,Flash Fire,Unnerve,0,Rough-terrain,4,4,7,1.4
Lanturn,171,,,,,177,,Water,Electric,1:1,Water 2,—,20,5120,5376,5355,5140,5120,49.6,22.5,Slow,Pokémon with fins,Water,2,Blue,A,70,,,,Volt Absorb,Illuminate,Water Absorb,0,Sea,4,3,11,1.2
Pikachu,25,,,,Pop Star,25,,Electric,,1:1,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,Pokémon with a quadruped body,Electric,1,Yellow,D,70,,,,Static,,Lightning Rod,0,Forest,7,1,4,0.4
Gardevoir,282,M,,Gardevoirite,Mega,31,,Psychic,Fairy,1:1,Amorphous,—,20,,5376,5355,5140,5120,106.7,48.4,Slow,"Pokémon with a bipedal, tailless form",Psychic,3,White,,35,,,,Synchronize,Trace,Telepathy,0,Urban,5,5,3,1.6
Duosion,578,,,,,84,,Psychic,,1:1,Amorphous,—,20,,,,5140,5120,17.6,8,Medium Slow,Pokémon consisting of only a head,Psychic,5,Green,,70,41,,,Overcoat,Magic Guard,Regenerator,0,,,2,0,0.6
Primarina,730,,,,,9,,Water,Fairy,1:7,Water 1,Field,15,,,,,3840,97,44,Medium Slow,Pokémon with fins,Water,7,Blue,,70,,,,Torrent,,Liquid Voice,0,,,5,11,1.8
Kommo-o,784,,,,,273,,Dragon,Fighting,1:1,Dragon,—,40,,,,,10240,172.4,78.2,Slow,"Pokémon with a bipedal, tailed form",Dragon,7,Gray,,70,,,,Bulletproof,Soundproof,Overcoat,0,,,5,3,1.6
Floette,670,,,,Eternal Flower,69,Ce,Fairy,,1:0,Fairy,—,20,,,,5140,5120,2,0.9,Medium Fast,Pokémon consisting of a head and arms,Fairy,6,White,,70,,,0,Flower Veil,,Symbiosis,0,,,0,8,0.2
Sableye,302,M,,Sablenite,Mega,68,,Dark,Ghost,1:1,Human-Like,—,25,,6656,6630,6425,6400,24.3,11,Medium Slow,"Pokémon with a bipedal, tailless form",Dark,3,Purple,,35,,,,Keen Eye,Stall,Prankster,1,Cave,6,1,8,0.5
Helioptile,694,,,,,46,Co,Electric,Normal,1:1,Monster,Dragon,20,,,,5140,5120,13.2,6,Medium Fast,"Pokémon with a bipedal, tailed form",Electric,6,Yellow,,70,,,,Dry Skin,Sand Veil,Solar Power,0,,,1,8,0.5
Cleffa,173,,,,,40,,Fairy,,3:1U,Undiscovered,—,10,2560,2816,2805,2570,2560,6.6,3,Fast,"Pokémon with a bipedal, tailed form",Fairy,2,Pink,B,140,,,,Cute Charm,Magic Guard,Friend Guard,1,Mountain,4,1,0,0.3
Yamask,562,,,,,68,,Ghost,,1:1,Mineral,Amorphous,25,,,,6425,6400,3.3,1.5,Medium Fast,Pokémon consisting of a head and arms,Ghost,5,Black,,70,34,,,Mummy,,,0,,,1,8,0.5
Solrock,338,,,,,126,,Rock,Psychic,G,Mineral,—,25,,6656,6630,6425,6400,339.5,154,Fast,Pokémon consisting of only a head,Rock,3,Red,F,70,,,,Levitate,,,0,Cave,9,3,11,1.2
Combusken,256,,,,,5,,Fire,Fighting,1:7,Field,—,20,,5376,5355,5140,5120,43,19.5,Medium Slow,"Pokémon with a bipedal, tailed form",Fire,3,Red,C,70,36,,,Blaze,,Speed Boost,0,Grassland,26,2,11,0.9
Zekrom,644,,,,,150,,Dragon,Electric,GU,Undiscovered,—,120,,,,30840,30720,760.6,345,Slow,"Pokémon with a bipedal, tailed form",Dragon,5,Black,,0,,,,Teravolt,,,0,,,9,6,2.9
Illumise,314,,,,,87,,Bug,,1:0,Bug,Human-Like,15,,4096,4080,3855,3840,39,17.7,Fluctuating,"Pokémon with a bipedal, tailless form",Bug,3,Purple,F,70,,,,Oblivious,Tinted Lens,Prankster,1,Forest,14,2,0,0.6
Clauncher,692,,,,,32,Co,Water,,1:1,Water 1,Water 3,15,,,,3855,3840,18.3,8.3,Slow,Pokémon with an insectoid body,Water,6,Blue,,70,37,,,Mega Launcher,,,0,,,1,8,0.5
Rampardos,409,,,,,37,,Rock,,1:7,Monster,—,30,,,7905,7710,7680,226,102.5,Erratic,"Pokémon with a bipedal, tailed form",Rock,4,Blue,C,70,,,,Mold Breaker,,Sheer Force,0,,,5,3,1.6
Pinsir,127,M,,Pinsirite,Mega,127,,Bug,Flying,1:1,Bug,—,25,6400,6656,6630,6425,6400,121.3,55,Slow,Pokémon with two or more pairs of wings,Bug,1,Brown,,70,,,,Hyper Cutter,Mold Breaker,Moxie,1,Forest,21,5,7,1.7
Scyther,123,,,,,123,,Bug,Flying,1:1,Bug,—,25,6400,6656,6630,6425,6400,123.5,56,Medium Fast,Pokémon with two or more pairs of wings,Bug,1,Green,D,70,,,,Swarm,Technician,Steadfast,1,Grassland,13,4,11,1.5
Vivillon,666,,,,Modern Pattern,22,Ce,Bug,Flying,1:1,Bug,—,15,,,,3855,3840,37.5,17,Medium Fast,Pokémon with two or more pairs of wings,Bug,6,White,,70,,,,Shield Dust,Compound Eyes,Friend Guard,0,,,3,11,1.2
Growlithe,58,,,,,58,,Fire,,1:3,Field,—,20,5120,5376,5355,5140,5120,41.9,19,Slow,Pokémon with a quadruped body,Fire,1,Brown,C,70,,,,Intimidate,Flash Fire,Justified,0,Grassland,21,2,4,0.7
Porygon-Z,474,,,,,194,,Normal,,G,Mineral,—,20,,,5355,5140,5120,75,34,Medium Fast,Pokémon consisting of a head and arms,Normal,4,Red,E,70,,,,Adaptability,Download,Analytic,0,,,2,11,0.9
Dusknoir,477,,,,,191,,Ghost,,1:1,Amorphous,—,25,,,6630,6425,6400,235,106.6,Fast,Pokémon consisting of a head and arms,Ghost,4,Black,F,35,,,,Pressure,,Frisk*,0,,,7,3,2.2
Shaymin,492,S,,,Sky Forme,,,Grass,Flying,GU,Undiscovered,—,120,,,30855,30840,30720,11.5,5.2,Medium Slow,Pokémon with a quadruped body,Grass,4,Green,,100,,,,Serene Grace,,,0,,,1,4,0.4
Scatterbug,664,,,,,20,Ce,Bug,,1:1,Bug,—,15,,,,3855,3840,5.5,2.5,Medium Fast,Pokémon with an insectoid body,Bug,6,Black,,70,9,,,Shield Dust,Compound Eyes,Friend Guard,0,,,1,0,0.3
Staravia,397,,,,,11,,Normal,Flying,1:1,Flying,—,15,,,4080,3855,3840,34.2,15.5,Medium Slow,Pokémon with a single pair of wings,Normal,4,Brown,D,70,34,,,Intimidate,,Reckless,0,,,2,0,0.6
Klefki,707,,,,,50,Mo,Steel,Fairy,1:1,Mineral,—,20,,,,5140,5120,6.6,3,Fast,Pokémon consisting of only a head,Steel,6,Gray,,70,,,,Prankster,,Magician,0,,,0,8,0.2
Kirlia,281,,,,,30,,Psychic,Fairy,1:1,Amorphous,—,20,,5376,5355,5140,5120,44.5,20.2,Slow,"Pokémon with a bipedal, tailless form",Psychic,3,White,F,35,30,,,Synchronize,Trace,Telepathy,0,Urban,5,2,7,0.8
Cherubi,420,,,,,58,,Grass,,1:1,Fairy,Grass,20,,,5355,5140,5120,7.3,3.3,Medium Fast,Pokémon consisting of multiple bodies,Grass,4,Pink,B,70,25,,,Chlorophyll,,,0,,,1,4,0.4
Staryu,120,,,,,120,,Water,,G,Water 3,—,20,5120,5376,5355,5140,5120,76.1,34.5,Slow,Pokémon consisting of a head and a base,Water,1,Brown,C,70,,,,Illuminate,Natural Cure,Analytic,0,Sea,3,2,7,0.8
Absol,359,M,,Absolite,Mega,152,,Dark,,1:1,Field,—,25,,6656,6630,6425,6400,103.6,47,Medium Slow,Pokémon with a quadruped body,Dark,3,White,,35,,,,Pressure,Super Luck,Justified,1,Mountain,14,3,11,1.2
Jirachi,385,,,,,201,,Steel,Psychic,GU,Undiscovered,—,120,,30976,30855,30840,30720,2.4,1.1,Slow,"Pokémon with a bipedal, tailless form",Steel,3,Yellow,B,100,,,,Serene Grace,,,0,Mountain,17,1,0,0.3
Eelektrik,603,,,,,109,,Electric,,1:1,Amorphous,—,20,,,,5140,5120,48.5,22,Slow,Pokémon with fins,Electric,5,Blue,,70,,,,Levitate,,,0,,,3,11,1.2
Vanilluxe,584,,,,,90,,Ice,,1:1,Mineral,—,20,,,,5140,5120,126.8,57.5,Slow,Pokémon consisting of multiple bodies,Ice,5,White,,70,,,,Ice Body,Snow Warning,Weak Armor,1,,,4,3,1.3
Blaziken,257,,,,,6,,Fire,Fighting,1:7,Field,—,20,,5376,5355,5140,5120,114.6,52,Medium Slow,"Pokémon with a bipedal, tailed form",Fire,3,Red,C,70,,,,Blaze,,Speed Boost,0,Grassland,26,6,3,1.9
Seel,86,,,,,86,,Water,,1:1,Water 1,Field,20,5120,5376,5355,5140,5120,198.4,90,Medium Fast,Pokémon with fins,Water,1,White,H,70,34,,,Thick Fat,Hydration,Ice Body,1,Sea,8,3,7,1.1
Conkeldurr,534,,,,,40,,Fighting,,1:3U,Human-Like,—,20,,,,5140,5120,191.8,87,Medium Slow,"Pokémon with a bipedal, tailless form",Fighting,5,Brown,,70,,,,Guts,Sheer Force,Iron Fist,0,,,4,11,1.5
Furfrou,676,,,,Pharaoh Trim,93,Ce,Normal,,1:1,Field,—,20,,,,5140,5120,61.7,28,Medium Fast,Pokémon with a quadruped body,Normal,6,White,,70,,,,Fur Coat,,,0,,,3,11,1.2
Victreebel,71,,,,,71,,Grass,Poison,1:1,Grass,—,20,5120,5376,5355,5140,5120,34.2,15.5,Medium Slow,Pokémon consisting of a head and a base,Grass,1,Green,G,70,,,,Chlorophyll,,Gluttony,0,Forest,8,5,7,1.7
Rotom,479,,,,Wash,152,,Electric,Ghost,G,Amorphous,—,20,,,5355,5140,5120,0.7,0.3,Medium Fast,Pokémon consisting of only a head,Electric,4,Red,G,70,,,,Levitate,,,0,,,1,0,0.3
Chikorita,152,,,,,1,,Grass,,1:7,Monster,Grass,20,5120,5376,5355,5140,5120,14.1,6.4,Medium Slow,Pokémon with a quadruped body,Grass,2,Green,H,70,16,,,Overgrow,,Leaf Guard,0,Grassland,24,2,11,0.9
Phantump,708,,,,,61,Mo,Ghost,Grass,1:1,Grass,Amorphous,20,,,,5140,5120,15.4,7,Medium Fast,Pokémon consisting of a head and arms,Ghost,6,Brown,,70,,,,Natural Cure,Frisk,Harvest,0,,,1,4,0.4
Wigglytuff,40,,,,,40,,Normal,Fairy,3:1,Fairy,—,10,2560,2816,2805,2570,2560,26.5,12,Fast,"Pokémon with a bipedal, tailless form",Normal,1,Pink,B,70,,,,Cute Charm,Competitive,Frisk,1,Grassland,10,3,3,1
Liepard,510,,,,,16,,Dark,,1:1,Field,—,20,,,,5140,5120,82.7,37.5,Medium Fast,Pokémon with a quadruped body,Dark,5,Purple,,70,,,,Limber,Unburden,Prankster,0,,,3,7,1.1
Jellicent,593,F,,,,99,,Water,Ghost,1:1,Amorphous,—,20,,,,5140,5120,297.6,135,Medium Fast,Pokémon with tentacles or a multiped body,Water,5,White,,70,,,,Water Absorb,Cursed Body,Damp,0,,,7,3,2.2
Hippopotas,449,,,,,122,,Ground,,1:1,Field,—,30,,,7905,7710,7680,109.1,49.5,Slow,Pokémon with a quadruped body,Ground,4,Brown,E,70,34,,,Sand Stream,,Sand Force,0,,,2,7,0.8
Farfetch'd,83,,,,,83,,Normal,Flying,1:1,Flying,Field,20,5120,5376,5355,5140,5120,33.1,15,Medium Fast,Pokémon with a single pair of wings,Normal,1,Brown,G,70,,,,Keen Eye,Inner Focus,Defiant,0,Grassland,12,2,7,0.8
Miltank,241,,,,,151,,Normal,,1:0,Field,—,20,5120,5376,5355,5140,5120,166.4,75.5,Slow,"Pokémon with a bipedal, tailed form",Normal,2,Pink,H,70,,,,Thick Fat,Scrappy,Sap Sipper,1,Grassland,16,3,11,1.2
Tornadus,641,T,,,Therian Forme,147,,Flying,,0:1U,Undiscovered,—,120,,,,30840,30720,138.9,63,Slow,Pokémon with a single pair of wings,Flying,5,Green,,90,,,,Regenerator,,,0,,,4,7,1.4
Kabuto,140,,,,,140,,Rock,Water,1:7,Water 1,Water 3,30,7680,7936,7905,7710,7680,25.4,11.5,Medium Fast,Pokémon with an insectoid body,Rock,1,Brown,E,70,40,,,Swift Swim,Battle Armor,Weak Armor,0,Sea,14,1,8,0.5
Slugma,218,,,,,216,,Fire,,1:1,Amorphous,—,20,5120,5376,5355,5140,5120,77.2,35,Medium Fast,Pokémon with serpentine bodies,Fire,2,Red,E,70,38,,,Magma Armor,Flame Body,Weak Armor,0,Mountain,6,2,4,0.7
Clamperl,366,,,,,176,,Water,,1:1,Water 1,—,20,,5376,5355,5140,5120,115.7,52.5,Erratic,Pokémon consisting of only a head,Water,3,Blue,F,70,,,,Shell Armor,,Rattled,0,Sea,6,1,4,0.4
Vulpix,37,A,,,Alolan,,,Ice,,3:1,Field,—,20,5120,5376,5355,5140,5120,21.8,9.9,Medium Fast,Pokémon with a quadruped body,Fire,1,White,,70,,,,Flash Fire,,Drought,0,Grassland,17,2,0,0.6
Pikachu,25,,,,,25,,Electric,,1:1,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,Pokémon with a quadruped body,Electric,1,Yellow,D,70,,,,Static,,Lightning Rod,0,Forest,7,1,4,0.4
Xatu,178,,,,,162,,Psychic,Flying,1:1,Flying,—,20,5120,5376,5355,5140,5120,33.1,15,Medium Fast,Pokémon with a single pair of wings,Psychic,2,Green,F,70,,,,Synchronize,Early Bird,Magic Bounce,0,Forest,6,4,11,1.5
Lampent,608,,,,,114,,Ghost,Fire,1:1,Amorphous,—,20,,,,5140,5120,28.7,13,Medium Slow,Pokémon consisting of a head and arms,Ghost,5,Black,,70,,,,Flash Fire,Flame Body,Infiltrator*,4,,,2,0,0.6
Charizard,6,MX,X,,Mega  X,6,,Fire,Flying,1:7,Monster,Dragon,20,5120,5376,5355,5140,5120,199.5,90.5,Medium Slow,"Pokémon with a bipedal, tailed form",Fire,1,Black,,70,,,,Blaze,,Solar Power,0,Mountain,16,5,7,1.7
Suicune,245,,,,,245,,Water,,GU,Undiscovered,—,80,20480,20736,20655,20560,20480,412.3,187,Slow,Pokémon with a quadruped body,Water,2,Blue,D,35,,,,Pressure,,Inner Focus,4,Grassland,27,6,7,2
Dewgong,87,,,,,87,,Water,Ice,1:1,Water 1,Field,20,5120,5376,5355,5140,5120,264.6,120,Medium Fast,Pokémon with fins,Water,1,White,H,70,,,,Thick Fat,Hydration,Ice Body,1,Sea,8,5,7,1.7
Lunala,792,,,,Full Moon phase,292,,Psychic,Ghost,GU,Undiscovered,—,120,,,,,30720,264.6,120,Slow,Pokémon with a single pair of wings,Psychic,7,Purple,,0,,,,Shadow Shield,,,0,,,13,1,4
Castform,351,R,,,Rainy Form,142,,Water,,1:1,Fairy,Amorphous,25,,6656,6630,6425,6400,1.8,0.8,Medium Fast,Pokémon consisting of only a head,Normal,3,Blue,,70,,,,Forecast,,,0,Grassland,22,1,0,0.3
Floette,670,,,,Red Flower,69,Ce,Fairy,,1:0,Fairy,—,20,,,,5140,5120,2,0.9,Medium Fast,Pokémon consisting of a head and arms,Fairy,6,White,,70,,,9,Flower Veil,,Symbiosis,0,,,0,8,0.2
Stufful,759,,,,,169,,Normal,Fighting,1:1,Field,—,15,,,,,3840,15,6.8,Medium Fast,Pokémon with a quadruped body,Normal,7,Pink,,70,27,,,Fluffy,Klutz,Cute Charm,0,,,1,8,0.5
Pichu,172,,,,Spiky-eared,21,,Electric,,1:1U,Undiscovered,—,10,2560,2816,2805,2570,2560,4.4,2,Medium Fast,Pokémon with a quadruped body,Electric,2,Yellow,D,70,,,,Static,,Lightning Rod,0,Forest,7,1,0,0.3
Mienfoo,619,,,,,125,,Fighting,,1:1,Field,Human-Like,25,,,,6425,6400,44.1,20,Medium Slow,"Pokémon with a bipedal, tailed form",Fighting,5,Yellow,,70,50,,,Inner Focus,Regenerator,Reckless,0,,,2,11,0.9
Whiscash,340,,,,,128,,Water,Ground,1:1,Water 2,—,20,,5376,5355,5140,5120,52,23.6,Medium Fast,Pokémon with fins,Water,3,Blue,B,70,,,,Oblivious,Anticipation,Hydration,1,Water's-edge,3,2,11,0.9
Jangmo-o,782,,,,,271,,Dragon,,1:1,Dragon,—,40,,,,,10240,65.5,29.7,Slow,Pokémon with a quadruped body,Dragon,7,Gray,,70,35,,,Bulletproof,Soundproof,Overcoat,0,,,2,0,0.6
Silvally,773,,,,Type: Electric,204,,Normal,,GU,Undiscovered,—,120,,,,,30720,221.6,100.5,Slow,Pokémon with a quadruped body,Normal,7,Gray,,0,,,,RKS System,,,0,,,7,7,2.3
Vikavolt,738,,,,,29,,Bug,Electric,1:1,Bug,—,15,,,,,3840,99.2,45,Medium Fast,Pokémon with an insectoid body,Bug,7,Blue,,70,,,,Levitate,,,0,,,4,11,1.5
Ivysaur,2,,,,,2,,Grass,Poison,1:7,Monster,Grass,20,5120,5376,5355,5140,5120,28.7,13,Medium Slow,Pokémon with a quadruped body,Grass,1,Green,F,70,32,,,Overgrow,,Chlorophyll,0,Grassland,23,3,3,1
Latias,380,M,,Latiasite,Mega,196,,Dragon,Psychic,1:0U,Undiscovered,—,120,,30976,30855,30840,30720,88.2,40,Slow,Pokémon with a single pair of wings,Dragon,3,Purple,,90,,,,Levitate,,,0,Water's-edge,16,5,11,1.8
Mamoswine,473,,,,,205,,Ice,Ground,1:1,Field,—,20,,,5355,5140,5120,641.5,291,Slow,Pokémon with a quadruped body,Ice,4,Brown,A,70,,,,Oblivious,Snow Cloak,Thick Fat,0,,,8,2,2.5
Deoxys,386,,,,Normal Forme,202,,Psychic,,GU,Undiscovered,—,120,,30976,30855,30840,30720,134,60.8,Slow,"Pokémon with a bipedal, tailless form",Psychic,3,Red,F,0,,,,Pressure,,,0,Rare,6,5,7,1.7
Zeraora,807,,,,,403,,Electric,,GU,Undiscovered,—,120,,,,,30720,98.1,44.5,Slow,"Pokémon with a bipedal, tailless form",Electric,7,Yellow,,0,,,,Volt Absorb,,,0,,,4,11,1.5
Ambipom,424,,,,,64,,Normal,,1:1,Field,—,20,,,5355,5140,5120,44.8,20.3,Fast,"Pokémon with a bipedal, tailed form",Normal,4,Purple,F,100,,,,Technician,Pickup,Skill Link,0,,,3,11,1.2
Shelgon,372,,,,,188,,Dragon,,1:1,Dragon,—,40,,10496,10455,10280,10240,243.6,110.5,Slow,Pokémon with a quadruped body,Dragon,3,White,E,35,50,,,Rock Head,,Overcoat,0,Rough-terrain,9,3,7,1.1
Mismagius,429,,,,,73,,Ghost,,1:1,Amorphous,—,25,,,6630,6425,6400,9.7,4.4,Fast,Pokémon consisting of only a head,Ghost,4,Purple,G,35,,,,Levitate,,,0,,,2,11,0.9
Sewaddle,540,,,,,46,,Bug,Grass,1:1,Bug,—,15,,,,3855,3840,5.5,2.5,Medium Slow,Pokémon with an insectoid body,Bug,5,Yellow,,70,20,,,Swarm,Chlorophyll,Overcoat,0,,,1,0,0.3
Froslass,478,,,,,208,,Ice,Ghost,1:0,Fairy,Mineral,20,,,5355,5140,5120,58.6,26.6,Medium Fast,Pokémon consisting of a head and arms,Ice,4,White,A,70,,,,Snow Cloak,,Cursed Body,0,,,4,3,1.3
Hawlucha,701,,,,,89,Co,Fighting,Flying,1:1,Human-Like,—,20,,,,5140,5120,47.4,21.5,Medium Fast,"Pokémon with a bipedal, tailless form",Fighting,6,Green,,70,,,,Limber,Unburden,Mold Breaker,0,,,2,7,0.8
Pikachu,25,Pa,,,Partner,25,,Electric,,1:1,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,Pokémon with a quadruped body,Electric,1,Yellow,,70,,,,Static,,Lightning Rod,0,Forest,7,1,4,0.4
Talonflame,663,,,,,16,Ce,Fire,Flying,1:1,Flying,—,15,,,,3855,3840,54,24.5,Medium Slow,Pokémon with a single pair of wings,Fire,6,Red,,70,,,,Flame Body,,Gale Wings,0,,,3,11,1.2
Bagon,371,,,,,187,,Dragon,,1:1,Dragon,—,40,,10496,10455,10280,10240,92.8,42.1,Slow,"Pokémon with a bipedal, tailless form",Dragon,3,Blue,E,35,30,,,Rock Head,,Sheer Force,0,Rough-terrain,9,2,0,0.6
Aggron,306,M,,Aggronite,Mega,72,,Steel,,1:1,Monster,—,35,,9216,9180,8995,8960,793.7,360,Slow,"Pokémon with a bipedal, tailed form",Steel,3,Gray,,35,,,,Sturdy,Rock Head,Heavy Metal,0,Mountain,11,7,3,2.2
Espeon,196,,,,,188,,Psychic,,1:7,Field,—,35,8960,9216,9180,8995,8960,58.4,26.5,Medium Fast,Pokémon with a quadruped body,Psychic,2,Purple,F,70,,,,Synchronize,,Magic Bounce,0,Urban,12,2,11,0.9
Flygon,330,,,,,118,,Ground,Dragon,1:1,Bug,—,20,,5376,5355,5140,5120,180.8,82,Medium Slow,Pokémon with a single pair of wings,Ground,3,Green,D,70,,,,Levitate,,,0,Rough-terrain,6,6,7,2
Scizor,212,,,,,112,,Bug,Steel,1:1,Bug,—,25,6400,6656,6630,6425,6400,260.1,118,Medium Fast,Pokémon with two or more pairs of wings,Bug,2,Red,D,70,,,,Swarm,Technician,Light Metal,1,Grassland,13,5,11,1.8
Clefairy,35,,,,,35,,Fairy,,3:1,Fairy,—,10,2560,2816,2805,2570,2560,16.5,7.5,Fast,"Pokémon with a bipedal, tailed form",Fairy,1,Pink,B,140,,,,Cute Charm,Magic Guard,Friend Guard,1,Mountain,4,2,0,0.6
Carbink,703,,,,,124,Co,Rock,Fairy,G,Fairy,Mineral,25,,,,6425,6400,12.6,5.7,Slow,Pokémon consisting of only a head,Rock,6,Gray,,70,,,,Clear Body,,Sturdy,0,,,1,0,0.3
Lapras,131,,,,,131,,Water,Ice,1:1,Monster,Water 1,40,10240,10496,10455,10280,10240,485,220,Slow,Pokémon with fins,Water,1,Blue,B,70,,,,Water Absorb,Shell Armor,Hydration,0,Sea,13,8,2,2.5
