ID,English,Japanese_Kana,Japanese_Hepburn,Japanese_Trademarked,ID,English,German,ID,English,French,ID,English,Korean_Hangul,Korean_Revised,Korean_McCune_Reischauer,Korean_Official,ID,English,Chinese_Traditional,Chinese_Simplified,Chinese_Pinyin,Chinese_Yale,Chinese_Former_Names
579,Reuniclus,ランクルス,Rankurusu,Lanculus,579,Reuniclus,Zytomega,579,Reuniclus,Symbios,579,Reuniclus,란쿨루스,Rankulluseu,Rank'ŭllusŭ,Lanculus,579,Reuniclus,人造細胞卵,人造细胞卵,Rénzàoxìbāoluǎn,Yàhnjouhsaibāauléuhn,-
580,Ducklett,コアルヒー,Koaruhī,Koaruhie,580,Ducklett,Piccolente,580,Ducklett,Couaneton,580,Ducklett,꼬지보리,Kkojibori,Kkojibori,Kkojibori,580,Ducklett,鴨寶寶,鸭宝宝,Yābǎobǎo,Aapbóubóu,-
581,Swanna,スワンナ,Suwanna,Swanna,581,Swanna,Swaroness,581,Swanna,Lakmécygne,581,Swanna,스완나,Seuwanna,Sŭwanna,Swanna,581,Swanna,舞天鵝,舞天鹅,Wǔtiān'é,Móuhtīnngòh,"首席天鵝 / 首席天鹅 Shǒuxítiān'é (TW/CN)
首席天鵝 Sáujihktīnngòh (HK)"
582,Vanillite,バニプッチ,Baniputchi,Vanipeti,582,Vanillite,Gelatini,582,Vanillite,Sorbébé,582,Vanillite,바닐프티,Banilpeuti,Panilp'ŭt'i,Vanipeti,582,Vanillite,迷你冰,迷你冰,Mínǐbīng,Màihnéihbīng,-
583,Vanillish,バニリッチ,Baniritchi,Vanirich,583,Vanillish,Gelatroppo,583,Vanillish,Sorboul,583,Vanillish,바닐리치,Banillichi,Panillich'i,Vanirich,583,Vanillish,多多冰,多多冰,Duōduōbīng,Dōdōbīng,-
584,Vanilluxe,バイバニラ,Baibanira,Baivanilla,584,Vanilluxe,Gelatwino,584,Vanilluxe,Sorbouboul,584,Vanilluxe,배바닐라,Baebanilla,Paebanilla,Baevanilla,584,Vanilluxe,雙倍多多冰,双倍多多冰,Shuāngbèiduōduōbīng,Sēungpúihdōdōbīng,-
585,Deerling,シキジカ,Shikijika,Shikijika,585,Deerling,Sesokitz,585,Deerling,Vivaldaim,585,Deerling,사철록,Sacheollok,Sach'ŏllok,Sacheolrok,585,Deerling,四季鹿,四季鹿,Sìjìlù,Seigwailúk,-
586,Sawsbuck,メブキジカ,Mebukijika,Mebukijika,586,Sawsbuck,Kronjuwild,586,Sawsbuck,Haydaim,586,Sawsbuck,바라철록,Baracheollok,Parach'ŏllok,Baracheolrok,586,Sawsbuck,萌芽鹿,萌芽鹿,Méngyálù,Màhngngàhlúk,"芽吹鹿 Yáchuīlù (TW/CN)
芽吹鹿 Ngàhchēuilúk (HK)"
587,Emolga,エモンガ,Emonga,Emonga,587,Emolga,Emolga,587,Emolga,Emolga,587,Emolga,에몽가,Emongga,Emongga,Emonga,587,Emolga,電飛鼠,电飞鼠,Diànfēishǔ,Dihnfēisyú,"導電飛鼠 / 导电飞鼠 Dǎodiànfēishǔ (TW/CN)
導電飛鼠 Douhdihnfēisyú (HK)"
588,Karrablast,カブルモ,Kaburumo,Kaburumo,588,Karrablast,Laukaps,588,Karrablast,Carabing,588,Karrablast,딱정곤,Ttakjeonggon,Ttakchŏnggon,Ttakjeonggon,588,Karrablast,蓋蓋蟲,盖盖虫,Gàigàichóng,Goigoichùhng,-
589,Escavalier,シュバルゴ,Shubarugo,Chevargo,589,Escavalier,Cavalanzas,589,Escavalier,Lançargot,589,Escavalier,슈바르고,Syubareugo,Syubarŭgo,Chevargo,589,Escavalier,騎士蝸牛,骑士蜗牛,"Qíshìguāniú
Qíshìwōniú",Kèihsihwō'ngàuh,-
590,Foongus,タマゲタケ,Tamagetake,Tamagetake,590,Foongus,Tarnpignon,590,Foongus,Trompignon,590,Foongus,깜놀버슬,Kkamnolbeoseul,Kkamnolbŏsŭl,Kamnolberseul,590,Foongus,哎呀球菇,哎呀球菇,Āiyāqiúgū,Āaiyākàuhgū,"寶貝球菇 Bǎobèiqiúgū (TW)
精靈球菇 Jīnglìhngkàuhgū (HK)"
591,Amoonguss,モロバレル,Morobareru,Morobareru,591,Amoonguss,Hutsassa,591,Amoonguss,Gaulet,591,Amoonguss,뽀록나,Pporongna,Pporongna,Pporokna,591,Amoonguss,敗露球菇,败露球菇,Bàilùqiúgū​,Baaihlouhkàuhgū,"暴露菇 Bàolùgū​ (TW)
暴露菇 Bouhlouhgū (HK)"
592,Frillish,プルリル,Pururiru,Pururill,592,Frillish,Quabbel,592,Frillish,Viskuse,592,Frillish,탱그릴,Taenggeuril,T'aenggŭril,Tengguril,592,Frillish,輕飄飄,轻飘飘,Qīngpiāopiāo,Hīngpīupīu,-
593,Jellicent,ブルンゲル,Burungeru,Burungel,593,Jellicent,Apoquallyp,593,Jellicent,Moyade,593,Jellicent,탱탱겔,Taengtaenggel,T'aengt'aenggel,Taengtaenggel,593,Jellicent,胖嘟嘟,胖嘟嘟,Pàngdūdū,Buhndyūtdyūt,-
594,Alomomola,ママンボウ,Mamanbō,Mamanbou,594,Alomomola,Mamolida,594,Alomomola,Mamanbo,594,Alomomola,맘복치,Mambokchi,Mambokch'i,Mambokchi,594,Alomomola,保母曼波,保姆曼波,Bǎomǔmànbō,Bóumóuhmaahnbō,-
595,Joltik,バチュル,Bachuru,Bachuru,595,Joltik,Wattzapf,595,Joltik,Statitik,595,Joltik,피쪼옥,Pijjook,P'itchook,Pazzouok,595,Joltik,電電蟲,电电虫,Diàndiànchóng,Dihndihnchùhng,-
596,Galvantula,デンチュラ,Denchura,Dentula,596,Galvantula,Voltula,596,Galvantula,Mygavolt,596,Galvantula,전툴라,Jeontulla,Chŏnt'ulla,Jeontula,596,Galvantula,電蜘蛛,电蜘蛛,Diànzhīzhū,Dihnjījyū,-
597,Ferroseed,テッシード,Tesshīdo,Tesseed,597,Ferroseed,Kastadur,597,Ferroseed,Grindur,597,Ferroseed,철시드,Cheolsideu,Ch'ŏlsidŭ,Cheolseed,597,Ferroseed,種子鐵球,种子铁球,Zhǒngzǐtiěqiú,Júngjítitkàuh,-
598,Ferrothorn,ナットレイ,Nattorei,Nutrey,598,Ferrothorn,Tentantel,598,Ferrothorn,Noacier,598,Ferrothorn,너트령,Neoteuryeong,Nŏt'ŭryŏng,Nutryung,598,Ferrothorn,堅果啞鈴,坚果哑铃,Jiānguǒyǎlíng,Gīngwó'álìhng,-
599,Klink,ギアル,Giaru,Giaru,599,Klink,Klikk,599,Klink,Tic,599,Klink,기어르,Gieoreu,Kiŏrŭ,Giaru,599,Klink,齒輪兒,齿轮儿,Chǐlún'ér,Chílèuhn'yìh,-
600,Klang,ギギアル,Gigiaru,Gigiaru,600,Klang,Kliklak,600,Klang,Clic,600,Klang,기기어르,Gigieoreu,Kigiŏrŭ,Gigiaru,600,Klang,齒輪組,齿轮组,Chǐlúnzǔ,Chílèuhnjóu,-
601,Klinklang,ギギギアル,Gigigiaru,Gigigiaru,601,Klinklang,Klikdiklak,601,Klinklang,Cliticlic,601,Klinklang,기기기어르,Gigigieoreu,Kigigiŏrŭ,Gigigiaru,601,Klinklang,齒輪怪,齿轮怪,Chǐlúnguài,Chílèuhn'gwaai,-
602,Tynamo,シビシラス,Shibishirasu,Shibishirasu,602,Tynamo,Zapplardin,602,Tynamo,Anchwatt,602,Tynamo,저리어,Jeorieo,Chŏriŏ,Jeorieo,602,Tynamo,麻麻小魚,麻麻小鱼,Mámáxiǎoyú,Màhmàhsíuyùh,-
603,Eelektrik,シビビール,Shibibīru,Shibibeel,603,Eelektrik,Zapplalek,603,Eelektrik,Lampéroie,603,Eelektrik,저리릴,Jeoriril,Chŏriril,Jeoriril,603,Eelektrik,麻麻鰻,麻麻鳗,Mámámán,Màhmàhmàahn,-
604,Eelektross,シビルドン,Shibirudon,Shibirudon,604,Eelektross,Zapplarang,604,Eelektross,Ohmassacre,604,Eelektross,저리더프,Jeorideopeu,Chŏridŏpŭ,Jeorideof,604,Eelektross,麻麻鰻魚王,麻麻鳗鱼王,Mámámányúwáng,Màhmàhmàahnyùhwòhng,-
605,Elgyem,リグレー,Rigurē,Ligray,605,Elgyem,Pygraulon,605,Elgyem,Lewsor,605,Elgyem,리그레,Rigeure,Rigŭre,Ligray,605,Elgyem,小灰怪,小灰怪,Xiǎo​huī​guài​,Síufūigwaai,-
606,Beheeyem,オーベム,Ōbemu,Ohbem,606,Beheeyem,Megalon,606,Beheeyem,Neitram,606,Beheeyem,벰크,Bemkeu,Pemk'ŭ,Bemk,606,Beheeyem,大宇怪,大宇怪,Dàyǔguài,Daaihyúhgwaai,-
607,Litwick,ヒトモシ,Hitomoshi,Hitomoshi,607,Litwick,Lichtel,607,Litwick,Funécire,607,Litwick,불켜미,Bulkyeomi,Pulk'yŏmi,Bulkyeomi,607,Litwick,燭光靈,烛光灵,Zhúguānglíng,Jūkgwōnglìhng,-
608,Lampent,ランプラー,Ranpurā,Lampler,608,Lampent,Laternecto,608,Lampent,Mélancolux,608,Lampent,램프라,Raempeura,Raempŭra,Lampler,608,Lampent,燈火幽靈,灯火幽灵,Dēnghuǒyōulíng,Dāngfóyāulìhng,-
609,Chandelure,シャンデラ,Shandera,Chandela,609,Chandelure,Skelabra,609,Chandelure,Lugulabre,609,Chandelure,샹델라,Syangdella,Syangdella,Chandela,609,Chandelure,水晶燈火靈,水晶灯火灵,Shuǐjīngdēnghuǒlíng,Séuijīngdāngfólìhng,-
610,Axew,キバゴ,Kibago,Kibago,610,Axew,Milza,610,Axew,Coupenotte,610,Axew,터검니,Teogeomni,T'ŏgŏmni,Teogeomni,610,Axew,牙牙,牙牙,Yáyá,Ngàhngàh,-
611,Fraxure,オノンド,Onondo,Onondo,611,Fraxure,Sharfax,611,Fraxure,Incisache,611,Fraxure,액슨도,Aekseundo,Aeksŭndo,Axndo,611,Fraxure,斧牙龍,斧牙龙,Fǔyálóng,Fúngàhlùhng,-
612,Haxorus,オノノクス,Ononokusu,Ononokus,612,Haxorus,Maxax,612,Haxorus,Tranchodon,612,Haxorus,액스라이즈,Aekseuraijeu,Aeksŭraijŭ,Axrise,612,Haxorus,雙斧戰龍,双斧战龙,Shuāngfǔzhànlóng,Sēungfújinlùhng,-
613,Cubchoo,クマシュン,Kumashun,Kumasyun,613,Cubchoo,Petznief,613,Cubchoo,Polarhume,613,Cubchoo,코고미,Kogomi,K'ogomi,Kogomi,613,Cubchoo,噴嚏熊,喷嚏熊,Pēntìxióng,Pantaihùhng,-
614,Beartic,ツンベアー,Tsunbeā,Tunbear,614,Beartic,Siberio,614,Beartic,Polagriffe,614,Beartic,툰베어,Tunbeeo,T'unbeŏ,Tunbear,614,Beartic,凍原熊,冻原熊,Dòngyuánxióng,Dungyúhnhùhng,-
615,Cryogonal,フリージオ,Furījio,Freegeo,615,Cryogonal,Frigometri,615,Cryogonal,Hexagel,615,Cryogonal,프리지오,Peurijio,P'ŭrijio,Freegeo,615,Cryogonal,幾何雪花,几何雪花,Jǐhéxuěhuā,Géihòhsyutfā,-
616,Shelmet,チョボマキ,Chobomaki,Chobomaki,616,Shelmet,Schnuthelm,616,Shelmet,Escargaume,616,Shelmet,쪼마리,Jjomari,Tchomari,Jjomari,616,Shelmet,小嘴蝸,小嘴蜗,"Xiǎozuǐguā
Xiǎozuǐwō",Síujéuiwō,-
617,Accelgor,アギルダー,Agirudā,Agilder,617,Accelgor,Hydragil,617,Accelgor,Limaspeed,617,Accelgor,어지리더,Eojirideo,Ŏjiridŏ,Eojirideo,617,Accelgor,敏捷蟲,敏捷虫,Mǐnjiéchóng,Máhnjihtchùhng,-
618,Stunfisk,マッギョ,Maggyo,Maggyo,618,Stunfisk,Flunschlik,618,Stunfisk,Limonde,618,Stunfisk,메더,Medeo,Medŏ,Medeo,618,Stunfisk,泥巴魚,泥巴鱼,Níbāyú,Nàihbāyú,-
619,Mienfoo,コジョフー,Kojofū,Kojofu,619,Mienfoo,Lin-Fu,619,Mienfoo,Kungfouine,619,Mienfoo,비조푸,Bijopu,Pijop'u,Bizofu,619,Mienfoo,功夫鼬,功夫鼬,Gōngfuyòu,Gūngfùhyauh,-
620,Mienshao,コジョンド,Kojondo,Kojondo,620,Mienshao,Wie-Shu,620,Mienshao,Shaofouine,620,Mienshao,비조도,Bijodo,Pijodo,Bizodo,620,Mienshao,師父鼬,师父鼬,Shīfuyòu,Sīfúyauh,-
621,Druddigon,クリムガン,Kurimugan,Crimgan,621,Druddigon,Shardrago,621,Druddigon,Drakkarmin,621,Druddigon,크리만,Keuriman,K'ŭriman,Criman,621,Druddigon,赤面龍,赤面龙,Chìmiànlóng,Chekmihnlùhng,-
622,Golett,ゴビット,Gobitto,Gobit,622,Golett,Golbit,622,Golett,Gringolem,622,Golett,골비람,Golbiram,Kolbiram,Golbiram,622,Golett,泥偶小人,泥偶小人,Ní'ǒuxiǎorén,Nàihngáuhsíuyàhn,-
623,Golurk,ゴルーグ,Gorūgu,Goloog,623,Golurk,Golgantes,623,Golurk,Golemastoc,623,Golurk,골루그,Gollugeu,Kollugŭ,Goloog,623,Golurk,泥偶巨人,泥偶巨人,Ní'ǒujùrén,Nàingáuhgeuihyàhn,-
624,Pawniard,コマタナ,Komatana,Komatana,624,Pawniard,Gladiantri,624,Pawniard,Scalpion,624,Pawniard,자망칼,Jamangkal,Chamangk'al,Jamangkal,624,Pawniard,駒刀小兵,驹刀小兵,Jūdāoxiǎobīng,Kēuidōusíubīng,-
625,Bisharp,キリキザン,Kirikizan,Kirikizan,625,Bisharp,Caesurio,625,Bisharp,Scalproie,625,Bisharp,절각참,Jeolgakcham,Chŏlgakch'am,Jeolgakcham,625,Bisharp,劈斬司令,劈斩司令,Pīzhǎnsīlìng,Pekjáamsīlihng,-
626,Bouffalant,バッフロン,Baffuron,Buffron,626,Bouffalant,Bisofank,626,Bouffalant,Frison,626,Bouffalant,버프론,Beopeuron,Pŏp'ŭron,Buffron,626,Bouffalant,爆炸頭水牛,爆炸头水牛,Bàozhàtóushuǐniú,Baaujatàuhséuingàuh,"爆爆頭水牛 / 爆爆头水牛 Bàobàotóushuǐniú (TW/CN)
爆爆頭水牛 Baaubaautàuhséuingàuh (HK)"
627,Rufflet,ワシボン,Washibon,Washibon,627,Rufflet,Geronimatz,627,Rufflet,Furaiglon,627,Rufflet,수리둥보,Suridungbo,Suridungbo,Suridungbo,627,Rufflet,毛頭小鷹,毛头小鹰,Máotóuxiǎoyīng,Mòuhtàuhsíuyīng,-
628,Braviary,ウォーグル,Wōguru,Warrgle,628,Braviary,Washakwil,628,Braviary,Gueriaigle,628,Braviary,워글,Wogeul,Wŏgŭl,Warrgle,628,Braviary,勇士雄鷹,勇士雄鹰,Yǒngshìxióngyīng,Yúhngsihhùhngyīng,"勇士鷹 / 勇士鹰 Yǒngshìyīng (TW/CN)
勇士鷹 Yúhngsihyīng (HK)"
629,Vullaby,バルチャイ,Baruchai,Valchai,629,Vullaby,Skallyk,629,Vullaby,Vostourno,629,Vullaby,벌차이,Beolchai,Pŏlch'ai,Beolchai,629,Vullaby,禿鷹丫頭,秃鹰丫头,Tūyīngyātou,Tūkyīng'ātàuh,"禿鷹小子 / 秃鹰小子 Tūyīngxiǎozi (TW/CN)
禿鷹小子 Tūkyīngsíují (HK)"
630,Mandibuzz,バルジーナ,Barujīna,Vulgina,630,Mandibuzz,Grypheldis,630,Mandibuzz,Vaututrice,630,Mandibuzz,버랜지나,Beoraenjina,Pŏraenjina,Beorenjina,630,Mandibuzz,禿鷹娜,秃鹰娜,Tūyīngnà,Tūkyīngnàh,-
631,Heatmor,クイタラン,Kuitaran,Kuitaran,631,Heatmor,Furnifraß,631,Heatmor,Aflamanoir,631,Heatmor,앤티골,Aentigol,Aent'igol,Antigol,631,Heatmor,熔蟻獸,熔蚁兽,Róngyǐshòu,Yùhngngáihsau,"食蟻爐 / 食蚁炉 Shíyǐlú (TW/CN)
食蟻爐 Sihkngáihlòuh (HK)"
632,Durant,アイアント,Aianto,Aiant,632,Durant,Fermicula,632,Durant,Fermite,632,Durant,아이앤트,Aiaenteu,Aiaent'ŭ,Aiant,632,Durant,鐵蟻,铁蚁,Tiěyǐ,Titngáih,-
633,Deino,モノズ,Monozu,Monozu,633,Deino,Kapuno,633,Deino,Solochi,633,Deino,모노두,Monodu,Monodu,Monodoo,633,Deino,單首龍,单首龙,Dānshǒulóng,Dāansáulùhng,-
634,Zweilous,ジヘッド,Jiheddo,Dihead,634,Zweilous,Duodino,634,Zweilous,Diamat,634,Zweilous,디헤드,Dihedeu,Tihedŭ,Dihead,634,Zweilous,雙首暴龍,双首暴龙,Shuāng​shǒubàolóng,Sēungsáubouhlùhng,"雙頭龍 / 双头龙 Shuāng​tóulóng (TW/CN)
雙頭龍 Sēungtàuhlùhng (HK)"
635,Hydreigon,サザンドラ,Sazandora,Sazandora,635,Hydreigon,Trikephalo,635,Hydreigon,Trioxhydre,635,Hydreigon,삼삼드래,Samsamdeurae,Samsamdŭrae,Samsamdrae,635,Hydreigon,三首惡龍,三首恶龙,Sānshǒu'èlóng,Sāamsáu'oklùhng,"三頭龍 / 三头龙 Sāntóulóng (TW/CN)
三頭龍 Sāamtàuhlùhng (HK)"
636,Larvesta,メラルバ,Meraruba,Merlarva,636,Larvesta,Ignivor,636,Larvesta,Pyronille,636,Larvesta,활화르바,Hwalhwareuba,Hwalhwarŭba,Hwalhwaruba,636,Larvesta,燃燒蟲,燃烧虫,Rán​shāo​chóng​,Yìhnsīuchùhng,-
637,Volcarona,ウルガモス,Urugamosu,Ulgamoth,637,Volcarona,Ramoth,637,Volcarona,Pyrax,637,Volcarona,불카모스,Bulkamoseu,Pulk'amosŭ,Bulkamos,637,Volcarona,火神蛾,火神蛾,Huǒshén​'é​,Fósàhnngòh,"火神蟲 / 火神虫 Huǒshén​chóng (TW/CN)
火神蟲 Fósàhnchùhng (HK)"
638,Cobalion,コバルオン,Kobaruon,Cobalon,638,Cobalion,Kobalium,638,Cobalion,Cobaltium,638,Cobalion,코바르온,Kobareuon,K'obarŭon,Cobalon,638,Cobalion,勾帕路翁,勾帕路翁,Gōupàlùwēng,Ngāupaaklouh'yūng,-
639,Terrakion,テラキオン,Terakion,Terrakion,639,Terrakion,Terrakium,639,Terrakion,Terrakium,639,Terrakion,테라키온,Terakion,T'erak'ion,Terrakion,639,Terrakion,代拉基翁,代拉基翁,Dàilājīwēng,Doihlāaigēiyūng,-
640,Virizion,ビリジオン,Birijion,Virizion,640,Virizion,Viridium,640,Virizion,Viridium,640,Virizion,비리디온,Biridion,Piridion,Virizion,640,Virizion,畢力吉翁,毕力吉翁,Bìlìjíwēng,Bātlihkgāt'yūng,-
641,Tornadus,トルネロス,Torunerosu,Tornelos,641,Tornadus,Boreos,641,Tornadus,Boréas,641,Tornadus,토네로스,Toneroseu,T'onerosŭ,Tornelos,641,Tornadus,龍捲雲,龙卷云,Lóngjuǎnyún,Lùhnggyúnwàhn,-
642,Thundurus,ボルトロス,Borutorosu,Voltolos,642,Thundurus,Voltolos,642,Thundurus,Fulguris,642,Thundurus,볼트로스,Bolteuroseu,Polt'ŭrosŭ,Voltolos,642,Thundurus,雷電雲,雷电云,Léidiànyún,Lèuihdihnwàhn,-
643,Reshiram,レシラム,Reshiramu,Reshiram,643,Reshiram,Reshiram,643,Reshiram,Reshiram,643,Reshiram,레시라무,Resiramu,Resiramu,Reshiram,643,Reshiram,萊希拉姆,莱希拉姆,Láixīlāmǔ,Lòihhēilāaimóuh,"雷希拉姆 Léixīlāmǔ (TW/CN)
雷希拉姆 Lèuihhēilāaimóuh (HK)"
644,Zekrom,ゼクロム,Zekuromu,Zekrom,644,Zekrom,Zekrom,644,Zekrom,Zekrom,644,Zekrom,제크로무,Jekeuromu,Chek'ŭromu,Zekrom,644,Zekrom,捷克羅姆,捷克罗姆,Jiékèluómǔ,Jihthāklòhmóuh,-
645,Landorus,ランドロス,Randorosu,Landlos,645,Landorus,Demeteros,645,Landorus,Démétéros,645,Landorus,랜드로스,Raendeuroseu,Raendŭrosŭ,Landlos,645,Landorus,土地雲,土地云,Tǔdìyún,Tóudeihwàhn,-
646,Kyurem,キュレム,Kyuremu,Kyurem,646,Kyurem,Kyurem,646,Kyurem,Kyurem,646,Kyurem,큐레무,Kyuremu,K'yuremu,Kyurem,646,Kyurem,酋雷姆,酋雷姆,Qiúléimǔ,Yàuhlèuihmóuh,-
647,Keldeo,ケルディオ,Kerudio,Keldeo,647,Keldeo,Keldeo,647,Keldeo,Keldeo,647,Keldeo,케르디오,Kereudio,K'erŭdio,Keldeo,647,Keldeo,凱路迪歐,凯路迪欧,Kǎilùdí'ōu,Hóilouhdihk'āu,-
648,Meloetta,メロエッタ,Meroetta,Meloetta,648,Meloetta,Meloetta,648,Meloetta,Meloetta,648,Meloetta,메로엣타,Meroetta,Meroëtt'a,,648,Meloetta,美洛耶塔,美洛耶塔,Měiluòyétǎ,Méihlok'yèhtaap,-
649,Genesect,ゲノセクト,Genosekuto,Genesect,649,Genesect,Genesect,649,Genesect,Genesect,649,Genesect,게노세크트,Genosekeuteu,Kenosek'ŭt'ŭ,,649,Genesect,蓋諾賽克特,盖诺赛克特,Gàinuòsàikètè,Koinohkchoihākdahk,-
650,Chespin,ハリマロン,Harimaron,Harimaron,650,Chespin,Igamaro,650,Chespin,Marisson,650,Chespin,도치마론,Dochimaron,Toch'imaron,Dochimaron,650,Chespin,哈力栗,哈力栗,Hālìlì,Hālihkleuht,哈力馬龍 Hālihkmáhlùhng (HK)
651,Quilladin,ハリボーグ,Haribōgu,Hariborg,651,Quilladin,Igastarnish,651,Quilladin,Boguérisse,651,Quilladin,도치보구,Dochibogu,Toch'ibogu,,651,Quilladin,胖胖哈力,胖胖哈力,Pàngpànghālì,Buhnbuhnhālihk,肥仔哈力 Fèihjáihālihk (HK)
652,Chesnaught,ブリガロン,Burigaron,Brigarron,652,Chesnaught,Brigaron,652,Chesnaught,Blindépique,652,Chesnaught,브리가론,Beurigaron,Pŭrigaron,Brigarron,652,Chesnaught,布里卡隆,布里卡隆,Bùlǐkǎlóng,Bouléihkālùhng,-
653,Fennekin,フォッコ,Fokko,Fokko,653,Fennekin,Fynx,653,Fennekin,Feunnec,653,Fennekin,푸호꼬,Puhokko,P'uhokko,Puhoko,653,Fennekin,火狐狸,火狐狸,Huǒhúlí,Fówùhléi,-
654,Braixen,テールナー,Tērunā,Tairenar,654,Braixen,Rutena,654,Braixen,Roussil,654,Braixen,테르나,Tereuna,T'erŭna,,654,Braixen,長尾火狐,长尾火狐,Chángwěihuǒhú,Chèuhngméihfówùh,-
655,Delphox,マフォクシー,Mafokushī,Mahoxy,655,Delphox,Fennexis,655,Delphox,Goupelin,655,Delphox,마폭시,Mapoksi,Map'oksi,,655,Delphox,妖火紅狐,妖火红狐,Yāohuǒhónghú,Yíufóhùhngwùh,-
656,Froakie,ケロマツ,Keromatsu,Keromatsu,656,Froakie,Froxy,656,Froakie,Grenousse,656,Froakie,개구마르,Gaegumareu,Kaegumarŭ,Gegumaru,656,Froakie,呱呱泡蛙,呱呱泡蛙,Guāguāpàowā,Gwāgwāpóuhwā,-
657,Frogadier,ゲコガシラ,Gekogashira,Gekogashira,657,Frogadier,Amphizel,657,Frogadier,Croâporal,657,Frogadier,개굴반장,Gaegulbanjang,Kaegulbanjang,,657,Frogadier,呱頭蛙,呱头蛙,Gūtóuwā,Gwātàuhwā,
658,Greninja,ゲッコウガ,Gekkōga,Gekkouga,658,Greninja,Quajutsu,658,Greninja,Amphinobi,658,Greninja,개굴닌자,Gaegullinja,Kaegullinja,,658,Greninja,甲賀忍蛙,甲贺忍蛙,Jiǎhèrěnwā,Gaaphohyánwā,-
659,Bunnelby,ホルビー,Horubī,Horubee,659,Bunnelby,Scoppel,659,Bunnelby,Sapereau,659,Bunnelby,파르빗,Pareubit,P'arŭbit,,659,Bunnelby,掘掘兔,掘掘兔,Juéjuétù,Gwahtgwahttou,-
660,Diggersby,ホルード,Horūdo,Horudo,660,Diggersby,Grebbit,660,Diggersby,Excavarenne,660,Diggersby,파르토,Pareuto,P'arŭto,,660,Diggersby,掘地兔,掘地兔,Juédìtù,Gwahtdeihtou,"攉土兔 Huōtǔtù (TW)
攉地兔 Fokdeihtou (HK)"
661,Fletchling,ヤヤコマ,Yayakoma,Yayakoma,661,Fletchling,Dartiri,661,Fletchling,Passerouge,661,Fletchling,화살꼬빈,Hwasalkkobin,Hwasalkkobin,,661,Fletchling,小箭雀,小箭雀,Xiǎojiànquè,Síujinjéuk,-
662,Fletchinder,ヒノヤコマ,Hinoyakoma,Hinoyakoma,662,Fletchinder,Dartignis,662,Fletchinder,Braisillon,662,Fletchinder,불화살빈,Bulhwasalbin,Purhwasalbin,,662,Fletchinder,火箭雀,火箭雀,Huǒjiànquè,Fójinjéuk,-
663,Talonflame,ファイアロー,Faiarō,Fiarrow,663,Talonflame,Fiaro,663,Talonflame,Flambusard,663,Talonflame,파이어로,Paieoro,P'aiŏro,,663,Talonflame,烈箭鷹,烈箭鹰,Lièjiànyīng,Lihtjinyīng,烈箭鶲 Lièjiànwēng (TW)
664,Scatterbug,コフキムシ,Kofukimushi,Kofukimushi,664,Scatterbug,Purmel,664,Scatterbug,Lépidonille,664,Scatterbug,분이벌레,Bunibeolle,Punibŏlle,,664,Scatterbug,粉蝶蟲,粉蝶虫,Fěndiéchóng,Fándihpchùhng,"粉蛹 Fěnyǒng (TW)
粉蛹 Fányúng (HK)"
665,Spewpa,コフーライ,Kofūrai,Kofuurai,665,Spewpa,Puponcho,665,Spewpa,Pérégrain,665,Spewpa,분떠도리,Buntteodori,Punttŏdori,,665,Spewpa,粉蝶蛹,粉蝶蛹,Fěndiéyǒng,Fándihpyúng,-
666,Vivillon,ビビヨン,Bibiyon,Viviyon,666,Vivillon,Vivillon,666,Vivillon,Prismillon,666,Vivillon,비비용,Bibiyong,Pipiyong,,666,Vivillon,彩粉蝶,彩粉蝶,Cǎifěndié,Chóifándihp,"碧粉蝶 Bìfěndié (TW)
碧粉蝶 Bīkfándihp (HK)"
667,Litleo,シシコ,Shishiko,Shishiko,667,Litleo,Leufeo,667,Litleo,Hélionceau,667,Litleo,레오꼬,Reokko,Reokko,,667,Litleo,小獅獅,小狮狮,Xiǎoshīshī,Síusīsī,-
668,Pyroar,カエンジシ,Kaenjishi,Kaenjishi,668,Pyroar,Pyroleo,668,Pyroar,Némélios,668,Pyroar,화염레오,Hwayeomneo,Hwayŏmneo,,668,Pyroar,火炎獅,火炎狮,Huǒyánshī,Fóyìhmsī,-
669,Flabébé,フラベベ,Furabebe,Flabebe,669,Flabébé,Flabébé,669,Flabébé,Flabébé,669,Flabébé,플라베베,Peullabebe,P’ŭllabebe,,669,Flabébé,花蓓蓓,花蓓蓓,Huābèibèi,Fāpúihpúih,-
670,Floette,フラエッテ,Furaette,Floette,670,Floette,Floette,670,Floette,Floette,670,Floette,플라엣테,Peullaette,P'ŭllaëtt'e,,670,Floette,花葉蒂,花叶蒂,Huāyèdì,Fāyihpdai,-
671,Florges,フラージェス,Furājesu,Florges,671,Florges,Florges,671,Florges,Florges,671,Florges,플라제스,Peullajeseu,P'ŭllajesŭ,,671,Florges,花潔夫人,花洁夫人,Huājiéfūrén,Fāgitfùhyàhn,-
672,Skiddo,メェークル,Mēkuru,Meecle,672,Skiddo,Mähikel,672,Skiddo,Cabriolaine,672,Skiddo,메이클,Meikeul,Meik'ŭl,,672,Skiddo,坐騎小羊,坐骑小羊,Zuòqíxiǎoyáng,Johkèihsíuyèuhng,"咩咩羊 Miēmiēyáng (TW)
咩咩羊 Mēmēyèuhng (HK)"
